"datetime";"wind speed_ms"
2022-01-01 00:00:00;5.09814678871
2022-01-01 01:00:00;4.09497966076
2022-01-01 02:00:00;4.79976887373
2022-01-01 03:00:00;5.1958912781
2022-01-01 04:00:00;3.99723517137
2022-01-01 05:00:00;2.69569012844
2022-01-01 06:00:00;3.09695697962
2022-01-01 07:00:00;4.69687993753
2022-01-01 08:00:00;3.3953348946
2022-01-01 09:00:00;NA
2022-01-01 10:00:00;NA
2022-01-01 11:00:00;NA
2022-01-01 12:00:00;4.59913544814
2022-01-01 13:00:00;5.49941363989
2022-01-01 14:00:00;4.19786859696
2022-01-01 15:00:00;4.69687993753
2022-01-01 16:00:00;4.49624651194
2022-01-01 17:00:00;5.1958912781
2022-01-01 18:00:00;4.19786859696
2022-01-01 19:00:00;4.09497966076
2022-01-01 20:00:00;4.89751336312
2022-01-01 21:00:00;4.79976887373
2022-01-01 22:00:00;4.19786859696
2022-01-01 23:00:00;2.09893429848
2022-01-02 00:00:00;6.79581423601
2022-01-02 01:00:00;6.59518081042
2022-01-02 02:00:00;6.89870317221
2022-01-02 03:00:00;7.39771451278
2022-01-02 04:00:00;6.69806974662
2022-01-02 05:00:00;5.49941363989
2022-01-02 06:00:00;4.39850202255
2022-01-02 07:00:00;5.99842498046
2022-01-02 08:00:00;4.79976887373
2022-01-02 09:00:00;NA
2022-01-02 10:00:00;6.39969183164
2022-01-02 11:00:00;6.59518081042
2022-01-02 12:00:00;7.39771451278
2022-01-02 13:00:00;6.19905840605
2022-01-02 14:00:00;6.19905840605
2022-01-02 15:00:00;NA
2022-01-02 16:00:00;NA
2022-01-02 17:00:00;3.59596832019
2022-01-02 18:00:00;10.5975604286
2022-01-02 19:00:00;10.99882727978
2022-01-02 20:00:00;NA
2022-01-02 21:00:00;NA
2022-01-02 22:00:00;10.39692700301
2022-01-02 23:00:00;6.89870317221
2022-01-03 00:00:00;5.09814678871
2022-01-03 01:00:00;5.49941363989
2022-01-03 02:00:00;5.59715812928
2022-01-03 03:00:00;4.49624651194
2022-01-03 04:00:00;4.89751336312
2022-01-03 05:00:00;4.69687993753
2022-01-03 06:00:00;4.19786859696
2022-01-03 07:00:00;2.89632355403
2022-01-03 08:00:00;2.99921249023
2022-01-03 09:00:00;4.09497966076
2022-01-03 10:00:00;5.09814678871
2022-01-03 11:00:00;6.49743632103
2022-01-03 12:00:00;5.89553604426
2022-01-03 13:00:00;3.79660174578
2022-01-03 14:00:00;2.09893429848
2022-01-03 15:00:00;3.79660174578
2022-01-03 16:00:00;5.1958912781
2022-01-03 17:00:00;NA
2022-01-03 18:00:00;4.89751336312
2022-01-03 19:00:00;4.09497966076
2022-01-03 20:00:00;4.99525785251
2022-01-03 21:00:00;3.99723517137
2022-01-03 22:00:00;3.69885725639
2022-01-03 23:00:00;3.4982238308
2022-01-04 00:00:00;3.59596832019
2022-01-04 01:00:00;5.79779155487
2022-01-04 02:00:00;13.39613949324
2022-01-04 03:00:00;14.29641768499
2022-01-04 04:00:00;13.39613949324
2022-01-04 05:00:00;12.59875023769
2022-01-04 06:00:00;12.89712815267
2022-01-04 07:00:00;12.09973889712
2022-01-04 08:00:00;11.59558310974
2022-01-04 09:00:00;12.99487264206
2022-01-04 10:00:00;14.0957842594
2022-01-04 11:00:00;11.79621653533
2022-01-04 12:00:00;13.59677291883
2022-01-04 13:00:00;11.89910547153
2022-01-04 14:00:00;12.09973889712
2022-01-04 15:00:00;11.29720519476
2022-01-04 16:00:00;10.89593834358
2022-01-04 17:00:00;13.29839500385
2022-01-04 18:00:00;12.19748338651
2022-01-04 19:00:00;11.29720519476
2022-01-04 20:00:00;11.49783862035
2022-01-04 21:00:00;11.29720519476
2022-01-04 22:00:00;9.39890432187
2022-01-04 23:00:00;8.29799270453
2022-01-05 00:00:00;8.8998929813
2022-01-05 01:00:00;8.49862613012
2022-01-05 02:00:00;8.19510376833
2022-01-05 03:00:00;11.09657176917
2022-01-05 04:00:00;11.39494968415
2022-01-05 05:00:00;10.49981593921
2022-01-05 06:00:00;8.99763747069
2022-01-05 07:00:00;8.39573719392
2022-01-05 08:00:00;7.99961478955
2022-01-05 09:00:00;7.19708108719
