oxygen_umol_kg;salinity;temperature;day;month;year;hour
246.85506;38.1498;14.0612;8;Feb;2023;14:00:52
246.86437;38.1502;14.0592;8;Feb;2023;14:30:52
246.85736;38.1498;14.0608;8;Feb;2023;15:00:52
246.86805;38.1515;14.0580;8;Feb;2023;15:30:52
246.87151;38.1515;14.0573;8;Feb;2023;16:00:52
246.86893;38.1512;14.0579;8;Feb;2023;16:30:52
246.94714;38.1514;14.0421;8;Feb;2023;17:00:52
246.99080;38.1514;14.0333;8;Feb;2023;17:30:52
246.94299;38.1514;14.0429;8;Feb;2023;18:00:52
247.06307;38.1511;14.0189;8;Feb;2023;18:30:52
247.00220;38.1519;14.0309;8;Feb;2023;19:00:52
246.98348;38.1518;14.0347;8;Feb;2023;19:30:52
246.99714;38.1527;14.0316;8;Feb;2023;20:00:52
246.91530;38.1523;14.0482;8;Feb;2023;20:30:52
246.91659;38.1517;14.0482;8;Feb;2023;21:00:52
246.94193;38.1527;14.0427;8;Feb;2023;21:30:52
246.94767;38.1511;14.0421;8;Feb;2023;22:00:52
246.96538;38.1513;14.0385;8;Feb;2023;22:30:52
246.98667;38.1501;14.0346;8;Feb;2023;23:00:52
247.00098;38.1493;14.0320;8;Feb;2023;23:30:52
246.99825;38.1496;14.0324;9;Feb;2023;00:00:52
247.04782;38.1490;14.0227;9;Feb;2023;00:30:52
246.95433;38.1480;14.0418;9;Feb;2023;01:00:52
247.00492;38.1494;14.0312;9;Feb;2023;01:30:52
246.92569;38.1481;14.0476;9;Feb;2023;02:00:52
246.91545;38.1476;14.0498;9;Feb;2023;02:30:52
246.94180;38.1484;14.0442;9;Feb;2023;03:00:52
246.84876;38.1487;14.0629;9;Feb;2023;03:30:52
246.86323;38.1489;14.0599;9;Feb;2023;04:00:52
246.87435;38.1491;14.0576;9;Feb;2023;04:30:52
246.91435;38.1487;14.0497;9;Feb;2023;05:00:52
247.00718;38.1498;14.0306;9;Feb;2023;05:30:52
246.97454;38.1494;14.0373;9;Feb;2023;06:00:52
246.93391;38.1496;14.0454;9;Feb;2023;06:30:52
246.88268;38.1492;14.0559;9;Feb;2023;07:00:52
246.87749;38.1493;14.0569;9;Feb;2023;07:30:52
246.85583;38.1496;14.0612;9;Feb;2023;08:00:52
246.88407;38.1499;14.0553;9;Feb;2023;08:30:52
246.84122;38.1499;14.0640;9;Feb;2023;09:00:52
246.71185;38.1600;14.0866;9;Feb;2023;09:30:52
246.75269;38.1584;14.0789;9;Feb;2023;10:00:52
246.88123;38.1440;14.0579;9;Feb;2023;10:30:52
246.86776;38.1456;14.0601;9;Feb;2023;11:00:52
246.87431;38.1461;14.0586;9;Feb;2023;11:30:52
246.84670;38.1454;14.0644;9;Feb;2023;12:00:52
246.84226;38.1465;14.0650;9;Feb;2023;12:30:52
246.86085;38.1464;14.0612;9;Feb;2023;13:00:52
246.88054;38.1475;14.0569;9;Feb;2023;13:30:52
246.86192;38.1473;14.0607;9;Feb;2023;14:00:52
246.92557;38.1460;14.0483;9;Feb;2023;14:30:52
246.88086;38.1466;14.0571;9;Feb;2023;15:00:52
246.89922;38.1487;14.0527;9;Feb;2023;15:30:52
246.99179;38.1510;14.0333;9;Feb;2023;16:00:52
247.06079;38.1555;14.0178;9;Feb;2023;16:30:52
246.97214;38.1586;14.0346;9;Feb;2023;17:00:52
246.98009;38.1613;14.0321;9;Feb;2023;17:30:52
246.86633;38.1640;14.0541;9;Feb;2023;18:00:52
247.10115;38.1684;14.0052;9;Feb;2023;18:30:52
246.84092;38.1661;14.0585;9;Feb;2023;19:00:52
246.94836;38.1650;14.0372;9;Feb;2023;19:30:52
246.87607;38.1657;14.0515;9;Feb;2023;20:00:52
247.08762;38.1627;14.0099;9;Feb;2023;20:30:52
246.99320;38.1617;14.0293;9;Feb;2023;21:00:52
246.99462;38.1626;14.0287;9;Feb;2023;21:30:52
246.97879;38.1625;14.0319;9;Feb;2023;22:00:52
247.08157;38.1617;14.0115;9;Feb;2023;22:30:52
247.03399;38.1625;14.0208;9;Feb;2023;23:00:52
247.05299;38.1628;14.0169;9;Feb;2023;23:30:52
246.98538;38.1626;14.0306;10;Feb;2023;00:00:52
247.00483;38.1629;14.0265;10;Feb;2023;00:30:52
247.04734;38.1629;14.0180;10;Feb;2023;01:00:52
247.17708;38.1630;13.9918;10;Feb;2023;01:30:52
247.13878;38.1633;13.9994;10;Feb;2023;02:00:52
247.16432;38.1626;13.9945;10;Feb;2023;02:30:52
247.11822;38.1619;14.0041;10;Feb;2023;03:00:52
247.08073;38.1615;14.0117;10;Feb;2023;03:30:52
247.28032;38.1612;13.9717;10;Feb;2023;04:00:52
247.14267;38.1595;14.0000;10;Feb;2023;04:30:53
247.18105;38.1604;13.9919;10;Feb;2023;05:00:52
247.26968;38.1612;13.9738;10;Feb;2023;05:30:52
247.25352;38.1591;13.9778;10;Feb;2023;06:00:53
247.28500;38.1602;13.9711;10;Feb;2023;06:30:52
247.30135;38.1591;13.9682;10;Feb;2023;07:00:53
247.33735;38.1588;13.9611;10;Feb;2023;07:30:53
247.18957;38.1546;13.9922;10;Feb;2023;08:00:53
247.20017;38.1551;13.9899;10;Feb;2023;08:30:52
247.13215;38.1553;14.0035;10;Feb;2023;09:00:52
247.09183;38.1553;14.0116;10;Feb;2023;09:30:52
247.02600;38.1568;14.0244;10;Feb;2023;10:00:52
246.98264;38.1585;14.0325;10;Feb;2023;10:30:52
246.94928;38.1601;14.0387;10;Feb;2023;11:00:52
246.82049;38.1627;14.0638;10;Feb;2023;11:30:52
246.78286;38.1607;14.0721;10;Feb;2023;12:00:52
246.71828;38.1625;14.0845;10;Feb;2023;12:30:52
246.63107;38.1622;14.1022;10;Feb;2023;13:00:52
246.61867;38.1612;14.1050;10;Feb;2023;13:30:52
246.65250;38.1633;14.0975;10;Feb;2023;14:00:52
246.61180;38.1568;14.1079;10;Feb;2023;14:30:52
246.71095;38.1546;14.0886;10;Feb;2023;15:00:52
246.79999;38.1554;14.0704;10;Feb;2023;15:30:52
246.93481;38.1536;14.0438;10;Feb;2023;16:00:52
246.94299;38.1521;14.0427;10;Feb;2023;16:30:52
247.02555;38.1505;14.0266;10;Feb;2023;17:00:52
247.20613;38.1421;13.9932;10;Feb;2023;17:30:52
247.23267;38.1404;13.9884;10;Feb;2023;18:00:52
247.25234;38.1356;13.9861;10;Feb;2023;18:30:52
247.27214;38.1401;13.9806;10;Feb;2023;19:00:52
247.12508;38.1516;14.0062;10;Feb;2023;19:30:52
247.17829;38.1534;13.9949;10;Feb;2023;20:00:52
247.16339;38.1535;13.9979;10;Feb;2023;20:30:52
247.13662;38.1522;14.0037;10;Feb;2023;21:00:52
247.19768;38.1540;13.9908;10;Feb;2023;21:30:52
247.22982;38.1555;13.9838;10;Feb;2023;22:00:52
247.20666;38.1573;13.9878;10;Feb;2023;22:30:52
247.15542;38.1577;13.9980;10;Feb;2023;23:00:52
247.28163;38.1572;13.9728;10;Feb;2023;23:30:52
247.21227;38.1556;13.9873;11;Feb;2023;00:00:53
247.33053;38.1559;13.9634;11;Feb;2023;00:30:52
247.22784;38.1575;13.9835;11;Feb;2023;01:00:53
247.20664;38.1565;13.9881;11;Feb;2023;01:30:52
247.12030;38.1577;14.0051;11;Feb;2023;02:00:52
247.17636;38.1571;13.9940;11;Feb;2023;02:30:52
247.17704;38.1585;13.9934;11;Feb;2023;03:00:52
247.20208;38.1561;13.9892;11;Feb;2023;03:30:52
247.26451;38.1564;13.9765;11;Feb;2023;04:00:52
247.15585;38.1568;13.9982;11;Feb;2023;04:30:52
247.16435;38.1579;13.9962;11;Feb;2023;05:00:52
247.18707;38.1569;13.9919;11;Feb;2023;05:30:52
247.09616;38.1577;14.0099;11;Feb;2023;06:00:52
247.08767;38.1588;14.0113;11;Feb;2023;06:30:52
247.16105;38.1596;13.9962;11;Feb;2023;07:00:52
247.06573;38.1595;14.0154;11;Feb;2023;07:30:52
247.04363;38.1586;14.0202;11;Feb;2023;08:00:52
247.01822;38.1607;14.0246;11;Feb;2023;08:30:52
247.01293;38.1594;14.0261;11;Feb;2023;09:00:52
246.93982;38.1615;14.0401;11;Feb;2023;09:30:52
246.81953;38.1652;14.0631;11;Feb;2023;10:00:52
246.69748;38.1651;14.0877;11;Feb;2023;10:30:52
246.55569;38.1669;14.1158;11;Feb;2023;11:00:52
246.46981;38.1681;14.1327;11;Feb;2023;11:30:52
246.34869;38.1697;14.1567;11;Feb;2023;12:00:52
246.27085;38.1699;14.1724;11;Feb;2023;12:30:52
246.33953;38.1687;14.1589;11;Feb;2023;13:00:52
246.21804;38.1713;14.1826;11;Feb;2023;13:30:52
246.27709;38.1706;14.1709;11;Feb;2023;14:00:52
246.23249;38.1715;14.1796;11;Feb;2023;14:30:52
246.26876;38.1718;14.1722;11;Feb;2023;15:00:52
246.28921;38.1720;14.1680;11;Feb;2023;15:30:52
246.30770;38.1722;14.1641;11;Feb;2023;16:00:52
246.46833;38.1716;14.1318;11;Feb;2023;16:30:52
246.61066;38.1698;14.1037;11;Feb;2023;17:00:52
246.61463;38.1701;14.1028;11;Feb;2023;17:30:52
246.70570;38.1701;14.0844;11;Feb;2023;18:00:52
246.66413;38.1693;14.0931;11;Feb;2023;18:30:52
246.74402;38.1687;14.0771;11;Feb;2023;19:00:52
246.71299;38.1695;14.0831;11;Feb;2023;19:30:52
246.73693;38.1704;14.0780;11;Feb;2023;20:00:52
246.83177;38.1715;14.0585;11;Feb;2023;20:30:52
246.73608;38.1688;14.0787;11;Feb;2023;21:00:52
246.71805;38.1687;14.0824;11;Feb;2023;21:30:52
246.77031;38.1684;14.0719;11;Feb;2023;22:00:52
246.85355;38.1657;14.0561;11;Feb;2023;22:30:52
246.85665;38.1662;14.0553;11;Feb;2023;23:00:52
246.88130;38.1659;14.0504;11;Feb;2023;23:30:52
246.89513;38.1664;14.0474;12;Feb;2023;00:00:52
246.95732;38.1675;14.0345;12;Feb;2023;00:30:52
246.88050;38.1653;14.0508;12;Feb;2023;01:00:52
247.05834;38.1651;14.0150;12;Feb;2023;01:30:52
246.90672;38.1653;14.0455;12;Feb;2023;02:00:52
247.01983;38.1656;14.0226;12;Feb;2023;02:30:52
246.93611;38.1656;14.0394;12;Feb;2023;03:00:52
247.02681;38.1652;14.0213;12;Feb;2023;03:30:52
246.98271;38.1646;14.0304;12;Feb;2023;04:00:52
247.00303;38.1652;14.0261;12;Feb;2023;04:30:52
246.98193;38.1655;14.0303;12;Feb;2023;05:00:52
247.06008;38.1652;14.0146;12;Feb;2023;05:30:52
247.02971;38.1646;14.0210;12;Feb;2023;06:00:52
247.06341;38.1665;14.0135;12;Feb;2023;06:30:52
247.17591;38.1665;13.9909;12;Feb;2023;07:00:52
247.07046;38.1658;14.0123;12;Feb;2023;07:30:52
247.08826;38.1645;14.0092;12;Feb;2023;08:00:52
247.02760;38.1636;14.0217;12;Feb;2023;08:30:52
247.02401;38.1629;14.0227;12;Feb;2023;09:00:52
246.92861;38.1629;14.0419;12;Feb;2023;09:30:52
246.99740;38.1633;14.0279;12;Feb;2023;10:00:52
246.64529;38.1623;14.0993;12;Feb;2023;10:30:52
246.53307;38.1662;14.1206;12;Feb;2023;11:00:52
246.59791;38.1647;14.1080;12;Feb;2023;11:30:52
246.50788;38.1654;14.1260;12;Feb;2023;12:00:52
246.57561;38.1639;14.1128;12;Feb;2023;12:30:52
246.52092;38.1647;14.1236;12;Feb;2023;13:00:52
246.60416;38.1628;14.1074;12;Feb;2023;13:30:52
246.38630;38.1650;14.1507;12;Feb;2023;14:00:52
246.33975;38.1653;14.1600;12;Feb;2023;14:30:52
246.30131;38.1672;14.1671;12;Feb;2023;15:00:52
246.38012;38.1673;14.1512;12;Feb;2023;15:30:52
246.48150;38.1656;14.1312;12;Feb;2023;16:00:52
246.63561;38.1652;14.1002;12;Feb;2023;16:30:52
246.81815;38.1632;14.0641;12;Feb;2023;17:00:52
246.90876;38.1643;14.0454;12;Feb;2023;17:30:52
247.03047;38.1628;14.0214;12;Feb;2023;18:00:52
247.07042;38.1635;14.0131;12;Feb;2023;18:30:52
247.06969;38.1632;14.0134;12;Feb;2023;19:00:52
247.17093;38.1635;13.9929;12;Feb;2023;19:30:52
247.13789;38.1642;13.9993;12;Feb;2023;20:00:52
247.04635;38.1639;14.0178;12;Feb;2023;20:30:52
247.07589;38.1637;14.0119;12;Feb;2023;21:00:52
247.00289;38.1651;14.0262;12;Feb;2023;21:30:52
247.04430;38.1640;14.0182;12;Feb;2023;22:00:52
247.11317;38.1642;14.0043;12;Feb;2023;22:30:52
247.17245;38.1650;13.9921;12;Feb;2023;23:00:52
247.04719;38.1641;14.0176;12;Feb;2023;23:30:52
247.05960;38.1644;14.0150;13;Feb;2023;00:00:52
247.04631;38.1644;14.0177;13;Feb;2023;00:30:52
247.13091;38.1647;14.0006;13;Feb;2023;01:00:52
247.12587;38.1635;14.0020;13;Feb;2023;01:30:52
247.10518;38.1641;14.0059;13;Feb;2023;02:00:52
247.15617;38.1644;13.9956;13;Feb;2023;02:30:52
247.12067;38.1642;14.0028;13;Feb;2023;03:00:52
247.13745;38.1636;13.9996;13;Feb;2023;03:30:52
247.13185;38.1648;14.0003;13;Feb;2023;04:00:52
247.14330;38.1641;13.9982;13;Feb;2023;04:30:52
247.29315;38.1662;13.9674;13;Feb;2023;05:00:52
247.29383;38.1648;13.9678;13;Feb;2023;05:30:53
247.24372;38.1664;13.9773;13;Feb;2023;06:00:53
247.17129;38.1657;13.9921;13;Feb;2023;06:30:52
247.27262;38.1651;13.9719;13;Feb;2023;07:00:52
247.20005;38.1642;13.9868;13;Feb;2023;07:30:53
247.15660;38.1635;13.9958;13;Feb;2023;08:00:52
247.15899;38.1647;13.9949;13;Feb;2023;08:30:52
247.13137;38.1646;14.0005;13;Feb;2023;09:00:52
247.10894;38.1645;14.0050;13;Feb;2023;09:30:52
247.03364;38.1653;14.0199;13;Feb;2023;10:00:52
246.99149;38.1646;14.0286;13;Feb;2023;10:30:52
246.83810;38.1665;14.0589;13;Feb;2023;11:00:52
246.69528;38.1658;14.0880;13;Feb;2023;11:30:52
246.56991;38.1663;14.1131;13;Feb;2023;12:00:52
246.28451;38.1695;14.1698;13;Feb;2023;12:30:52
246.22198;38.1701;14.1822;13;Feb;2023;13:00:52
246.07516;38.1682;14.2126;13;Feb;2023;13:30:52
246.52476;38.1641;14.1230;13;Feb;2023;14:00:52
246.04939;38.1698;14.2173;13;Feb;2023;14:30:52
246.65008;38.1654;14.0972;13;Feb;2023;15:00:52
246.55490;38.1649;14.1166;13;Feb;2023;15:30:52
246.70089;38.1662;14.0867;13;Feb;2023;16:00:52
246.61500;38.1668;14.1038;13;Feb;2023;16:30:52
246.62148;38.1682;14.1020;13;Feb;2023;17:00:52
246.66287;38.1694;14.0933;13;Feb;2023;17:30:52
246.54160;38.1682;14.1182;13;Feb;2023;18:00:52
246.60163;38.1703;14.1053;13;Feb;2023;18:30:52
246.79220;38.1689;14.0674;13;Feb;2023;19:00:52
246.66430;38.1696;14.0929;13;Feb;2023;19:30:52
246.75420;38.1688;14.0750;13;Feb;2023;20:00:52
246.84784;38.1681;14.0564;13;Feb;2023;20:30:52
246.88190;38.1681;14.0495;13;Feb;2023;21:00:52
247.00603;38.1680;14.0245;13;Feb;2023;21:30:52
246.99145;38.1685;14.0273;13;Feb;2023;22:00:52
246.98038;38.1672;14.0300;13;Feb;2023;22:30:52
247.12209;38.1644;14.0024;13;Feb;2023;23:00:52
247.10763;38.1664;14.0046;13;Feb;2023;23:30:52
247.08875;38.1675;14.0081;14;Feb;2023;00:00:52
247.15482;38.1660;13.9953;14;Feb;2023;00:30:52
247.07680;38.1664;14.0108;14;Feb;2023;01:00:52
247.09532;38.1666;14.0070;14;Feb;2023;01:30:52
247.04886;38.1672;14.0162;14;Feb;2023;02:00:52
247.11339;38.1684;14.0028;14;Feb;2023;02:30:52
247.08896;38.1673;14.0081;14;Feb;2023;03:00:52
247.19868;38.1672;13.9860;14;Feb;2023;03:30:52
247.13012;38.1668;14.0000;14;Feb;2023;04:00:52
247.27329;38.1714;13.9696;14;Feb;2023;04:30:52
247.21202;38.1683;13.9830;14;Feb;2023;05:00:53
247.18199;38.1662;13.9898;14;Feb;2023;05:30:52
247.18024;38.1661;13.9901;14;Feb;2023;06:00:52
247.17944;38.1661;13.9903;14;Feb;2023;06:30:52
247.16864;38.1651;13.9928;14;Feb;2023;07:00:52
247.18068;38.1645;13.9906;14;Feb;2023;07:30:52
247.15561;38.1645;13.9956;14;Feb;2023;08:00:52
247.13538;38.1644;13.9997;14;Feb;2023;08:30:52
247.11647;38.1653;14.0032;14;Feb;2023;09:00:52
247.06506;38.1653;14.0136;14;Feb;2023;09:30:52
246.93726;38.1656;14.0392;14;Feb;2023;10:00:52
246.87810;38.1654;14.0512;14;Feb;2023;10:30:52
246.96827;38.1646;14.0333;14;Feb;2023;11:00:52
246.22264;38.1699;14.1821;14;Feb;2023;11:30:52
245.95553;38.1699;14.2363;14;Feb;2023;12:00:52
246.06597;38.1683;14.2144;14;Feb;2023;12:30:52
245.87001;38.1693;14.2539;14;Feb;2023;13:00:52
245.74933;38.1707;14.2779;14;Feb;2023;13:30:52
245.93885;38.1681;14.2403;14;Feb;2023;14:00:52
245.92018;38.1675;14.2443;14;Feb;2023;14:30:52
246.46990;38.1646;14.1339;14;Feb;2023;15:00:52
246.25407;38.1663;14.1770;14;Feb;2023;15:30:52
246.42131;38.1666;14.1431;14;Feb;2023;16:00:52
246.43156;38.1671;14.1408;14;Feb;2023;16:30:52
246.65099;38.1646;14.0973;14;Feb;2023;17:00:52
246.62756;38.1653;14.1018;14;Feb;2023;17:30:52
246.66217;38.1659;14.0946;14;Feb;2023;18:00:52
246.76988;38.1542;14.0769;14;Feb;2023;18:30:52
246.74080;38.1584;14.0813;14;Feb;2023;19:00:52
246.81778;38.1617;14.0647;14;Feb;2023;19:30:52
246.77560;38.1656;14.0718;14;Feb;2023;20:00:52
246.76548;38.1665;14.0736;14;Feb;2023;20:30:52
246.77227;38.1671;14.0720;14;Feb;2023;21:00:52
246.77549;38.1663;14.0716;14;Feb;2023;21:30:52
246.76302;38.1690;14.0732;14;Feb;2023;22:00:52
246.90902;38.1687;14.0438;14;Feb;2023;22:30:52
246.98157;38.1667;14.0299;14;Feb;2023;23:00:52
247.03126;38.1662;14.0201;14;Feb;2023;23:30:52
247.02244;38.1632;14.0229;15;Feb;2023;00:00:52
247.13758;38.1616;14.0003;15;Feb;2023;00:30:52
247.11191;38.1615;14.0055;15;Feb;2023;01:00:52
247.24905;38.1622;13.9776;15;Feb;2023;01:30:52
247.04498;38.1619;14.0188;15;Feb;2023;02:00:52
247.09473;38.1659;14.0074;15;Feb;2023;02:30:52
247.13009;38.1660;14.0003;15;Feb;2023;03:00:52
247.18862;38.1657;13.9886;15;Feb;2023;03:30:52
247.14730;38.1652;13.9971;15;Feb;2023;04:00:52
247.21761;38.1650;13.9830;15;Feb;2023;04:30:52
247.24712;38.1631;13.9777;15;Feb;2023;05:00:52
247.34526;38.1641;13.9576;15;Feb;2023;05:30:52
247.31843;38.1647;13.9628;15;Feb;2023;06:00:53
247.30354;38.1641;13.9660;15;Feb;2023;06:30:53
247.23033;38.1636;13.9809;15;Feb;2023;07:00:53
247.28501;38.1645;13.9696;15;Feb;2023;07:30:52
247.24445;38.1638;13.9780;15;Feb;2023;08:00:53
247.23305;38.1640;13.9802;15;Feb;2023;08:30:52
247.21433;38.1626;13.9845;15;Feb;2023;09:00:52
247.08672;38.1622;14.0103;15;Feb;2023;09:30:52
247.10664;38.1618;14.0064;15;Feb;2023;10:00:52
246.73062;38.1631;14.0818;15;Feb;2023;10:30:52
246.71385;38.1712;14.0824;15;Feb;2023;11:00:52
246.98483;38.1620;14.0309;15;Feb;2023;11:30:52
245.71565;38.1674;14.2859;15;Feb;2023;12:00:52
247.01659;38.1655;14.0233;15;Feb;2023;12:30:52
246.49732;38.1650;14.1282;15;Feb;2023;13:00:52
246.37550;38.1646;14.1530;15;Feb;2023;13:30:52
246.37839;38.1653;14.1522;15;Feb;2023;14:00:52
246.12131;38.1676;14.2035;15;Feb;2023;14:30:52
246.21902;38.1677;14.1836;15;Feb;2023;15:00:52
246.32529;38.1664;14.1626;15;Feb;2023;15:30:52
246.32236;38.1662;14.1632;15;Feb;2023;16:00:52
246.37563;38.1667;14.1523;15;Feb;2023;16:30:52
246.48586;38.1655;14.1304;15;Feb;2023;17:00:52
246.49227;38.1658;14.1290;15;Feb;2023;17:30:52
246.52981;38.1647;14.1218;15;Feb;2023;18:00:52
246.56566;38.1651;14.1144;15;Feb;2023;18:30:52
246.61816;38.1643;14.1040;15;Feb;2023;19:00:52
246.68226;38.1639;14.0913;15;Feb;2023;19:30:52
246.79806;38.1611;14.0688;15;Feb;2023;20:00:52
246.76370;38.1552;14.0778;15;Feb;2023;20:30:52
246.78385;38.1555;14.0736;15;Feb;2023;21:00:52
246.87233;38.1564;14.0555;15;Feb;2023;21:30:52
246.81055;38.1592;14.0670;15;Feb;2023;22:00:52
246.89603;38.1572;14.0504;15;Feb;2023;22:30:52
246.92507;38.1576;14.0444;15;Feb;2023;23:00:52
247.04587;38.1575;14.0201;15;Feb;2023;23:30:52
247.10938;38.1580;14.0072;16;Feb;2023;00:00:52
247.03589;38.1579;14.0220;16;Feb;2023;00:30:52
247.19772;38.1585;13.9892;16;Feb;2023;01:00:52
247.11851;38.1581;14.0053;16;Feb;2023;01:30:52
247.14976;38.1584;13.9989;16;Feb;2023;02:00:52
247.19332;38.1584;13.9901;16;Feb;2023;02:30:52
247.23479;38.1591;13.9816;16;Feb;2023;03:00:52
247.24989;38.1595;13.9784;16;Feb;2023;03:30:52
247.27446;38.1586;13.9738;16;Feb;2023;04:00:52
247.25347;38.1603;13.9774;16;Feb;2023;04:30:53
247.26131;38.1609;13.9756;16;Feb;2023;05:00:52
247.28597;38.1612;13.9706;16;Feb;2023;05:30:52
247.30581;38.1617;13.9664;16;Feb;2023;06:00:53
247.34142;38.1618;13.9592;16;Feb;2023;06:30:53
247.29994;38.1625;13.9673;16;Feb;2023;07:00:53
247.31645;38.1617;13.9643;16;Feb;2023;07:30:53
247.32833;38.1623;13.9617;16;Feb;2023;08:00:53
247.29969;38.1624;13.9674;16;Feb;2023;08:30:53
247.28236;38.1624;13.9709;16;Feb;2023;09:00:53
247.24220;38.1627;13.9788;16;Feb;2023;09:30:53
247.20357;38.1639;13.9862;16;Feb;2023;10:00:52
247.02307;38.1635;14.0227;16;Feb;2023;10:30:52
246.87499;38.1654;14.0518;16;Feb;2023;11:00:52
246.73406;38.1684;14.0792;16;Feb;2023;11:30:52
246.58610;38.1686;14.1091;16;Feb;2023;12:00:52
246.36583;38.1687;14.1536;16;Feb;2023;12:30:52
246.07697;38.1693;14.2119;16;Feb;2023;13:00:52
246.45069;38.1663;14.1372;16;Feb;2023;13:30:52
246.66704;38.1667;14.0934;16;Feb;2023;14:00:52
246.59335;38.1678;14.1079;16;Feb;2023;14:30:52
246.72371;38.1680;14.0815;16;Feb;2023;15:00:52
246.66501;38.1683;14.0932;16;Feb;2023;15:30:52
246.76718;38.1670;14.0730;16;Feb;2023;16:00:52
246.90720;38.1667;14.0449;16;Feb;2023;16:30:52
246.95867;38.1659;14.0348;16;Feb;2023;17:00:52
246.65537;38.1408;14.1046;16;Feb;2023;17:30:52
246.68415;38.1539;14.0943;16;Feb;2023;18:00:52
246.73515;38.1550;14.0836;16;Feb;2023;18:30:52
246.78876;38.1518;14.0739;16;Feb;2023;19:00:52
246.84139;38.1496;14.0641;16;Feb;2023;19:30:52
246.81724;38.1529;14.0678;16;Feb;2023;20:00:52
246.85507;38.1567;14.0588;16;Feb;2023;20:30:52
246.88650;38.1583;14.0520;16;Feb;2023;21:00:52
246.89549;38.1623;14.0488;16;Feb;2023;21:30:52
246.94001;38.1634;14.0394;16;Feb;2023;22:00:52
246.95785;38.1637;14.0357;16;Feb;2023;22:30:52
246.93764;38.1595;14.0412;16;Feb;2023;23:00:52
246.94131;38.1587;14.0408;16;Feb;2023;23:30:52
246.98624;38.1545;14.0332;17;Feb;2023;00:00:52
247.06745;38.1553;14.0166;17;Feb;2023;00:30:52
247.08140;38.1586;14.0126;17;Feb;2023;01:00:52
247.04488;38.1585;14.0200;17;Feb;2023;01:30:52
247.12849;38.1583;14.0032;17;Feb;2023;02:00:52
247.11902;38.1597;14.0046;17;Feb;2023;02:30:52
247.10997;38.1609;14.0061;17;Feb;2023;03:00:52
247.16641;38.1599;13.9950;17;Feb;2023;03:30:52
247.11337;38.1619;14.0050;17;Feb;2023;04:00:52
247.16826;38.1627;13.9937;17;Feb;2023;04:30:52
247.17010;38.1634;13.9931;17;Feb;2023;05:00:52
247.16441;38.1639;13.9941;17;Feb;2023;05:30:52
247.16156;38.1627;13.9950;17;Feb;2023;06:00:52
247.22816;38.1638;13.9813;17;Feb;2023;06:30:52
247.23593;38.1647;13.9794;17;Feb;2023;07:00:52
247.21151;38.1651;13.9842;17;Feb;2023;07:30:52
247.25905;38.1654;13.9745;17;Feb;2023;08:00:52
247.23139;38.1652;13.9802;17;Feb;2023;08:30:52
247.23322;38.1643;13.9801;17;Feb;2023;09:00:52
247.18131;38.1648;13.9904;17;Feb;2023;09:30:52
247.16596;38.1649;13.9934;17;Feb;2023;10:00:52
246.87029;38.1684;14.0518;17;Feb;2023;10:30:52
246.87520;38.1688;14.0506;17;Feb;2023;11:00:52
246.56951;38.1687;14.1124;17;Feb;2023;11:30:52
246.74044;38.1645;14.0793;17;Feb;2023;12:00:52
246.75681;38.1651;14.0758;17;Feb;2023;12:30:52
246.50568;38.1667;14.1260;17;Feb;2023;13:00:52
246.53457;38.1662;14.1203;17;Feb;2023;13:30:52
246.36786;38.1671;14.1537;17;Feb;2023;14:00:52
246.36518;38.1669;14.1543;17;Feb;2023;14:30:52
246.54617;38.1611;14.1197;17;Feb;2023;15:00:52
246.62886;38.1587;14.1038;17;Feb;2023;15:30:52
246.71498;38.1607;14.0857;17;Feb;2023;16:00:52
246.69745;38.1608;14.0892;17;Feb;2023;16:30:52
246.74023;38.1598;14.0809;17;Feb;2023;17:00:52
246.69889;38.1543;14.0912;17;Feb;2023;17:30:52
246.69240;38.1508;14.0937;17;Feb;2023;18:00:52
246.81048;38.1560;14.0681;17;Feb;2023;18:30:52
246.85616;38.1591;14.0578;17;Feb;2023;19:00:52
246.83073;38.1563;14.0639;17;Feb;2023;19:30:52
246.77745;38.1573;14.0743;17;Feb;2023;20:00:52
246.70025;38.1596;14.0891;17;Feb;2023;20:30:52
246.84351;38.1622;14.0593;17;Feb;2023;21:00:52
246.86276;38.1620;14.0555;17;Feb;2023;21:30:52
246.95425;38.1622;14.0370;17;Feb;2023;22:00:52
247.02961;38.1612;14.0222;17;Feb;2023;22:30:52
246.96916;38.1630;14.0337;17;Feb;2023;23:00:52
247.00007;38.1620;14.0278;17;Feb;2023;23:30:52
246.93402;38.1621;14.0411;18;Feb;2023;00:00:52
247.00899;38.1622;14.0260;18;Feb;2023;00:30:52
246.99619;38.1623;14.0285;18;Feb;2023;01:00:52
246.98297;38.1627;14.0310;18;Feb;2023;01:30:52
246.98262;38.1627;14.0311;18;Feb;2023;02:00:52
246.99294;38.1629;14.0289;18;Feb;2023;02:30:52
247.04990;38.1644;14.0169;18;Feb;2023;03:00:52
246.98004;38.1631;14.0315;18;Feb;2023;03:30:52
247.04804;38.1629;14.0178;18;Feb;2023;04:00:52
247.06394;38.1627;14.0147;18;Feb;2023;04:30:52
247.11699;38.1628;14.0040;18;Feb;2023;05:00:52
247.05212;38.1631;14.0169;18;Feb;2023;05:30:52
247.05962;38.1631;14.0154;18;Feb;2023;06:00:52
