"// SOMLIT somlit.fr";;;;;;;;;;;;;;;;;;;;;;;
"// hydro 480087e0f2ecc126";2023-04-14;07:15:48;;;;;;;;;;;;;;;;;;;;;
ID_SITE;DATE;HEURE;COEF_MAREE;MAREE;PROF_TEXT;PROF_NUM;nomSite*;gpsLat*;gpsLong*;S;qS;O;qO;PH;qPH;NH4;qNH4;NO3;qNO3;NO2;qNO2;PO4;qPO4
//;(yyyy-mm-dd);(hh:mm:ss);-;-;-;m;;(wgs84);(wgs84);PSU;;ml/l;;;;µmol/l;;µmol/l;;µmol/l;;µmol/l;
12;1993-01-06;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.955;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-01-06;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.934;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-01-13;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.009;2;999999;9;999999;9;999999;9;1.33;2;0.15;2;0.02;2
12;1993-01-13;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.957;2;999999;9;999999;9;999999;9;2.45;2;0.48;2;0.20;2
12;1993-01-20;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.027;2;999999;9;999999;9;999999;9;1.32;2;0.13;2;0.05;2
12;1993-01-20;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.996;2;999999;9;999999;9;999999;9;1.64;2;0.37;2;0.08;2
12;1993-01-27;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.034;2;999999;9;999999;9;999999;9;0.84;2;0.17;2;0.09;2
12;1993-01-27;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.015;2;999999;9;999999;9;999999;9;1.23;2;0.54;2;0.09;2
12;1993-02-03;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.047;2;999999;9;999999;9;999999;9;2.72;2;0.68;2;0.18;2
12;1993-02-03;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.051;2;999999;9;999999;9;999999;9;0.90;2;0.18;2;0.13;2
12;1993-02-10;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.037;2;999999;9;999999;9;999999;9;0.96;2;0.16;2;0.09;2
12;1993-02-10;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.045;2;999999;9;999999;9;999999;9;0.86;2;0.28;2;0.10;2
12;1993-02-17;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.009;2;999999;9;999999;9;999999;9;0.97;2;0.30;2;0.17;2
12;1993-02-17;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.009;2;999999;9;999999;9;999999;9;0.55;2;0.29;2;0.16;2
12;1993-02-24;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.011;2;999999;9;999999;9;999999;9;999999;9;0.21;2;0.08;2
12;1993-02-24;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.009;2;999999;9;999999;9;999999;9;999999;9;0.22;2;0.06;2
12;1993-03-03;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.043;2;999999;9;999999;9;999999;9;0.94;2;0.20;2;0.14;2
12;1993-03-03;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.041;2;999999;9;999999;9;999999;9;1.00;2;0.24;2;0.15;2
12;1993-03-25;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.005;2;999999;9;999999;9;999999;9;0.54;2;0.20;2;0.04;2
12;1993-03-25;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.953;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-03-31;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.024;2;999999;9;999999;9;999999;9;1.07;2;0.24;2;0.00;0
12;1993-03-31;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.986;2;999999;9;999999;9;999999;9;0.35;2;0.00;0;0.00;0
12;1993-04-07;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.992;2;999999;9;999999;9;999999;9;0.65;2;0.22;2;0.23;2
12;1993-04-07;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.909;2;999999;9;999999;9;999999;9;0.30;2;0.00;0;0.18;2
12;1993-04-12;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.000;2;999999;9;999999;9;999999;9;999999;9;0.20;2;999999;9
12;1993-04-12;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.855;2;999999;9;999999;9;999999;9;0.55;2;0.10;2;999999;9
12;1993-04-29;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.951;2;999999;9;999999;9;999999;9;1.37;2;0.01;2;0.10;2
12;1993-04-29;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.383;2;999999;9;999999;9;999999;9;1.29;2;0.03;2;0.09;2
12;1993-05-05;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.029;2;999999;9;999999;9;999999;9;0.05;2;0.09;2;0.00;0
12;1993-05-05;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.487;2;999999;9;999999;9;999999;9;0.00;0;0.02;2;0.00;0
12;1993-05-12;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.563;2;999999;9;999999;9;999999;9;0.00;0;0.01;2;0.03;2
12;1993-05-12;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.993;2;999999;9;999999;9;999999;9;0.05;2;0.10;2;0.03;2
12;1993-06-02;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.036;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-06-02;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.905;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-06-08;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.066;2;999999;9;999999;9;999999;9;0.01;2;0.01;2;999999;9
12;1993-06-08;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.893;2;999999;9;999999;9;999999;9;0.06;2;0.02;2;999999;9
12;1993-06-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.048;2;999999;9;999999;9;999999;9;0.10;2;0.04;2;999999;9
12;1993-06-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.914;2;999999;9;999999;9;999999;9;0.15;2;0.02;2;999999;9
12;1993-06-30;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.013;2;999999;9;999999;9;999999;9;0.05;2;0.02;2;999999;9
12;1993-06-30;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.045;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9
12;1993-07-13;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.001;2;999999;9;999999;9;999999;9;0.08;2;0.00;0;0.00;0
12;1993-07-13;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.998;2;999999;9;999999;9;999999;9;0.24;2;0.00;0;0.00;0
12;1993-07-28;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.969;2;999999;9;999999;9;999999;9;0.34;2;0.06;2;0.03;2
12;1993-07-28;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.947;2;999999;9;999999;9;999999;9;0.03;2;0.03;2;0.09;2
12;1993-08-04;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.957;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9
12;1993-08-04;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.908;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9
12;1993-08-11;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.936;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9
12;1993-08-11;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.994;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9
12;1993-08-18;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.946;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-08-18;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.094;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-08-25;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.862;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-08-25;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.978;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-09-02;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.989;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-09-02;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.035;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-09-16;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.905;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-09-16;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.747;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-09-30;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.788;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-09-30;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.749;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-10-20;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.843;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-10-20;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.757;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9
12;1993-10-27;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.739;2;999999;9;999999;9;999999;9;0.18;2;0.00;0;0.00;0
12;1993-10-27;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.682;2;999999;9;999999;9;999999;9;0.26;2;0.00;0;0.00;0
12;1993-11-17;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.863;2;999999;9;999999;9;999999;9;0.49;2;0.01;2;0.00;0
12;1993-11-17;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.857;2;999999;9;999999;9;999999;9;0.63;2;0.01;2;0.00;0
12;1993-11-26;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.935;2;999999;9;999999;9;999999;9;0.52;2;0.07;2;0.05;2
12;1993-11-26;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.932;2;999999;9;999999;9;999999;9;0.47;2;0.06;2;0.04;2
12;1993-12-17;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.169;2;999999;9;999999;9;999999;9;3.15;2;0.00;0;0.19;2
12;1993-12-17;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.881;2;999999;9;999999;9;999999;9;0.98;2;0.10;2;0.17;2
12;1993-12-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.969;2;999999;9;999999;9;999999;9;0.59;2;0.07;2;0.21;2
12;1993-12-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.973;2;999999;9;999999;9;999999;9;0.45;2;0.06;2;0.21;2
12;1995-01-18;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.087;2;999999;9;999999;9;999999;9;1.16;2;0.08;2;0.05;2
12;1995-01-18;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.036;2;999999;9;999999;9;999999;9;0.62;2;0.12;2;0.03;2
12;1995-01-26;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.102;2;999999;9;999999;9;999999;9;0.69;2;0.14;2;0.07;2
12;1995-01-26;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.175;2;999999;9;999999;9;999999;9;0.66;2;0.15;2;0.07;2
12;1995-02-01;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.130;2;999999;9;999999;9;999999;9;0.61;2;0.20;2;0.07;2
12;1995-02-01;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.191;2;999999;9;999999;9;999999;9;0.63;2;0.20;2;0.07;2
12;1995-02-08;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.118;2;999999;9;999999;9;999999;9;0.70;2;0.23;2;0.02;0
12;1995-02-08;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.121;2;999999;9;999999;9;999999;9;0.61;2;0.21;2;0.04;2
12;1995-02-15;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.181;2;999999;9;999999;9;999999;9;1.26;2;0.19;2;0.04;2
12;1995-02-15;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.172;2;999999;9;999999;9;999999;9;0.59;2;0.21;2;0.01;0
12;1995-02-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.154;2;999999;9;999999;9;999999;9;1.11;2;0.13;2;0.06;2
12;1995-02-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.893;2;999999;9;999999;9;999999;9;0.00;0;0.12;2;0.01;0
12;1995-03-01;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.123;2;999999;9;999999;9;999999;9;1.14;2;0.16;2;0.04;2
12;1995-03-01;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.089;2;999999;9;999999;9;999999;9;1.07;2;0.14;2;0.02;0
12;1995-03-08;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.085;2;999999;9;999999;9;999999;9;0.97;2;0.16;2;0.00;0
12;1995-03-08;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.045;2;999999;9;999999;9;999999;9;1.08;2;0.15;2;0.00;0
12;1995-03-15;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.051;2;999999;9;999999;9;999999;9;0.88;2;0.33;2;0.00;0
12;1995-03-15;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.046;2;999999;9;999999;9;999999;9;0.60;2;0.19;2;0.00;0
12;1995-03-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.025;2;999999;9;999999;9;999999;9;1.05;2;0.29;2;0.00;0
12;1995-03-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.972;2;999999;9;999999;9;999999;9;0.48;2;0.11;2;0.00;0
12;1995-03-29;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.014;2;999999;9;999999;9;999999;9;0.87;2;0.26;2;0.03;2
12;1995-03-29;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.037;2;999999;9;999999;9;999999;9;0.99;2;0.28;2;0.04;2
12;1995-04-05;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.063;2;999999;9;999999;9;999999;9;1.49;2;0.34;2;0.06;2
12;1995-04-05;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.974;2;999999;9;999999;9;999999;9;0.47;2;0.08;2;0.01;0
12;1995-04-11;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.080;2;999999;9;999999;9;999999;9;0.58;2;0.07;2;0.01;0
12;1995-04-11;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.034;2;999999;9;999999;9;999999;9;0.57;2;0.07;2;0.00;0
12;1995-04-19;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.064;2;999999;9;999999;9;999999;9;0.45;2;0.06;2;0.01;0
12;1995-04-19;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.093;2;999999;9;999999;9;999999;9;0.37;2;0.03;0;0.00;0
12;1995-04-26;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.036;2;999999;9;999999;9;999999;9;0.10;2;0.01;0;0.00;0
12;1995-04-26;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.947;2;999999;9;999999;9;999999;9;0.15;2;0.02;0;0.00;0
12;1995-05-03;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.018;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.01;0
12;1995-05-03;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.774;2;999999;9;999999;9;999999;9;0.28;2;0.01;0;0.00;0
12;1995-05-10;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.037;2;999999;9;999999;9;999999;9;0.30;2;0.19;2;0.00;0
12;1995-05-10;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.728;2;999999;9;999999;9;999999;9;0.06;2;0.00;0;0.00;0
12;1995-05-17;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.993;2;999999;9;999999;9;999999;9;0.01;0;0.01;0;0.01;0
12;1995-05-17;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.724;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0
12;1995-05-24;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.018;2;999999;9;999999;9;999999;9;0.05;0;0.05;2;0.01;0
12;1995-05-24;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.641;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0
12;1995-05-31;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.137;2;999999;9;999999;9;999999;9;0.72;2;0.04;2;0.02;0
12;1995-05-31;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.736;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0
12;1995-06-07;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.082;2;999999;9;999999;9;999999;9;0.12;2;0.11;2;0.00;0
12;1995-06-07;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.729;2;999999;9;999999;9;999999;9;0.10;2;0.00;0;0.00;0
12;1995-06-14;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.107;2;999999;9;999999;9;999999;9;0.17;2;0.06;2;0.00;0
12;1995-06-14;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.950;2;999999;9;999999;9;999999;9;0.15;2;0.00;0;0.00;0
12;1995-06-21;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.093;2;999999;9;999999;9;999999;9;0.01;0;0.00;0;0.02;0
12;1995-06-21;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.786;2;999999;9;999999;9;999999;9;0.06;2;0.00;0;0.01;0
12;1995-06-29;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.146;2;999999;9;999999;9;999999;9;0.55;2;0.25;2;0.01;0
12;1995-06-29;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.959;2;999999;9;999999;9;999999;9;0.02;0;0.00;0;0.00;0
12;1995-07-05;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.150;2;999999;9;999999;9;999999;9;0.26;2;0.08;2;0.00;0
12;1995-07-05;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.971;2;999999;9;999999;9;999999;9;0.11;2;0.08;2;0.00;0
12;1995-07-12;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;999999;9;999999;9;999999;9;999999;9;0.51;2;0.08;2;0.00;0
12;1995-07-12;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;999999;9;999999;9;999999;9;999999;9;0.11;2;0.07;2;0.00;0
12;1995-07-19;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.056;2;999999;9;999999;9;999999;9;0.38;2;0.01;0;0.00;0
12;1995-07-19;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.726;2;999999;9;999999;9;999999;9;0.54;2;0.01;0;0.01;0
12;1995-07-26;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.191;2;999999;9;999999;9;999999;9;0.26;2;0.01;0;0.00;0
12;1995-07-26;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.397;2;999999;9;999999;9;999999;9;0.28;2;0.02;0;0.00;0
12;1995-08-02;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.001;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.03;2
12;1995-08-02;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.066;2;999999;9;999999;9;999999;9;0.38;2;0.00;0;0.00;0
12;1995-08-09;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.993;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.04;2
12;1995-08-09;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.143;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.02;0
12;1995-08-16;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.966;2;999999;9;999999;9;999999;9;0.02;0;0.01;0;0.02;0
12;1995-08-16;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.195;2;999999;9;999999;9;999999;9;0.24;2;0.01;0;0.00;0
12;1995-08-23;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.315;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.02;0
12;1995-08-23;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.980;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.02;0
12;1995-08-30;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.955;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.03;2
12;1995-08-30;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.264;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.03;2
12;1995-09-06;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.677;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.02;0
12;1995-09-06;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.162;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.02;0
12;1995-09-13;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.962;2;999999;9;999999;9;999999;9;0.00;0;0.04;2;0.02;0
12;1995-09-13;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.672;2;999999;9;999999;9;999999;9;0.25;2;0.01;0;0.01;0
12;1995-09-21;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.761;2;999999;9;999999;9;999999;9;0.00;0;0.02;0;0.01;0
12;1995-09-21;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.022;2;999999;9;999999;9;999999;9;0.02;0;0.00;0;0.01;0
12;1995-09-27;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.054;2;999999;9;999999;9;999999;9;0.00;0;0.02;0;0.01;0
12;1995-09-27;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.072;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0
12;1995-10-04;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.017;2;999999;9;999999;9;999999;9;0.02;0;0.00;0;0.02;0
12;1995-10-04;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.044;2;999999;9;999999;9;999999;9;0.10;2;0.00;0;0.01;0
12;1995-10-11;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.002;2;999999;9;999999;9;999999;9;0.21;2;0.11;2;0.06;2
12;1995-10-11;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.782;2;999999;9;999999;9;999999;9;0.10;2;0.01;0;0.00;0
12;1995-10-18;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.988;2;999999;9;999999;9;999999;9;0.15;2;0.17;2;0.00;0
12;1995-10-18;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.545;2;999999;9;999999;9;999999;9;0.07;2;0.00;0;0.00;0
12;1995-10-24;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;37.821;2;999999;9;999999;9;999999;9;0.06;2;0.04;2;0.00;0
12;1995-10-24;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;37.949;2;999999;9;999999;9;999999;9;0.02;0;0.00;0;0.00;0
12;1995-10-31;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.141;2;999999;9;999999;9;999999;9;0.07;2;0.00;0;0.00;0
12;1995-10-31;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.046;2;999999;9;999999;9;999999;9;0.05;0;0.00;0;0.00;0
12;1995-11-09;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.028;2;999999;9;999999;9;999999;9;0.01;0;0.11;2;0.00;0
12;1995-11-09;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.174;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0
12;1995-11-15;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.166;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0
12;1995-11-15;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.096;2;999999;9;999999;9;999999;9;0.00;0;0.02;0;0.00;0
12;1995-11-29;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.103;2;999999;9;999999;9;999999;9;0.13;2;0.00;0;0.00;0
12;1995-11-29;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.108;2;999999;9;999999;9;999999;9;0.16;2;0.00;0;0.00;0
12;1995-12-06;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.143;2;999999;9;999999;9;999999;9;0.07;2;0.00;0;0.00;0
12;1995-12-06;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.144;2;999999;9;999999;9;999999;9;0.13;2;0.01;0;0.00;0
12;1995-12-13;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.152;2;999999;9;999999;9;999999;9;0.11;2;0.06;2;0.00;0
12;1995-12-13;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.154;2;999999;9;999999;9;999999;9;0.15;2;0.07;2;0.00;0
12;1995-12-19;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.148;2;999999;9;999999;9;999999;9;0.18;2;0.14;2;0.00;0
12;1995-12-19;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;38.150;2;999999;9;999999;9;999999;9;0.16;2;0.13;2;0.00;0
12;1995-12-29;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;38.174;2;999999;9;999999;9;999999;9;0.32;2;0.00;0;0.05;2
