"datetime";"depth";"temperature";"salinity";"ta";"dic";"NO2";"NO3";"Chla";"pH_s_somlit_temp_25";"pH_s_somlit_temp_insi";"diff_pH";"pH_insi";"Pt";"Sit";"quarter";"monthd";"week";"Patm";"P";"pH_calc";"CO2";"fCO2";"pCO2_w";"fCO2pot";"pCO2pot";"fCO2insitu";"pCO2insitu";"HCO3";"CO3";"OmegaAragonite";"OmegaCalcite";"pH_18";"Nta";"Ndic";"Year.Month";"Year";"Month";"speed_ms";"impute_temp";"impute_sal";"CO2_CORSE";"CO2_PR";"CO2_LAMP";"impute_pCO2_w";"impute_ta";"impute_dic";"pCO2_atmos_dry";"pCO2_atmos";"impute_pCO2_atmos";"delta_pCO2"
2009-03-23;0;13.97;38.01;2554.94422;2248.81634;0.03;0.52;0.253;NA;NA;NA;NA;0.155563014644308;0.787537761636807;1;3;12;1;0;8.1453956317553;1.26234059769205e-05;332.129633627385;333.349677766603;332.129633627385;333.349677766603;332.129633627385;333.349679410782;0.00202061445819009;0.00021557847583298;3.23437270900845;5.03162827837501;8.08303565812953;2554.27204314654;2248.22470192055;"2009-03";2009;"03";4.9590664;13.97;38.01;NA;394.11;395.05;333.349677766603;2554.94422;2248.81634;395.05;382.922412889593;382.922412889593;-49.57273512299
2009-03-31;0;13.8;38;2547.70944;2241.29817;0.02;0.392;0.222;NA;NA;NA;NA;0.18958711219722;0.607651000632116;1;3;13;1;0;8.14954861439685;1.2510095211703e-05;327.412278000841;328.617602498594;327.412278000841;328.617602498594;327.412278000841;328.617604102183;0.00201338217744068;0.0002154058973476;3.23092441706833;5.02806339965596;8.08453092773097;2547.70944;2241.29817;"2009-03";2009;"03";6.509943;13.8;38;NA;NA;390.016;328.617602498594;2547.70944;2241.29817;390.016;378.042950982274;378.042950982274;-49.4253484836805
2009-04-07;0;15.15;37.59;2543.30856;2238.24756;0.03;1.414;0.32;NA;NA;NA;NA;0.103119178413534;0.785067707355869;2;4;14;1;0;8.13189904226936;1.26321178387749e-05;343.695061396962;344.9387670158;343.695061396962;344.9387670158;343.695061396962;344.93876873292;0.00201002277625585;0.00021559266590537;3.25177694829197;5.04726128027053;8.08788947604113;2571.0488236233;2262.66047565842;"2009-04";2009;"04";4.415768;15.15;37.59;NA;NA;391.337;344.9387670158;2543.30856;2238.24756;391.337;379.323397779964;379.323397779964;-34.3846307641637
2009-04-14;0;NA;NA;NA;NA;0.017;0.67;0.111;NA;NA;NA;NA;NA;NA;2;4;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-04";2009;"04";4.543467;15.54;37.5275;NA;391.14;395.13;350.630249361367;2541.10812;2236.722255;395.13;382.999956980293;382.999956980293;-32.3697076189268
2009-04-21;0;NA;NA;NA;NA;0.02;0.667;0.154;NA;NA;NA;NA;NA;NA;2;4;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-04";2009;"04";1.0671571;15.93;37.465;NA;390.747;392.558;356.321731706933;2538.90768;2235.19695;392.558;380.506914464278;380.506914464278;-24.1851827573446
2009-04-28;0;NA;NA;NA;NA;0.015;0.947;0.054;NA;NA;NA;NA;NA;NA;2;4;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-04";2009;"04";2.0453305;16.32;37.4025;NA;392.664;394.039;362.0132140525;2536.70724;2233.671645;394.039;381.942449443368;381.942449443368;-19.929235390868
2009-05-05;0;16.71;37.34;2534.5068;2232.14634;0.067;0.26;0.45;NA;NA;NA;NA;0.0584009002993361;1.18748497275317;2;5;18;1;0;8.10758275408069;1.28749574778472e-05;366.404721497942;367.704696398066;366.404721497942;367.704696398066;366.404721497942;367.704698286198;0.00200463054474023;0.00021464083778191;3.25514674516342;5.03559803578376;8.08772542053556;2579.30525977504;2271.60045313337;"2009-05";2009;"05";3.986069;16.71;37.34;NA;392.7;391.167;367.704696398066;2534.5068;2232.14634;391.167;379.158616587225;379.158616587225;-11.4539201891595
2009-05-12;0;17.63;37.09;2541.05811;2236.19715;0.017;0.069;0.4;NA;NA;NA;NA;0.0389496912745247;1.57064630064521;2;5;19;1;0;8.09959328035619;1.2876708917127e-05;375.864245934928;377.182427901336;375.864245934928;377.182427901336;375.864245934928;377.182429849985;0.00200611366149279;0.00021720677959007;3.30781940438222;5.10695247943322;8.09389981100407;2603.40275492046;2291.06205715826;"2009-05";2009;"05";7.92959;17.63;37.09;NA;390.371;387.774;377.182427901336;2541.05811;2236.19715;387.774;375.869777840398;375.869777840398;1.31265006093844
2009-05-19;0;19.89;37.42;2535.80706;2228.47894;NA;NA;0.23;NA;NA;NA;NA;NA;NA;2;5;20;1;0;8.06602791274359;1.31438865438057e-05;409.679714993153;411.076474605008;409.679714993153;411.076474605008;409.679714993153;411.076476812472;0.00199591972767822;0.00021941532577797;3.35675318135626;5.15165661604631;8.09494590136424;2575.11139176911;2263.01976803848;"2009-05";2009;"05";3.5474732;19.89;37.42;NA;388.731;390.887;411.076474605008;2535.80706;2228.47894;390.887;378.887212269774;378.887212269774;32.1892623352336
2009-05-26;0;22.09;36.84;2541.5082;2232.67978;NA;NA;0.23;NA;NA;NA;NA;NA;NA;2;5;21;1;0;8.04114122068669;1.33531294613556e-05;440.407629180589;441.868798704068;440.407629180589;441.868798704068;440.407629180589;441.86880114007;0.00199707803301015;0.00022224861752849;3.44062253424316;5.25160508934648;8.10353490856363;2621.53397394137;2302.98131487514;"2009-05";2009;"05";6.862396;22.09;36.84;NA;390.374;386.663;441.868798704068;2541.5082;2232.67978;386.663;374.792884280797;374.792884280797;67.0759144232713
2009-06-02;0;20.86;37.54;2532.87314;2231.17948;NA;NA;0.43;NA;NA;NA;NA;NA;NA;2;6;22;1;0;8.04118030262811;1.36614759839137e-05;437.566602795031;439.04060630895;437.566602795031;439.04060630895;437.566602795031;439.040608776408;0.002001474807499;0.00021604319651708;3.31297544937207;5.07085903214602;8.08481129324153;2563.90994459243;2258.51945231753;"2009-06";2009;"06";1.4350387;20.86;37.54;NA;384.888;NA;439.04060630895;2532.87314;2231.17948;384.888;373.072374768383;373.072374768383;65.968231540567
2009-06-09;0;18.27;37.6;2535.507;2242.09833;0.015;0.528;0.17;NA;NA;NA;NA;0.0564643396582557;1.5556899098947;2;6;23;1;0;8.06572969058825;1.37641349047146e-05;410.348575592522;411.776231861014;410.348575592522;411.776231861014;410.348575592522;411.7762341525;0.00201887268146083;0.00020946151363445;3.18454758613948;4.9069677293955;8.06985709770508;2562.4804787234;2265.95043989362;"2009-06";2009;"06";2.1010907;18.27;37.6;NA;390.282;386.203;411.776231861014;2535.507;2242.09833;386.203;374.34700575927;374.34700575927;37.4292261017443
2009-06-16;0;22.84;37.63;2522.03764;2216.64324;NA;NA;0.33;NA;NA;NA;NA;NA;NA;2;6;24;1;0;8.01771062339328;1.37149326846629e-05;463.317034409109;464.840109449038;463.317034409109;464.840109449038;463.317034409109;464.840112103108;0.0019840849099975;0.00021884339731782;3.37775994269908;5.1410851388074;8.09132668530991;2546.83577783683;2238.43856284879;"2009-06";2009;"06";2.751958;22.84;37.63;NA;NA;386.133;464.840109449038;2522.03764;2216.64324;386.133;374.279154679907;374.279154679907;90.5609547691311
2009-06-23;0;22.76;37.75;2535.04024;2221.91096;0.034;0.18;0.19;NA;NA;NA;NA;0.0331354677054899;1.42872340165436;2;6;25;1;0;8.02797216613092;1.34083299349368e-05;452.29861342737;453.786913149611;452.29861342737;453.786913149611;452.29861342737;453.786915683176;0.00198446881686325;0.00022403381320181;3.45363621507219;5.25732182952545;8.10046917754135;2551.82858596026;2236.62560211921;"2009-06";2009;"06";2.005788;22.76;37.75;NA;NA;NA;453.786913149611;2535.04024;2221.91096;NA;NA;375.389973779189;78.3969393704218
2009-06-30;0;23.26;37.81;2541.54154;2225.7784;NA;NA;0.19;NA;NA;NA;NA;NA;NA;2;6;26;1;0;8.02315142922931;1.34282371779804e-05;459.062468405501;460.56377766832;459.062468405501;460.56377766832;459.062468405501;460.5637802511;0.00198616481864304;0.00022618534417897;3.49186013351495;5.30756888752247;8.10322046207014;2554.31310552764;2236.9632160804;"2009-06";2009;"06";2.2933054;23.26;37.81;NA;385.612;388.425;460.56377766832;2541.54154;2225.7784;388.425;376.500792878472;376.500792878472;84.0629847898484
2009-07-07;0;24.9066666666667;37.64;2542.47506;2224.91156;0.029;0.092;0.43;NA;NA;NA;NA;0.0985014371324297;2.15435321411423;3;7;27;1;0;8.00282277371913;1.36161990660967e-05;485.071598443122;486.626352099186;485.071598443122;486.626352099186;485.071598443122;486.626354885549;0.00198313626073868;0.00022815910019522;3.55069668334071;5.37111666054117;8.10771708424065;2566.79203719447;2246.19126673751;"2009-07";2009;"07";2.0213695;24.9066666666667;37.64;NA;NA;NA;486.626352099186;2542.47506;2224.91156;NA;NA;375.095306234528;111.531045864658
2009-07-13;0;24.15;37.82;2534.44012;2219.24376;NA;NA;0.21;NA;NA;NA;NA;NA;NA;3;7;28;1;0;8.00974691785196;1.35612794380292e-05;474.381443076114;475.916039665487;474.381443076114;475.916039665487;474.381443076114;475.916042372757;0.00197973256311331;0.00022594991744865;3.50028920038707;5.30632047600461;8.10321058426062;2546.50250026441;2229.80599894236;"2009-07";2009;"07";2.5072358;24.15;37.82;NA;385.525;NA;475.916039665487;2534.44012;2219.24376;385.525;373.689819590584;373.689819590584;102.226220074903
2009-07-21;0;22.71;37.8;2533.10652;2215.04292;NA;NA;0.15;NA;NA;NA;NA;NA;NA;3;7;29;1;0;8.03633902233543;1.30976267666792e-05;441.355825445925;442.808993643346;441.355825445925;442.808993643346;441.355825445925;442.808996058321;0.00197483887209822;0.00022710642113509;3.49899150198333;5.32694350968999;8.10813766144039;2546.5092;2226.76272380952;"2009-07";2009;"07";3.2951794;22.71;37.8;NA;376.049;382.91;442.808993643346;2533.10652;2215.04292;382.91;371.155097125817;371.155097125817;71.6538965175288
2009-07-28;0;NA;NA;NA;NA;0.05;0.001;0.13;NA;NA;NA;NA;NA;NA;3;7;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-07";2009;"07";4.4420247;23.25;37.9;NA;381.15;383.611;449.803670262547;2536.70724;2215.9431;383.611;371.834577220579;371.834577220579;77.9690930419687
2009-08-04;0;23.79;38;2540.30796;2216.84328;0.017;0.008;0.07;NA;NA;NA;NA;0.0701769805842531;1.40451429197095;3;8;31;1;0;8.0250053045638;1.31245113894094e-05;455.318939479418;456.798346881749;455.318939479418;456.798346881749;455.318939479418;456.798349394611;0.00197270570857966;0.00023101306003092;3.56844775814026;5.41480774567109;8.11315870533445;2540.30796;2216.84328;"2009-08";2009;"08";2.767513;23.79;38;NA;380.439;380.078;456.798346881749;2540.30796;2216.84328;380.078;368.410036315025;368.410036315025;88.3883105667238
2009-08-11;0;24.6;37.99;2545.0089;2226.4452;NA;NA;0.21;NA;NA;NA;NA;NA;NA;3;8;32;1;0;8.0048676704947;1.3610374962839e-05;482.004075405013;483.554787378257;482.004075405013;483.554787378257;482.004075405013;483.554790147128;0.00198432103354996;0.0002285137914872;3.54170749766908;5.36117670158681;8.10512525100298;2545.67881547776;2227.03126085812;"2009-08";2009;"08";4.2463036;24.6;37.99;NA;NA;383.811;483.554787378257;2545.0089;2226.4452;383.811;372.02843744733;372.02843744733;111.526349930927
2009-08-18;0;NA;NA;NA;NA;0.087;0;0.17;NA;NA;NA;NA;NA;NA;3;8;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-08";2009;"08";2.0507085;25.72;38.01;NA;NA;NA;500.32612269508;2549.80986;2227.74546;NA;NA;372.110828043699;128.215294651382
2009-08-25;0;26.84;38.03;2554.61082;2229.04572;NA;NA;0.22;NA;NA;NA;NA;NA;NA;3;8;34;1;0;7.98045705794;1.3767204003268e-05;515.483550281473;517.097458011904;515.483550281473;517.097458011904;515.483550281473;517.097461034572;0.00198099962885446;0.00023427888714227;3.66546054980481;5.50944884245686;8.1143917091568;2552.59561293715;2227.28733526164;"2009-08";2009;"08";6.6872;26.84;38.03;NA;NA;383.981;517.097458011904;2554.61082;2229.04572;383.981;372.193218640068;372.193218640068;144.904239371836
2009-09-01;0;26.84;38.11;2555.511;2224.9449;0.038;0.021;0.17;NA;NA;NA;NA;0.0419465520826235;1.82321176377729;3;9;35;1;0;7.98688900177287;1.35105360681122e-05;506.080377526528;507.664827933125;506.080377526528;507.664827933125;506.080377526528;507.664830846518;0.00197408507523895;0.00023734928869292;3.71099288095494;5.57758168190978;8.12092896562665;2548.13482025715;2218.5228601417;"2009-09";2009;"09";2.496622;26.84;38.11;NA;383.89;383.831;507.664827933125;2555.511;2224.9449;383.831;372.047823470005;372.047823470005;135.61700446312
2009-09-08;0;24.22;38.2;2541.30816;NA;0.032;0.062;0.09;NA;NA;NA;NA;0.05360623916659;1.67836261536123;3;9;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2528.00288167539;NA;"2009-09";2009;"09";2.2413735;24.22;38.2;NA;382.082;378.417;492.187383877645;2541.30816;2223.3320775;378.417;366.80002713186;366.80002713186;125.387356745785
2009-09-15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;9;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-09";2009;"09";7.804549;23.7814285714286;38.1857142857143;NA;385.755;NA;476.709939822165;2543.15138571429;2221.719255;385.755;373.912758851348;373.912758851348;102.797180970817
2009-09-22;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;9;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-09";2009;"09";3.8636575;23.3428571428571;38.1714285714286;NA;NA;NA;461.232495766685;2544.99461142857;2220.1064325;NA;NA;373.089337538224;88.143158228461
2009-09-29;0;NA;NA;NA;NA;NA;NA;0.15;NA;NA;NA;NA;NA;NA;3;9;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-09";2009;"09";0.5050857;22.9042857142857;38.1571428571429;NA;384.056;NA;445.755051711204;2546.83783714286;2218.49361;384.056;372.265916225099;372.265916225099;73.4891354861051
2009-10-06;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;10;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-10";2009;"10";4.8050146;22.4657142857143;38.1428571428571;NA;383.744;NA;430.277607655724;2548.68106285714;2216.8807875;383.744;371.963494271368;371.963494271368;58.3141133843562
2009-10-13;0;NA;NA;NA;NA;0.009;0.305;0.2;NA;NA;NA;NA;NA;NA;4;10;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-10";2009;"10";1.5110589;22.0271428571429;38.1285714285714;NA;384.828;NA;414.800163600244;2550.52428857143;2215.267965;384.828;373.014216700358;373.014216700358;41.7859468998866
2009-10-20;0;NA;NA;NA;NA;NA;NA;0.23;NA;NA;NA;NA;NA;NA;4;10;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-10";2009;"10";2.8857899;21.5885714285714;38.1142857142857;NA;384.349;NA;399.322719544764;2552.36751428571;2213.6551425;384.349;372.549921457289;372.549921457289;26.7727980874747
2009-10-29;0;21.15;38.1;2554.21074;2212.04232;0.032;0.171;0.26;NA;NA;NA;NA;0.0409032017893296;1.9740664292136;4;10;44;1;0;8.09047273379542;1.18151326829078e-05;382.56127049108;383.845275489284;382.56127049108;383.845275489284;382.56127049108;383.845277363928;0.00195800011007699;0.00024222707724009;3.70257162269314;5.66058438195159;8.13879110627069;2547.50677480315;2206.23643464567;"2009-10";2009;"10";3.9329214;21.15;38.1;NA;385.762;NA;383.845275489284;2554.21074;2212.04232;385.762;373.919543959284;373.919543959284;9.92573152999989
2009-11-05;0;18.97;37.985;2548.95969;2214.69285;0.22;0.117;0.2;NA;NA;NA;NA;0.0350428910902119;1.87674150060913;4;11;45;1;0;8.11383875803583;1.17909765207211e-05;359.307203988329;360.546299515822;359.307203988329;360.546299515822;359.307203988329;360.54630124698;0.00196687726398912;0.00023602460949014;3.58584222585742;5.51422253866731;8.12875836493807;2549.96625562722;2215.5674160853;"2009-11";2009;"11";1.4111347;18.97;37.985;NA;388.463;NA;360.546299515822;2548.95969;2214.69285;388.463;376.537626321554;376.537626321554;-15.9913268057322
2009-11-10;0;18.66;38.02;2550.25995;2218.09353;0.167;0.129;0.21;NA;NA;NA;NA;0.325086328241252;1.94078484584747;4;11;45;1;0;8.11431096822768;1.18857713672129e-05;359.114515066669;360.357758789749;359.114515066669;360.357758789749;359.114515066669;360.357760530377;0.00197190280864965;0.00023430494998313;3.55555678670899;5.47183655719432;8.1244629980527;2548.91841399264;2216.92672645976;"2009-11";2009;"11";3.2727282;18.66;38.02;NA;394.054;NA;360.357758789749;2550.25995;2218.09353;394.054;381.956988960374;381.956988960374;-21.5992301706248
2009-11-17;0;18.11;37.98;2542.70844;2209.19175;0.072;0.109;0.24;NA;NA;NA;NA;0.0408747654384824;1.93863173222517;4;11;46;1;0;8.12681344611316;1.16374445299436e-05;346.086747800376;347.293160936268;346.086747800376;347.293160936268;346.086747800376;347.293162571738;0.00196267596279773;0.00023487834267232;3.5596939904488;5.4858524223365;8.12850340981718;2544.04741232227;2210.35509478673;"2009-11";2009;"11";1.7498771;18.11;37.98;NA;386.177;NA;347.293160936268;2542.70844;2209.19175;386.177;374.321803929792;374.321803929792;-27.0286429935241
2009-11-24;0;17.59;37.99;2539.80786;2220.29397;NA;NA;0.28;NA;NA;NA;NA;NA;NA;4;11;47;1;0;8.11342603857926;1.2262745008131e-05;359.304888663577;360.5656064515;359.304888663577;360.5656064515;359.304888663577;360.565608233729;0.00198243225867168;0.00022559896632018;3.41392563661418;5.26787366746749;8.10710999108325;2540.47640642274;2220.87841168729;"2009-11";2009;"11";0.6548904;17.59;37.99;NA;NA;NA;360.5656064515;2539.80786;2220.29397;NA;NA;377.231645933322;-16.6660394818222
2009-12-01;0;17.05;37.9;2539.05771;2224.54482;NA;NA;0.2;NA;NA;NA;NA;NA;NA;4;12;48;1;0;8.11494681964036;1.24229106251639e-05;358.173607133534;359.438928219766;358.173607133534;359.438928219766;358.173607133534;359.438930011099;0.00198992058462002;0.00022220132475481;3.35984657186289;5.19141321756408;8.10031362372015;2545.7570707124;2230.41433139842;"2009-12";2009;"12";3.8314087;17.05;37.9;NA;392.181;NA;359.438928219766;2539.05771;2224.54482;392.181;380.141487936852;380.141487936852;-20.7025597170862
2009-12-08;0;16.74;37.92;2546.5092;2227.54542;0.23;0.46;0.25;NA;NA;NA;NA;0.076861680446659;2.0480232574711;4;12;49;1;0;8.12529840642423;1.22164484595832e-05;349.088275806438;350.326320427035;349.088275806438;350.326320427035;349.088275806438;350.326322139827;0.00199029886991504;0.00022503010162537;3.39943256912123;5.25635591961682;8.10586629604601;2551.88158227848;2232.24488291139;"2009-12";2009;"12";3.561033;16.74;37.92;NA;390.024;NA;350.326320427035;2546.5092;2227.54542;390.024;378.050705391344;378.050705391344;-27.7243849643095
2009-12-15;0;15.99;37.97;2548.10952;2229.4458;NA;NA;0.22;NA;NA;NA;NA;NA;NA;4;12;50;1;0;8.13583751752069;1.21406580367172e-05;339.437274772261;340.652547977163;339.437274772261;340.652547977163;339.437274772261;340.652549622456;0.00199273911928856;0.00022456602267472;3.3849898814598;5.24294045305014;8.10479966859438;2550.12277482223;2231.20727943113;"2009-12";2009;"12";2.8148727;15.99;37.97;NA;NA;NA;340.652547977163;2548.10952;2229.4458;NA;NA;379.856028752962;-39.2034807757987
2009-12-22;0;14.51;37.86;2538.70764;2230.69605;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;51;1;0;8.14429307375124;1.23880942704993e-05;331.087513181093;332.295377611942;331.087513181093;332.295377611942;331.087513181093;332.295379227181;0.00200152457307136;0.00021678338265813;3.25930694637349;5.06508194455001;8.09032351528382;2548.09535974643;2238.94479397781;"2009-12";2009;"12";6.7229257;14.51;37.86;NA;390.712;393.749;332.295377611942;2538.70764;2230.69605;393.749;381.661352114579;381.661352114579;-49.3659745026368
2009-12-29;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2009-12";2009;"12";2.1510625;14.36;37.855;NA;389.885;390.146;334.211169669731;2541.533205;2235.722055;390.146;378.168960129662;378.168960129662;-43.957790459932
2010-01-05;0;14.21;37.85;2544.35877;2240.74806;NA;NA;0.29;NA;NA;NA;NA;NA;NA;1;1;1;1;0;8.14114998649337;1.26467506030529e-05;334.900498875029;336.126961727519;334.900498875029;336.126961727519;334.900498875029;336.126963390741;0.00201406710215873;0.0002140342072382;3.21618987599461;5.00128362934186;8.08254575733929;2554.44209405548;2249.62817120211;"2010-01";2010;"01";NA;14.21;37.85;NA;390.632;391.958;336.126961727519;2544.35877;2240.74806;391.958;379.925333784025;379.925333784025;-43.7983720565061
2010-01-12;0;14;37.88;2542.30836;2246.9493;NA;NA;0.21;NA;NA;NA;NA;NA;NA;1;1;2;1;0;8.13075606561634;1.30880058255874e-05;344.419008110516;345.683728497045;344.419008110516;345.683728497045;344.419008110516;345.683730264025;0.00202528585265088;0.00020857544152353;3.13221007530567;4.87274858150213;8.06896515825184;2550.36213516367;2254.06740760296;"2010-01";2010;"01";NA;14;37.88;NA;NA;NA;345.683728497045;2542.30836;2246.9493;NA;NA;379.890923593777;-34.2071950967318
2010-01-19;0;13.63;37.87;2547.5094;2250.75006;0.305;0.849;0.39;NA;NA;NA;NA;0.0398644030528357;2.46478687168143;1;1;3;1;0;8.13806425362396;1.30047791185475e-05;338.329449155952;339.577689194737;338.329449155952;339.577689194737;338.329449155952;339.577690913252;0.00202836689038045;0.00020937839050099;3.14219654395821;4.89205215781651;8.07048435573079;2556.25448111962;2258.476426723;"2010-01";2010;"01";NA;13.63;37.87;NA;391.887;NA;339.577689194737;2547.5094;2250.75006;391.887;379.856513403529;379.856513403529;-40.2788242087915
2010-01-25;0;13.07;37.72;2532.65643;2247.04932;0.294;1.215;0.62;NA;NA;NA;NA;0.0690334016179013;2.64563219439872;1;1;4;1;0;8.13175847225327;1.34117926667756e-05;342.608384624264;343.881515431845;342.608384624264;343.881515431845;342.608384624264;343.881517215234;0.00203199223711692;0.0002016452902163;3.02592093760642;4.71679172608831;8.05555741474629;2551.45663679745;2263.72943160127;"2010-01";2010;"01";NA;13.07;37.72;NA;392.614;395.61;343.881515431845;2532.65643;2247.04932;395.61;383.465221524495;383.465221524495;-39.5837060926504
2010-02-02;0;13.22;37.94;2546.65923;2255.60103;0.401;0.159;0.3;NA;NA;NA;NA;0.0943004503070108;2.40806407639656;1;2;5;1;0;8.13417565637463;1.33018004164188e-05;341.816930710266;343.084679511081;341.816930710266;343.084679511081;341.816930710266;343.084681280579;0.0020368876209171;0.00020541160866647;3.07887099957985;4.79725829306613;8.06026884978481;2550.68662994201;2259.16813758566;"2010-02";2010;"02";1.1105752;13.22;37.94;NA;392.322;NA;343.084679511081;2546.65923;2255.60103;392.322;380.278159396712;380.278159396712;-37.1934798856306
2010-02-11;0;13.2;37.92;2544.40878;2251.85028;NA;NA;0.3;NA;NA;NA;NA;NA;NA;1;2;6;1;0;8.13780742855466;1.31691652182227e-05;338.159614258967;339.414115035601;338.159614258967;339.414115035601;338.159614258967;339.414116768173;0.00203226326837767;0.0002064178464041;3.09424682200712;4.82146388431438;8.06356990889274;2549.77673101266;2256.60101898734;"2010-02";2010;"02";7.285122;13.2;37.92;NA;400.574;NA;339.414115035601;2544.40878;2251.85028;400.574;388.276832352451;388.276832352451;-48.8627173168502
2010-02-16;0;13.2;37.96;2546.95929;2254.85088;0.308;0.814;0.3;NA;NA;NA;NA;0.0573569080834035;2.38468636489134;1;2;7;1;0;8.13603497110045;1.32408219011787e-05;340.076529568164;341.338144358325;340.076529568164;341.338144358325;340.076529568164;341.338146110596;0.00203552646344823;0.00020608359465059;3.08842312818752;4.81228124011962;8.06180413737867;2549.64312486828;2257.22690832455;"2010-02";2010;"02";9.192372;13.2;37.96;NA;391.881;NA;341.338144358325;2546.95929;2254.85088;391.881;379.850697596726;379.850697596726;-38.512553238401
2010-02-23;0;NA;NA;NA;NA;0.283;1.307;0.38;NA;NA;NA;NA;NA;NA;1;2;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2010-02";2010;"02";2.2102766;12.97;37.8066666666667;NA;393.329;NA;336.190723937051;2545.49233;2253.26723;393.329;381.254245638402;381.254245638402;-45.0635217013514
2010-03-02;0;NA;NA;NA;NA;NA;NA;0.56;NA;NA;NA;NA;NA;NA;1;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2010-03";2010;"03";0.40485758;12.74;37.6533333333333;NA;393.381;NA;331.043303515776;2544.02537;2251.68358;393.381;381.304649297357;381.304649297357;-50.261345781581
2010-03-09;0;12.51;37.5;2542.55841;2250.09993;0.404;0.777;0.76;NA;NA;NA;NA;0.103069612409934;2.71578705151836;1;3;10;1;0;8.15326539687061;1.29515124843314e-05;324.68069046337;325.895883094502;324.68069046337;325.895883094502;324.68069046337;325.895884715358;0.00203091273913107;0.00020623567838459;3.09602641928742;4.83210211108437;8.06817707906441;2576.4591888;2280.1012624;"2010-03";2010;"03";5.5739822;12.51;37.5;NA;NA;NA;325.895883094502;2542.55841;2250.09993;NA;NA;381.238736820262;-55.3428537257601
2010-03-16;0;13;37.86;2545.85907;2254.4508;NA;NA;0.34;NA;NA;NA;NA;NA;NA;1;3;11;1;0;8.13951230246074;1.32078380200293e-05;336.927961192965;338.18110018133;336.927961192965;338.18110018133;336.927961192965;338.181101908644;0.00203554574704865;0.00020569721493131;3.08353414127162;4.80685827710209;8.06215692101155;2555.27323454834;2262.78738510301;"2010-03";2010;"03";2.806281;13;37.86;NA;393.245;NA;338.18110018133;2545.85907;2254.4508;393.245;381.172824343167;381.172824343167;-42.9917241618367
2010-03-23;0;13.27;37.86;2542.70844;2254.10073;0.231;0.475;0.73;NA;NA;NA;NA;0.0758345724986982;3.22977499795738;1;3;12;1;0;8.13072054249595;1.3398707280284e-05;344.687557454134;345.965138310823;344.687557454134;345.965138310823;344.687557454134;345.965140108254;0.00203687416125658;0.00020382786146312;3.05701946672784;4.76295088679144;8.05761723004576;2552.1109540412;2262.43602060222;"2010-03";2010;"03";2.2833843;13.27;37.86;NA;392.54;NA;345.965138310823;2542.70844;2254.10073;392.54;380.48946704387;380.48946704387;-34.524328733047
