"datetime";"depth";"temperature";"salinity";"ta";"dic";"NO2";"NO3";"Chla";"pH_s_somlit_temp_25";"pH_s_somlit_temp_insi";"diff_pH";"pH_insi";"Pt";"Sit";"quarter";"monthd";"week";"Patm";"P";"pH_calc";"CO2";"fCO2";"pCO2_w";"fCO2pot";"pCO2pot";"fCO2insitu";"pCO2insitu";"HCO3";"CO3";"OmegaAragonite";"OmegaCalcite";"pH_18";"Nta";"Ndic";"Year.Month";"Year";"Month";"speed_ms";"impute_temp";"impute_sal";"CO2_CORSE";"CO2_PR";"CO2_LAMP";"impute_pCO2_w";"impute_ta";"impute_dic";"pCO2_atmos_dry";"pCO2_atmos";"impute_pCO2_atmos";"delta_pCO2";"Tmean";"pCO2_w_mean";"NpCO2";"TpCO2";"delta_pCO2_T";"delta_pCO2_bio";"Flux_CO2_2014";"SC";"K600";"k";"rho";"K0";"Flux_wan_92";"K600_M3";"Flux_HO"
2016-03-15;0;13.568;37.917;2571.56421;2295.85908;0.389;0.679;0.021;NA;NA;NA;8.13260317279042;0.0670856396229686;1.02281294033859;1;3;11;1;0;8.09990231110564;1.46091812408477e-05;379.441514735501;380.842608860567;379.441514735501;380.842608860567;379.441514735501;380.842611024969;0.00208445564936428;0.00019679424939486;2.95207582177579;4.59651335374666;8.03162142737819;2577.19334282775;2300.8846965741;"2016-03";2016;"03";3.9227862;13.568;37.917;NA;406.731;408.331;380.842608860567;2571.56421;2295.85908;408.331;395.795701246982;395.795701246982;-14.9530923864154;18.8369699466636;411.319858003375;475.926589414095;329.143467254078;-95.0839805535284;51.6991416064888;-2.0225856107537e-05;928.545093998395;4.09327491786218;5.0920984182292;1.02853606804363;3.96004897916152e-08;-3.01528497032055e-05;2.20051997464019;-1.62099906299187e-05
2016-03-22;0;13.7778;37.816;2569.61382;2293.15854;NA;NA;0.48;NA;NA;NA;8.13592340422022;NA;NA;1;3;12;1;0;8.09951157461311;1.45353164722867e-05;379.761823429475;381.16034336185;379.761823429475;381.16034336185;379.761823429475;381.160345520256;0.00208114783075976;0.00019747539276795;2.96547101551777;4.61565576693211;8.03447581406885;2582.11670086736;2304.31628199704;"2016-03";2016;"03";4.235517;13.7778;37.816;NA;406.65;406.716;381.16034336185;2569.61382;2293.15854;406.716;394.230279915969;394.230279915969;-13.0699365541195;18.8369699466636;411.319858003375;472.11520021476;332.07746379866;-90.9548568529102;49.0828795631904;-2.06097610588538e-05;917.91662735267;4.77193473243887;5.90228924126975;1.02841316316717;3.93623315158647e-08;-3.03651046598716e-05;2.56536340879233;-1.63240976179009e-05
2016-03-29;0;14.1017;37.86;2587.21734;2290.25796;0.2;0.64;1.24;NA;NA;NA;8.1370828575367;NA;1.33219560971853;1;3;13;1;0;8.12606620188764;1.34626160223028e-05;355.344672583045;356.647834885457;355.344672583045;356.647834885457;355.344672583045;356.64783676226;0.00206561468415496;0.00021118065982273;3.17240231684759;4.93428481008659;8.06584163072203;2596.78444057052;2298.7269540412;"2016-03";2016;"03";5.975667;14.1017;37.86;NA;406.72;406.539;356.647834885457;2587.21734;2290.25796;406.539;394.058713615295;394.058713615295;-37.4108787298379;18.8369699466636;411.319858003375;435.742188097007;336.658558224432;-79.0943532115501;19.9892766610254;-0.000117424117323215;901.82528486127;9.49848656124047;11.6450133630158;1.02837750703101;3.89611905604015e-08;-0.000169734497870611;5.10632924156913;-9.12482450958547e-05
2016-04-05;0;14.513;38.008;2577.46539;2287.00731;0.25;0.658;0.288;NA;NA;NA;8.12130149715229;NA;1.45857358636897;2;4;14;1;0;8.10847952939175;1.38744750160903e-05;371.154838768513;372.508884021731;371.154838768513;372.508884021731;371.154838768513;372.50888605145;0.00206636422906793;0.00020676860591597;3.10565639583861;4.82586632088486;8.05472760477522;2576.92287992002;2286.52593611871;"2016-04";2016;"04";12.109674;14.513;38.008;NA;407.303;407.113;372.508884021731;2577.46539;2287.00731;407.113;394.61509246607;394.61509246607;-22.1062084443388;18.8369699466636;411.319858003375;447.271063114391;342.566988827595;-74.7621790926599;29.9418951941356;-0.000284948111755055;881.934831574719;39.0073583667494;47.2921613549453;1.02840200454621;3.84436262933184e-08;-0.000401909035898995;20.9701212272375;-0.00021606388020134
2016-04-12;0;15.3076;37.954;2576.16513;2277.90549;0.09;0.735;0.189;NA;NA;NA;8.12090475855823;0.0972590437132462;1.95490677863625;2;4;15;1;0;8.1096693319;1.34933269598027e-05;369.621079782172;370.955965248036;369.621079782172;370.955965248036;369.621079782172;370.955967227363;0.00205234318629141;0.00021206897674878;3.19192493163139;4.95151704355818;8.06817516050581;2579.28742530432;2280.66629656953;"2016-04";2016;"04";3.163387;15.3076;37.954;NA;407.248;407.563;370.955965248036;2576.16513;2277.90549;407.563;395.051277976259;395.051277976259;-24.0953127282232;18.8369699466636;411.319858003375;430.684460707442;354.276898452981;-59.728495459406;16.6790667950552;-2.11945322985091e-05;845.165054528494;2.66186660493055;3.15923133568115;1.02818201970847;3.75346454111675e-08;-2.85723731412435e-05;1.43100347558297;-1.53603359368339e-05
2016-04-19;0;15.9982;37.901;2579.86587;2282.15634;0.04;0.247;0.092;NA;NA;NA;8.12738537816822;0.0583667985995305;1.27434176942308;2;4;16;1;0;8.09833159369393;1.3660754417595e-05;381.883592057548;383.25075673829;381.883592057548;383.25075673829;381.883592057548;383.250758820444;0.00205619702278325;0.00021229856279915;3.20166886238406;4.95910320736306;8.06752514763043;2586.60465581383;2288.11748819292;"2016-04";2016;"04";3.5390806;15.9982;37.901;NA;407.727;407.856;383.25075673829;2579.86587;2282.15634;407.856;395.335283208449;395.335283208449;-12.0845264701592;18.8369699466636;411.319858003375;432.148578585073;364.778816020673;-48.8978218467825;18.4719407176168;-1.33044572788547e-05;814.897493217857;3.33167433721683;3.88274088948958;1.02798168547286;3.67730000531518e-08;-1.7254290632511e-05;1.79108808354138;-9.27580285883113e-06
2016-04-25;0;15.9694;38.007;2580.26595;2283.4566;0.05;0.299;0.324;NA;NA;NA;8.11074579175244;0.0583617787497821;1.26450520624528;2;4;17;1;0;8.0960242456025;1.37458877170895e-05;384.161752701236;385.537578486703;384.161752701236;385.537578486703;384.161752701236;385.537580595059;0.00205809530764596;0.00021161540463694;3.18880250001127;4.93919888248121;8.06478211453539;2579.79072539269;2283.03604072934;"2016-04";2016;"04";2.0913613;15.9694;38.007;NA;408.519;407.213;385.537578486703;2580.26595;2283.4566;407.213;394.712022579445;394.712022579445;-9.17444409274225;18.8369699466636;411.319858003375;435.257093853646;364.334698451664;-49.719515366943;21.2028800350386;-3.52715473197224e-06;816.129538643017;1.16342869517863;1.35688703989299;1.02807010487534;3.67859010626266e-08;-4.5793606856591e-06;0.62545226846069;-2.46183675958365e-06
2016-05-03;0;15.8204;38.099;2578.0155;2280.30597;0.01;0.082;0.16;NA;NA;NA;8.10289779254958;0.0680817440619388;1.274101210302;2;5;18;1;0;8.09901556858185;1.3667869946738e-05;380.489517217015;381.854760299634;380.489517217015;381.854760299634;380.489517217015;381.85476237441;0.00205470437702532;0.00021193372302794;3.19043174679071;4.9431457312466;8.06546962007754;2571.31654374131;2274.38060998976;"2016-05";2016;"05";1.1774582;15.8204;38.099;NA;406.527;405.509;381.854760299634;2578.0155;2280.30597;405.509;393.060333447528;393.060333447528;-11.2055731478941;18.8369699466636;411.319858003375;433.82500409381;362.045627389413;-51.9702437941762;19.8091329102205;-1.36556284270369e-06;822.545049994807;0.368784478190766;0.431794250343894;1.02817577552532;3.69339289162369e-08;-1.78704891036839e-06;0.198256317222855;-9.60706745047666e-07
2016-05-10;0;16.4511;38.0495;2571.46419;2275.50501;0.02;0.301;0.199;NA;NA;NA;8.08751935763966;0.0583663745123765;1.36188207195545;2;5;19;1;0;8.08786892253185;1.37993385326228e-05;391.273137861514;392.665929727734;391.273137861514;392.665929727734;391.273137861514;392.665931892691;0.0020507354691432;0.00021097020232417;3.18183717734558;4.92285244116964;8.06406506140647;2568.118877252;2272.54472148123;"2016-05";2016;"05";6.5053816;16.4511;38.0495;NA;406.924;405.349;392.665929727734;2571.46419;2275.50501;405.349;392.905245266127;392.905245266127;-0.239315538393441;18.8369699466636;411.319858003375;434.363394181501;371.834497616267;-41.6974644537669;20.8314321114671;-8.902317321515e-07;795.857600182029;11.2571172765905;12.964902330119;1.02798915474371;3.62549047749709e-08;-1.1248818663193e-06;6.05175853591145;-6.04729725126539e-07
2016-05-17;0;17.8943;38.043;2567.61342;2279.20575;0.03;0.218;0.409;NA;NA;NA;8.10077594765077;0.0486555775355274;0.866069280132387;2;5;20;1;0;8.05388339633719;1.44966626932702e-05;428.61439674431;430.112681034698;428.61439674431;430.112681034698;428.61439674431;430.112683554615;0.0020579195107538;0.00020678957655292;3.13069213292308;4.82710471250915;8.05225976294813;2564.7112467471;2276.62956391452;"2016-05";2016;"05";2.2811286;17.8943;38.043;NA;NA;405.223;430.112681034698;2567.61342;2279.20575;405.223;392.783113323274;392.783113323274;37.3295677114236;18.8369699466636;411.319858003375;447.609930377013;395.241201953746;-17.4972493423148;34.8714790809521;1.70741510370143e-05;739.158325543385;1.3841436854703;1.53629383254144;1.02763141519574;3.47567093225463e-08;1.99326894064338e-05;0.744107319632528;1.07156939290227e-05
2016-05-24;0;17.2554;38.071;2560.512;2258.70165;0.01;0.409;0.228;NA;NA;NA;8.09392730016129;0.0972941232334025;1.14807065415415;2;5;21;1;0;8.08622379996953;1.34659732516704e-05;390.938087928339;392.315636963354;390.938087928339;392.315636963354;390.938087928339;392.315639088177;0.00203055942683849;0.00021467624990983;3.24386326513151;5.00926487440233;8.07478473204952;2555.7368075438;2254.48931470148;"2016-05";2016;"05";4.949965;17.2554;38.071;NA;406.638;406.532;392.315636963354;2560.512;2258.70165;406.532;394.051928507359;394.051928507359;-1.73629154400464;18.8369699466636;411.319858003375;419.459560037367;384.702668533518;-27.1439230740128;7.61296842983563;-3.73949989603221e-06;763.540800596131;6.51757283132585;7.35235371247836;1.0278113073706;3.54032518196436e-08;-4.51951879289952e-06;3.50380795067517;-2.42966611798734e-06
2016-05-31;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2016-05";2016;"05";9.28515;17.7092546406528;38.074;NA;NA;NA;399.244975925569;2560.66203;2259.78790714683;NA;NA;394.101427242391;5.14354868317793;18.8369699466636;411.319858003375;418.751456222517;392.159559963426;-19.5064802969481;7.08541596214314;3.8978697423146e-05;746.107452941357;22.932926798985;25.5731690027861;1.02770144541228;3.4938199446555e-08;4.59566034171895e-05;12.3286035047175;2.47059935663838e-05
2016-06-01;0;17.5604;38.077;2560.81206;2267.25336;0.03;0.321;0.274;NA;NA;NA;8.08965645539648;0.0778406434984087;1.38167142209675;2;6;22;1;0;8.06794348655096;1.40383776087207e-05;411.177922461011;412.621271907084;411.177922461011;412.621271907084;411.177922461011;412.621274242535;0.00204362242038667;0.0002095925620046;3.1694722464461;4.89078219118508;8.0612013845058;2555.63353940699;2262.66847913439;"2016-06";2016;"06";2.494206;17.5604;38.077;NA;404.932;406.021;412.621271907084;2560.81206;2267.25336;406.021;393.55661562801;393.55661562801;19.0646562790737;18.8369699466636;411.319858003375;435.514923760983;389.698064774328;-22.893651853899;22.9232071327563;1.04251002019047e-05;751.763586793539;1.65480290973598;1.85229985892751;1.02774073291976;3.50889765827808e-08;1.23911317577713e-05;0.889612090572348;6.66139789985448e-06
2016-06-07;0;20.2663;38.036;2567.21334;2282.30637;0.03;0.327;0.254;NA;NA;NA;8.05454591068338;0.077896188199541;0.856858070194951;2;6;23;1;0;8.01210174663811;1.5185343296352e-05;479.836241776213;481.464678116701;479.836241776213;481.464678116701;479.836241776213;481.464681121128;0.00206141314371155;0.00020570788299209;3.13667070794235;4.807079632699;8.04657492095871;2564.78354506257;2280.14623146493;"2016-06";2016;"06";1.666449;20.2663;38.036;NA;399.917;403.76;481.464678116701;2567.21334;2282.30637;403.76;391.365025764592;391.365025764592;90.099652352109;18.8369699466636;411.319858003375;453.21753017136;436.95569975355;28.247147945341;44.5089783631509;2.19934716806059e-05;657.438068820421;0.738695903713866;0.773245657390955;1.02700789151672;3.25016454426496e-08;2.26436249631066e-05;0.397118474552943;1.21730765779107e-05
2016-06-14;0;21.7114;37.945;2567.56341;2277.90549;0.05;0.21;0.222;NA;NA;NA;8.03677232552891;0.0584488137736707;1.30535684094531;2;6;24;1;0;7.99919009817963;1.5125856999971e-05;496.786318733276;498.442372033343;496.786318733276;498.442372033343;496.786318733276;498.442375157649;0.00205325944056173;0.00020952019243828;3.21270062653567;4.90448646652487;8.05555220869942;2571.28500672025;2281.20723731717;"2016-06";2016;"06";1.753052;21.7114;37.945;NA;NA;NA;498.442372033343;2567.56341;2277.90549;NA;NA;393.085912193459;105.356459839885;18.8369699466636;411.319858003375;441.37708968304;464.499065492611;57.0652823503034;33.943306540732;2.84601631441185e-05;613.388105852088;0.817468889711264;0.826538873079294;1.02653922511303;3.12554612283061e-08;2.72176336998179e-05;0.439466358002672;1.46320361619322e-05
2016-06-21;0;18.911;37.97;2565.81306;2262.90249;0.01;0.32;0.167;NA;NA;NA;8.07827565295802;0.0681387015936021;1.01234642367637;2;6;25;1;0;8.06319924916877;1.37113115643103e-05;417.099128716673;418.538679122568;417.099128716673;418.538679122568;417.099128716673;418.538681458317;0.00203266946240051;0.00021652171603517;3.28932575457268;5.0590509700473;8.07713911008557;2567.84030234396;2264.69040347643;"2016-06";2016;"06";1.9896088;18.911;37.97;NA;NA;402.294;418.538679122568;2565.81306;2262.90249;402.294;389.944030302508;389.944030302508;28.5946488200596;18.8369699466636;411.319858003375;417.230087257573;412.609913146886;1.3085918649947;5.92876597568198;9.94962637323631e-06;702.531116991812;1.05297248509196;1.1393946614218;1.02731631749456;3.37709986295275e-08;1.10027906735836e-05;0.566071674316354;5.91503408391901e-06
2016-06-28;0;22.8403;37.993;2563.5126;2260.75206;0.02;0.25;0.167;NA;NA;NA;8.01868356990147;0.0682093556374541;0.81851226764945;2;6;26;1;0;8.00353959200494;1.4449638359276e-05;489.079641742664;490.687448375741;489.079641742664;490.687448375741;489.079641742664;490.687451333168;0.00202809011044517;0.00021821231119554;3.35855871261815;5.11056571553235;8.07707579974081;2563.98491301029;2261.16859105625;"2016-06";2016;"06";2.5350008;22.8403;37.993;NA;404.396;401.008;490.687448375741;2563.5126;2260.75206;401.008;388.6975090445;388.6975090445;101.989939331241;18.8369699466636;411.319858003375;414.248693535295;487.218172898721;76.4387548404462;3.46927547702035;5.76103022709616e-05;581.377496434774;1.70937692889617;1.6826404368694;1.02625218118264;3.03201597814817e-08;5.2033152694042e-05;0.918950755008092;2.79727099069474e-05
2016-07-05;0;24.204;37.672;2563.16253;2268.30357;0.06;0.25;0.29;NA;NA;NA;8.0129489968165;0.0780027758907608;1.48205274192446;3;7;27;1;0;7.97399834239382;1.51647127994285e-05;530.790440280129;532.506493602476;530.790440280129;532.506493602476;530.790440280129;532.506496988085;0.00203906228723793;0.00021407656996264;3.32096385092012;5.03420319923551;8.06791638173927;2585.47929868337;2288.05308080272;"2016-07";2016;"07";1.4782188;24.204;37.672;404.072;401.528;400.791;532.506493602476;2563.16253;2268.30357;404.072;391.667447718323;391.667447718323;140.839045884153;18.8369699466636;411.319858003375;424.35472490727;516.149538295605;108.151768695206;16.3569553068711;2.70512374126816e-05;544.939007021723;0.581244798299135;0.553933208624848;1.02560452607528;2.93015791232363e-08;2.28597513634749e-05;0.312473707356302;1.22892648307403e-05
2016-07-12;0;26.4575;38.086;2573.5146;2254.15074;0.02;0.2;0.41;7.99635032572294;7.9739581464635;0.00627045998513953;7.9739581464635;0.117048215162307;1.20949822334384;3;7;28;1;0;7.97311342145299;1.42983375691128e-05;530.563793536535;532.232663122618;530.563793536535;532.232663122618;530.563793536535;532.232666350285;0.0020091820791962;0.00023067032323468;3.60104109225117;5.41908669333798;8.10116820787191;2567.70348159429;2249.06076038439;"2016-07";2016;"07";2.339919;26.4575;38.086;405.412;NA;398.145;532.232663122618;2573.5146;2254.15074;405.412;392.966311237554;392.966311237554;139.266351885064;18.8369699466636;411.319858003375;385.573682326166;567.771799412299;146.658980796452;-35.5391362896814;6.70246363058586e-05;488.400441882517;1.45640876646523;1.31400096236943;1.02521853779316;2.76289503996647e-08;5.05599073393598e-05;0.782956592498223;2.71807020658964e-05
2016-07-19;0;22.5254;38.167;2561.16213;2258.10153;0.02;0.37;0.148;7.98823678989789;8.02663136354518;0.00162460822269316;8.02663136354518;0.0974207099691711;1.17879059062697;3;7;29;1;0;8.00701302156042;1.43936210775727e-05;483.621466818807;485.217496487065;483.621466818807;485.217496487065;483.621466818807;485.217499397952;0.00202574128711254;0.00021796662180988;3.34625954556479;5.0959354419082;8.07579349426394;2549.95574553934;2248.22118950926;"2016-07";2016;"07";2.1839442;22.5254;38.167;398.555;403.581;397.821;485.217496487065;2561.16213;2258.10153;398.555;386.319813363401;386.319813363401;98.8976831236635;18.8369699466636;411.319858003375;415.123740441055;480.771327469169;70.0937560460101;4.44616901789556;4.14625312940598e-05;590.119907536456;1.26871686347783;1.25822763657946;1.02647578765999;3.05501400301081e-08;3.80153105670932e-05;0.68205455442605;2.04368022973471e-05
2016-07-26;0;24.1577;38.243;2571.76425;2262.50241;0.01;0.31;0.203;7.9850100408242;7.99801503613174;0.0132471133473455;7.99801503613174;0.0682227035284291;0.964863949902069;3;7;30;1;0;7.99018692867861;1.4468956207999e-05;507.35491671104;508.996088118504;507.35491671104;508.996088118504;507.35491671104;508.996091214727;0.00202502427853123;0.00022300917526076;3.44309851175613;5.21807582881971;8.08359704187076;2555.42299244306;2248.12623434354;"2016-07";2016;"07";2.4209201;24.1577;38.243;401.521;398.181;403.865;508.996088118504;2571.76425;2262.50241;401.521;389.194760526116;389.194760526116;119.801327592388;18.8369699466636;411.319858003375;406.414449229843;515.139653833458;102.581638888661;-6.14356571495404;6.17176188773237e-05;546.142590309163;1.55898719873535;1.48737318238336;1.02605139315287;2.92613556815901e-08;5.21405995558684e-05;0.838102140673513;2.80304726935684e-05
2016-08-02;0;25.7336;38.2605;2583.46659;2271.50421;0.01;0.26;0.325;7.99424425578599;7.98295283264944;0.01138167520799;7.98295283264944;0.097505847141975;1.34558069055925;3;8;31;1;0;7.96907262403752;1.47734494189736e-05;539.007769640904;540.718188691163;539.007769640904;540.718188691163;539.007769640904;540.718192072919;0.00203091469825083;0.00022581606233019;3.50887782667238;5.29196284086873;8.08611657644698;2565.87682910574;2256.03847257616;"2016-08";2016;"08";2.404538;25.7336;38.2605;396.065;NA;396.6;540.718188691163;2583.46659;2271.50421;396.065;383.906253540354;383.906253540354;156.81193515081;18.8369699466636;411.319858003375;403.901397961624;550.649563766609;136.816790729539;-9.93137507544554;7.96946234438672e-05;506.201691004554;1.5379595962561;1.41263869046947;1.02557952093266;2.81097008819148e-08;6.22682177471771e-05;0.826797828062492;3.34750193152118e-05
2016-08-09;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2016-08";2016;"08";2.067718;25.4290602871876;38.2562;393.874;NA;398.455;525.448422594714;2575.339965;2259.54806604369;393.874;381.782514756298;381.782514756298;143.665907838416;18.8369699466636;411.319858003375;397.584152024451;543.601573325447;127.864270570263;-18.1531507307328;5.39911971694202e-05;513.776036354729;1.13727175552138;1.05238718312106;1.02567149846517;2.83261974096312e-08;4.28269897266515e-05;0.611390455035932;2.30235320710946e-05
2016-08-16;0;25.1661;38.2519;2567.21334;2253.50061;0.1;0.24;0.272;7.98660682498233;7.98404883929025;0.010400294665617;7.98404883929025;0.0974896508541339;1.73531578520358;3;8;33;1;0;7.98253514714218;1.43530477452064e-05;516.30205806497;517.951743117221;516.30205806497;517.951743117221;516.30205806497;517.951746256927;0.00201306023242501;0.00022608732982977;3.50484782315508;5.2952894449164;8.09114297294636;2550.30748590266;2238.66064639926;"2016-08";2016;"08";2.6243558;25.1661;38.2519;394.732;NA;392.983;517.951743117221;2567.21334;2253.50061;394.732;382.614175129059;382.614175129059;135.337567988162;18.8369699466636;411.319858003375;396.295393618637;537.588477842849;121.656349498584;-19.6367347256283;8.19314076157362e-05;520.365299896675;1.83200673508831;1.70610440748689;1.0257499039526;2.8515550376171e-08;6.58424118761827e-05;0.98487580119409;3.53964845800531e-05
2016-08-23;0;24.9586;38.3701;2571.81426;2259.00171;0.02;0.26;0.151;8.00931666456898;8.00995650053873;0.00072870253685053;8.00995650053873;0.0292425170470397;0.896770522775883;3;8;34;1;0;7.98241836868554;1.44466132679415e-05;517.289144352793;518.946173065795;517.289144352793;518.946173065795;517.289144352793;518.946176231169;0.00201901446488719;0.00022554063184486;3.48990732400818;5.27574409147235;8.08788212695803;2547.00774509318;2237.21243833089;"2016-08";2016;"08";2.8247716;24.9586;38.3701;394.002;402.186;397.821;518.946173065795;2571.81426;2259.00171;394.002;381.906585301419;381.906585301419;137.039587764376;18.8369699466636;411.319858003375;400.55665362633;532.890576861927;118.389519439466;-13.9444037961322;9.61168078563118e-05;525.600200830234;2.1225030015163;1.98655433965778;1.02590347991392;2.86509604664039e-08;7.79983971394289e-05;1.14104484667982;4.19314691388659e-05
2016-08-30;0;25.4021;38.3191;2571.76425;2263.20255;0.02;0.47;0.23;8.00938067627036;8.0031739215831;0.00905638461648905;8.0031739215831;0.0487458904961062;1.78409959215749;3;8;35;1;0;7.96961275118788;1.48031075897946e-05;535.82492184323;537.532108625617;535.82492184323;537.532108625617;535.82492184323;537.532111990687;0.00202536286734545;0.00022303657506474;3.45906785683177;5.22208440737215;8.08163089910222;2550.34803792365;2244.35586691754;"2016-08";2016;"08";11.878578;25.4021;38.3191;401.119;401.195;399.418;537.532108625617;2571.76425;2263.20255;401.119;388.805101470347;388.805101470347;148.72700715527;18.8369699466636;411.319858003375;407.191460577439;542.981992497104;130.340648048178;-5.44988387148737;0.00184461342587528;514.449424854664;37.5327636703543;34.7541172571566;1.02572749192045;2.83375292968384e-08;0.00146473170717185;20.177387988198;0.0007874309553593
2016-09-06;0;25.5807;38.3283;2574.91488;2262.00231;0.01;0.21;0.302;7.98109350700467;7.97216797235079;0.041119389380083;7.97216797235079;0.0389985670666415;0.857968475466114;3;9;36;1;0;7.97333438946009;1.45969104877775e-05;530.738201162785;532.425498441431;530.738201162785;532.425498441431;530.738201162785;532.42550173066;0.00202137499674794;0.00022603040276427;3.50790038580519;5.29282003907845;8.08810986733876;2552.85951738011;2242.62719139644;"2016-09";2016;"09";3.2218888;25.5807;38.3283;NA;398.272;398.588;532.425498441431;2574.91488;2262.00231;398.588;386.351800300815;386.351800300815;146.073698140616;18.8369699466636;411.319858003375;400.287563476873;547.099636356698;132.137934964558;-14.674137915267;0.000133284527798567;509.997329481804;2.76123093892441;2.54572247470417;1.02567871100616;2.82092758745734e-08;0.00010489988671656;1.48442114385786;5.63935481220605e-05
2016-09-13;0;24.8736;38.0893;2572.76445;2250.45;0.01;0.36;0.24;8.01166996620399;8.01362410412101;0.00415796682210256;8.01362410412101;0.0194985561487662;0.653201630983669;3;9;37;1;0;8.00158419559653;1.37723483010877e-05;491.374197417582;492.949799318559;491.374197417582;492.949799318559;491.374197417582;492.949802179773;0.00200474450802139;0.00023193314367751;3.59588211634975;5.43827700501537;8.10599144906635;2566.73262832344;2245.17384147254;"2016-09";2016;"09";1.7291648;24.8736;38.0893;NA;NA;402.306;492.949799318559;2572.76445;2250.45;402.306;389.955661916113;389.955661916113;102.994137402446;18.8369699466636;411.319858003375;381.861466870843;530.978009171797;111.088332447716;-38.028209853238;2.70689802982087e-05;527.754221182769;0.795342900878705;0.745924104540745;1.0257169734727;2.8749029744023e-08;2.20866748860133e-05;0.427571559494943;1.1873663566541e-05
2016-09-20;0;23.3848;38.2966;2562.56241;2240.14794;0.01;0.39;0.166;8.01394595605008;8.03902840815287;0.00444895051143134;8.03902840815287;0.038974084539149;0.779481690782979;3;9;38;1;0;8.02307455129235;1.34215926481584e-05;461.50487594334;463.011865583097;461.50487594334;463.011865583097;461.50487594334;463.011868186637;0.00199602334826954;0.0002307029990823;3.5495658147925;5.39166656304795;8.10506166640632;2542.71584370414;2222.79841343618;"2016-09";2016;"09";1.9809793;23.3848;38.2966;NA;400.351;403.311;463.011865583097;2562.56241;2240.14794;403.311;390.929809555536;390.929809555536;72.0820560275606;18.8369699466636;411.319858003375;381.984285417932;498.570182271109;81.0275801651653;-35.5583166880116;2.48641524331381e-05;566.567913592358;1.04385821054958;1.01435943729558;1.02632301625508;2.98477657932615e-08;2.18238248791973e-05;0.561171895145074;1.17323569839294e-05
2016-09-27;0;23.4284;38.2163;2573.06451;2241.99831;0.01;0.21;0.171;8.01474706909432;8.03915062719105;0.00302308107102078;8.03915062719105;0.0487211127427753;1.01339914504973;3;9;39;1;0;8.03517005320483;1.30233791089714e-05;448.127941815129;449.590445182321;448.127941815129;449.590445182321;448.127941815129;449.59044763488;0.00199222950241954;0.00023674542847148;3.64550559719682;5.53693278796702;8.1179410851617;2558.5012515602;2229.30884936532;"2016-09";2016;"09";2.4918375;23.4284;38.2163;403.117;401.728;401.482;449.590445182321;2573.06451;2241.99831;403.117;390.741765135588;390.741765135588;58.8486800467329;18.8369699466636;411.319858003375;370.228193706159;499.49053371888;79.3622514761616;-49.9000885365594;3.21190565352258e-05;565.397885912632;1.65166159762406;1.60332858760286;1.02624913893032;2.98245888047273e-08;2.81406242408821e-05;0.887923340076094;1.51282303249855e-05
2016-10-04;0;22.3115;38.295;2576.41518;2248.14954;0.01;0.22;0.161;8.01613191188816;8.05801414232742;-0.00544226944888492;8.05801414232742;0.0292216866647149;0.730542166617874;4;10;40;1;0;8.04642326764159;1.30282462699976e-05;435.580353100639;437.021555165006;435.580353100639;437.021555165006;435.580353100639;437.021557536877;0.00200063537463528;0.00023448591909472;3.59341401936015;5.47528302147956;8.11225466905562;2556.56813787701;2230.83124481003;"2016-10";2016;"10";4.222386;22.3115;38.295;404.429;401.195;404.264;437.021555165006;2576.41518;2248.14954;404.429;392.013488223074;392.013488223074;45.0080669419324;18.8369699466636;411.319858003375;377.288406116295;476.440943057966;59.733149048711;-39.4193878929604;7.05330794776125e-05;596.137784180591;4.74239257977694;4.72710448455308;1.02663478478211;3.07067357613282e-08;6.53309862302364e-05;2.54948172521843;3.51215452290369e-05
2016-10-11;0;21.6538;38.2774;2564.36277;2233.39659;0.01;0.29;0.201;8.01559393252165;8.06781141457031;0.00593381048534347;8.06781141457031;0.0292167386019358;0.681723900711835;4;10;41;1;0;8.06239486734814;1.26324923726279e-05;414.993494498059;416.377745284145;414.993494498059;416.377745284145;414.993494498059;416.377747466955;0.00198528365587737;0.00023548044174999;3.60073696382578;5.49668532078439;8.11827724800897;2545.77858631986;2217.21095006453;"2016-10";2016;"10";7.788228;21.6538;38.2774;409.142;409.406;404.519;416.377745284145;2564.36277;2233.39659;409.142;396.581804466457;396.581804466457;19.7959408176879;18.8369699466636;411.319858003375;369.60725855908;463.368700424655;46.7704867250653;-46.9909551405098;0.000105545587034007;615.073755367555;16.1346277710757;16.3360450967544;1.02680865269515;3.1256279062901e-08;0.000101078862550385;8.67387883933771;5.43393885139287e-05
