"datetime";"Hour";"temp_eol_c";"sal_eol_psu";"oxy_eol_mll";"Year";"Month";"Year.Month";"Year.Month.Day";"dMonth";"NB_OBS_DAY"
"2018-10-28";"13:00:00";20.7915;38.2247922473207;5.2503356220768;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"14:00:00";20.764;38.2069032814072;5.25534636554164;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"15:00:00";20.75375;38.2216643154937;5.26985710900649;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"16:00:00";20.7316;38.2265753495803;5.26636785247133;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"17:00:00";20.70895;38.2213363836668;5.27287859593617;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"18:00:00";20.71095;38.2384474177533;5.27188933940102;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"19:00:00";20.70315;38.2342084518398;5.27040008286586;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"20:00:00";20.6913;38.2365194859264;5.2449108263307;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"21:00:00";20.6801;38.2345305200129;5.22992156979554;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"22:00:00";20.69625;38.2450415540994;5.24143231326039;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-28";"23:00:00";20.7105;38.2475525881859;5.25194305672523;"2018";"10";"2018-10";"2018-10-28";31;23
"2018-10-29";"00:00:00";20.73085;38.2539636222725;5.25045380019007;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"01:00:00";20.73165;38.238124656359;5.25696454365491;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"02:00:00";20.66595;38.1726856904455;5.25147528711976;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"03:00:00";20.61745;38.189046724532;5.2419860305846;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"04:00:00";20.67005;38.2276077586185;5.23949677404944;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"05:00:00";20.60155;38.2283187927051;5.22900751751428;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"06:00:00";20.6112;38.2256798267916;5.21051826097913;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"07:00:00";20.6276;38.2331908608781;5.21452900444397;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"08:00:00";20.6012;38.2244018949646;5.23203974790881;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"09:00:00";20.6331;38.2362129290512;5.22205049137366;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"11:00:00";20.63955;38.2403849972242;5.19157197830334;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"12:00:00";20.6498;38.2425460313107;5.19808272176818;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"13:00:00";20.64425;38.2412070653973;5.20809346523303;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"14:00:00";20.64185;38.2376680994838;5.22610420869787;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"15:00:00";20.59225;38.1525791335703;5.23261495216271;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"16:00:00";20.53275;38.0942901676568;5.23612569562756;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"17:00:00";20.544;38.1352012017433;5.2381364390924;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"18:00:00";20.51635;38.1365622358299;5.22614718255724;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"19:00:00";20.49455;38.1674732699164;5.21765792602208;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"20:00:00";20.4864;38.1558343040029;5.23366866948693;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"21:00:00";20.5678;38.2058453380894;5.24517941295177;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"22:00:00";20.5917;38.221906372176;5.25019015641661;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-29";"23:00:00";20.56575;38.2188174062625;5.24970089988145;"2018";"10";"2018-10";"2018-10-29";31;23
"2018-10-30";"00:00:00";20.50795;38.199928440349;5.2322116433463;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"01:00:00";20.4974;38.2043394744355;5.22822238681114;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"02:00:00";20.468;38.1707505085221;5.24173313027598;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"03:00:00";20.48115;38.1863615426086;5.21824387374083;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"04:00:00";20.4427;38.1800725766951;5.23225461720567;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"05:00:00";20.4476;38.1806836107816;5.23776536067051;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"06:00:00";20.45385;38.1847446448681;5.24027610413535;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"07:00:00";20.451;38.1871056789547;5.2497868476002;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"08:00:00";20.4311;38.1923167130412;5.24179759106504;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"09:00:00";20.44465;38.1952277471277;5.23580833452988;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"11:00:00";20.45845;38.1049998153008;5.25532982145957;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"12:00:00";20.44045;38.0888608493873;5.26184056492441;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"13:00:00";20.44045;38.1131718834738;5.25985130838925;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"14:00:00";20.4369;38.0749829175603;5.2713620518541;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"15:00:00";20.44125;38.0816439516469;5.27787279531894;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"16:00:00";20.2996;37.9885049857334;5.30888353878378;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"17:00:00";20.2629;37.9433160198199;5.31389428224862;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"18:00:00";20.23485;37.9524770539064;5.30440502571347;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"19:00:00";20.21605;37.931688087993;5.30291576917831;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"20:00:00";20.2401;37.9587491220795;5.29592651264315;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"21:00:00";20.28485;38.043410156166;5.29443725610799;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"22:00:00";20.3721;38.1428211902525;5.25794799957284;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-30";"23:00:00";20.3758;38.181382224339;5.23345874303768;"2018";"10";"2018-10";"2018-10-30";31;23
"2018-10-31";"00:00:00";20.3526;38.2067432584256;5.22246948650252;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"01:00:00";20.34425;38.2134542925121;5.22648022996737;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"02:00:00";20.3823;38.2129653265986;5.22999097343221;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"03:00:00";20.3606;38.2065263606851;5.22600171689705;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"04:00:00";20.32145;38.2017873947717;5.21051246036189;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"05:00:00";20.33845;38.2050984288582;5.22202320382674;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"06:00:00";20.32685;38.1968094629447;5.21703394729158;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"07:00:00";20.33415;38.2005704970312;5.22504469075642;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"08:00:00";20.32935;38.2006815311178;5.23305543422127;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"09:00:00";20.3206;38.2006425652043;5.23706617768611;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"11:00:00";20.3492;38.1984646333773;5.23258766461579;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"12:00:00";20.3495;38.2009256674638;5.23309840808064;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"13:00:00";20.34045;38.1985367015504;5.23660915154548;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"14:00:00";20.32945;38.2010477356369;5.25411989501032;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"15:00:00";20.28205;38.2032087697234;5.24713063847516;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"16:00:00";20.302;38.2004198038099;5.24664138194001;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"17:00:00";20.2999;38.2001808378965;5.23865212540485;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"18:00:00";20.3429;38.162441871983;5.24016286886969;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"19:00:00";20.35675;38.1476529060695;5.23167361233454;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"20:00:00";20.3525;38.155113940156;5.23318435579938;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"21:00:00";20.3174;38.1461749742426;5.23269509926422;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"22:00:00";20.32665;38.1451360083291;5.23020584272906;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-10-31";"23:00:00";20.2876;38.1007470424156;5.23821658619391;"2018";"10";"2018-10";"2018-10-31";31;23
"2018-11-01";"00:00:00";20.2038;37.9899580765021;5.24122732965875;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"01:00:00";20.2188;38.0090691105886;5.26723807312359;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"02:00:00";20.2073;38.0935301446752;5.26924881658843;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"03:00:00";20.26405;38.0913911787617;5.25925956005328;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"04:00:00";20.2368;38.0676522128482;5.26377030351812;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"05:00:00";20.14465;38.0570132469347;5.26478104698296;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"06:00:00";20.0708;38.0181242810213;5.25029179044781;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"07:00:00";20.10425;38.0302853151078;5.23980253391265;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"08:00:00";20.1575;38.0478963491943;5.23931327737749;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"09:00:00";20.1617;38.0164573832808;5.24782402084233;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"11:00:00";20.2591;38.0659794514539;5.22584550777202;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"12:00:00";20.2428;38.0612404855404;5.22085625123686;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"13:00:00";20.25335;38.0784015196269;5.22536699470171;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"14:00:00";20.224;38.0698125537134;5.23787773816655;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"15:00:00";20.23815;38.0844235878;5.25138848163139;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"16:00:00";20.25615;38.0828846218865;5.24439922509623;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"17:00:00";20.28055;38.087995655973;5.23190996856108;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"18:00:00";20.27455;38.0913566900595;5.22992071202592;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"19:00:00";20.2608;38.0866677241461;5.24193145549076;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"20:00:00";20.28045;38.0976287582326;5.2389421989556;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"21:00:00";20.2992;38.1043397923191;5.22545294242045;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"22:00:00";20.2887;38.1044008264056;5.23096368588529;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-01";"23:00:00";20.2739;38.1009118604922;5.22747442935013;"2018";"11";"2018-11";"2018-11-01";30;23
"2018-11-02";"00:00:00";20.25565;38.0967228945787;5.22498517281498;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"01:00:00";20.27115;38.1004339286652;5.20399591627982;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"02:00:00";20.26015;38.0943449627517;5.21150665974466;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"03:00:00";20.20965;38.0798059968382;5.2415174032095;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"04:00:00";20.20525;38.0803170309248;5.25602814667435;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"05:00:00";20.2076;38.0884780650113;5.24103889013919;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"06:00:00";20.189;38.0906890990978;5.21854963360403;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"07:00:00";20.23315;38.1036501331844;5.17506037706887;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"08:00:00";20.26475;38.1142111672709;5.16857112053372;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"09:00:00";20.2581;38.1105722013574;5.17058186399856;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"11:00:00";20.27995;38.1058942695304;5.17260335092825;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"12:00:00";20.2548;38.096555303617;5.19311409439309;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"13:00:00";20.2371;38.0886163377035;5.18712483785793;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"14:00:00";20.2358;38.08707737179;5.19063558132277;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"15:00:00";20.22105;38.0835384058765;5.20564632478762;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"16:00:00";20.2004;38.0859994399631;5.20215706825246;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"17:00:00";20.19395;38.0917104740496;5.1971678117173;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"18:00:00";20.2285;38.1119715081361;5.17767855518214;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"19:00:00";20.2148;38.1001325422226;5.17218929864699;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"20:00:00";20.2569;38.1210935763091;5.17220004211183;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"21:00:00";20.26085;38.1294046103957;5.15871078557667;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"22:00:00";20.2526;38.1241156444822;5.14972152904152;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-02";"23:00:00";20.182;38.0865266785687;5.17273227250636;"2018";"11";"2018-11";"2018-11-02";30;23
"2018-11-03";"00:00:00";20.18735;38.0989877126552;5.1722430159712;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"01:00:00";20.1896;38.0986487467418;5.17725375943604;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"02:00:00";20.14975;38.0789097808283;5.18076450290089;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"03:00:00";20.16825;38.0982708149148;5.18027524636573;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"04:00:00";20.1955;38.1101818490013;5.15078598983057;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"05:00:00";20.2046;38.1142928830879;5.16429673329542;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"06:00:00";20.20825;38.1145539171744;5.15930747676026;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"07:00:00";20.2083;38.1123149512609;5.1833182202251;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"08:00:00";20.2058;38.1104259853474;5.17782896368994;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"09:00:00";20.2108;38.113737019434;5.17933970715479;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"11:00:00";20.2398;38.113059087607;5.15936119408447;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"12:00:00";20.3076;38.1170201216935;5.18887193754931;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"13:00:00";20.2683;38.11063115578;5.17938268101416;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"14:00:00";20.24045;38.0944421898666;5.194893424479;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"15:00:00";20.2293;38.0890032239531;5.18740416794384;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"16:00:00";20.2311;38.0977642580396;5.18491491140869;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"17:00:00";20.24255;38.1071252921261;5.17192565487353;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"18:00:00";20.16915;38.0650363262127;5.17393639833837;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"19:00:00";20.16015;38.0579473602992;5.18444714180321;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"20:00:00";20.1753;38.0697583943857;5.18845788526806;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"21:00:00";20.2272;38.0881694284722;5.1814686287329;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"22:00:00";20.2913;38.1072304625588;5.19447937219774;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-03";"23:00:00";20.20105;38.0765414966453;5.20549011566258;"2018";"11";"2018-11";"2018-11-03";30;23
"2018-11-04";"00:00:00";20.1794;38.0699525307318;5.19050085912743;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"01:00:00";20.19945;38.0741135648183;5.18251160259227;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"02:00:00";20.2457;38.0885745989048;5.18202234605711;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"03:00:00";20.2839;38.1047856329914;5.18853308952195;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"04:00:00";20.28795;38.1082466670779;5.1540438329868;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"05:00:00";20.2939;38.1100577011644;5.16455457645164;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"06:00:00";20.2912;38.1049187352509;5.15356531991648;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"07:00:00";20.2414;38.1040797693375;5.14557606338133;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"08:00:00";20.18235;38.080340803424;5.16258680684617;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"09:00:00";20.16225;38.0738518375105;5.19309755031101;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"11:00:00";20.28145;38.1238239056836;5.1426190372407;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"12:00:00";20.23145;38.1039849397701;5.13212978070554;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"13:00:00";20.21885;38.1070459738566;5.18464052417038;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"14:00:00";20.2025;38.0972070079431;5.17665126763523;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"15:00:00";20.15535;38.0834180420296;5.16066201110007;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"16:00:00";20.17325;38.0939790761162;5.18517275456491;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"17:00:00";20.2019;38.1041901102027;5.18518349802975;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"18:00:00";20.20655;38.1101011442892;5.1656942414946;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"19:00:00";20.19845;38.1077621783758;5.16670498495944;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"20:00:00";20.1996;38.1064732124623;5.17671572842428;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"21:00:00";20.1733;38.1074342465488;5.17122647188912;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"22:00:00";20.1531;38.1052952806353;5.17823721535397;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-04";"23:00:00";20.1445;38.1033063147218;5.16724795881881;"2018";"11";"2018-11";"2018-11-04";30;23
"2018-11-05";"00:00:00";20.1357;38.1007173488084;5.15725870228365;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"01:00:00";20.11135;38.1015283828949;5.1777694457485;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"02:00:00";20.1073;38.1025394169814;5.17228018921334;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"03:00:00";20.10105;38.1049004510679;5.18279093267818;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"04:00:00";20.1067;38.1079614851545;5.18330167614302;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"05:00:00";20.0962;38.106572519241;5.19331241960787;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"06:00:00";20.1045;38.1055335533275;5.18882316307271;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"07:00:00";20.08265;38.100294587414;5.17133390653755;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"08:00:00";20.0776;38.0966056215005;5.1698446500024;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"09:00:00";20.09245;38.1001166555871;5.16535539346724;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"11:00:00";20.1115;38.0981387237601;5.17237688039692;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"12:00:00";20.11285;38.0937497578466;5.18538762386177;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"13:00:00";20.0718;38.0870107919332;5.18689836732661;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"14:00:00";20.08635;38.0971218260197;5.17190911079145;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"15:00:00";20.09305;38.1008828601062;5.16991985425629;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"16:00:00";20.0794;38.0860938941927;5.16543059772114;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"17:00:00";20.07625;38.0911549282793;5.17694134118598;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"18:00:00";20.0458;38.0678159623658;5.17395208465082;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"19:00:00";20.0708;38.0899769964523;5.19746282811566;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"20:00:00";20.07385;38.0908380305388;5.19447357158051;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"21:00:00";20.0766;38.0976990646254;5.18598431504535;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"22:00:00";20.09215;38.0986600987119;5.17199505851019;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-05";"23:00:00";20.0844;38.0982211327984;5.16400580197504;"2018";"11";"2018-11";"2018-11-05";30;23
"2018-11-06";"00:00:00";20.0787;38.0968821668849;5.17901654543988;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"01:00:00";20.07015;38.0898932009714;5.18802728890472;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"02:00:00";20.05735;38.092204235058;5.19003803236957;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"03:00:00";20.06115;38.0942152691445;5.18604877583441;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"04:00:00";20.05425;38.095726303231;5.18055951929925;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"05:00:00";20.03435;38.0935873373175;5.17457026276409;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"06:00:00";20.03165;38.0969983714041;5.17258100622894;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"07:00:00";20.0341;38.1029594054906;5.16759174969378;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"08:00:00";20.0405;38.1036204395771;5.16760249315862;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"09:00:00";20.01415;38.0091814736636;5.17661323662346;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"11:00:00";19.99205;38.0575535418367;5.21113472355315;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"12:00:00";19.8955;37.9348145759232;5.22614546701799;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"13:00:00";19.82005;37.8694756100097;5.24365621048284;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"14:00:00";19.8951;37.9571366440963;5.23016695394768;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"15:00:00";19.8713;37.9407476781828;5.22567769741252;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"16:00:00";19.90925;37.9815087122693;5.21568844087736;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"17:00:00";19.8689;37.9740697463558;5.21919918434221;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"18:00:00";19.97715;38.0417307804423;5.20120992780705;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"19:00:00";19.9652;38.0399418145289;5.20722067127189;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"20:00:00";19.8933;38.0295028486154;5.20623141473673;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"21:00:00";19.7429;37.9659638827019;5.21724215820158;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"22:00:00";19.847;38.0078749167884;5.20975290166642;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-06";"23:00:00";19.8463;38.016835950875;5.20626364513126;"2018";"11";"2018-11";"2018-11-06";30;23
"2018-11-07";"00:00:00";19.8782;38.0331969849615;5.20577438859611;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"01:00:00";19.8992;38.050508019048;5.21328513206095;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"02:00:00";19.9623;38.0797190531345;5.20379587552579;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"03:00:00";19.9568;38.0762800872211;5.19730661899063;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"04:00:00";19.91185;38.0599911213076;5.20231736245548;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"05:00:00";19.95835;38.0868021553941;5.20082810592032;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"06:00:00";19.98835;38.0993631894806;5.18733884938516;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"07:00:00";19.99805;38.1044742235671;5.18884959285;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"08:00:00";19.99475;38.0968352576537;5.19136033631485;"2018";"11";"2018-11";"2018-11-07";30;23
"2018-11-07";"09:00:00";20.0165;38.1037462917402;5.18837107977969;"2018";"11";"2018-11";"2018-11-07";30;23
