Sampling date	Depth water [m]	CSC flag	Sal	Temp [°C]	[HCO3]- [µmol/kg]	[CO3]2- [µmol/kg]	pH	AT [µmol/kg]	DIC [µmol/kg]	Omega Cal	Omega Arg	pCO2water_SST_wet [µatm]	fCO2water_SST_wet [µatm]
2009-05-05T00:00:00	1	15	37.34000	16.7100	2004.6	214.6		2534.5	2232.1	5.0	3.3	367.7	366.4
2009-05-05T00:00:00	50	15	37.92000	14.3500	2037.0	206.3		2548.2	2256.7	4.8	3.1	359.0	357.6
2009-05-12T00:00:00	1	15	37.09000	17.6300	2006.1	217.2		2541.1	2236.2	5.1	3.3	377.2	375.9
2009-05-12T00:00:00	50	15	37.70000	15.7400	2000.2	217.5		2538.4	2230.2	5.0	3.3	347.9	346.7
2009-05-19T00:00:00	1	15	37.42000	19.8900	1995.9	219.4		2535.8	2228.5	5.2	3.4	411.1	409.7
2009-05-19T00:00:00	50	15	37.95000	14.3500	2025.1	207.7		2540.2	2246.0	4.8	3.1	352.5	351.2
2009-05-26T00:00:00	1	15	36.84000	22.0900	1997.1	222.2		2541.5	2232.7	5.3	3.4	441.9	440.4
2009-05-26T00:00:00	50	15	37.87000	15.1100	2013.7	212.1		2539.3	2238.8	4.9	3.2	352.7	351.4
2009-06-02T00:00:00	1	15	37.54000	20.8600	2001.5	216.1		2532.9	2231.2	5.1	3.3	439.0	437.6
2009-06-02T00:00:00	50	15	37.88000	15.2100	2011.0	212.3		2536.9	2236.2	4.9	3.2	353.1	351.8
2009-06-09T00:00:00	1	15	37.60000	18.2700	2018.9	209.5		2535.5	2242.1	4.9	3.2	411.8	410.3
2009-06-09T00:00:00	50	15	37.92000	14.7000	2007.2	211.7		2532.2	2231.7	4.9	3.2	345.1	343.8
2009-06-16T00:00:00	1	15	37.63000	22.8400	1984.1	218.8		2522.0	2216.6	5.1	3.4	464.8	463.3
2009-06-16T00:00:00	50	15	37.88000	15.2500	2014.3	212.5		2540.6	2239.7	4.9	3.2	354.6	353.3
2009-06-23T00:00:00	1	15	37.75000	22.7600	1984.5	224.0		2535.0	2221.9	5.3	3.5	453.8	452.3
2009-06-23T00:00:00	50	15	37.85000	15.2400	2004.8	212.9		2532.3	2230.4	4.9	3.2	350.2	349.0
2009-06-30T00:00:00	1	15	37.81000	23.2600	1986.2	226.2		2541.5	2225.8	5.3	3.5	460.6	459.1
2009-06-30T00:00:00	50	15	37.93000	14.2700	2012.2	211.1		2535.9	2236.1	4.9	3.1	341.1	339.9
2009-07-07T00:00:00	1	15	37.64000	24.9067	1983.1	228.2		2542.5	2224.9	5.4	3.6	486.6	485.1
2009-07-07T00:00:00	50	15	37.94000	14.4400	2004.4	213.7		2534.5	2230.7	4.9	3.2	337.1	335.9
2009-07-13T00:00:00	1	15	37.82000	24.1500	1979.7	225.9		2534.4	2219.2	5.3	3.5	475.9	474.4
2009-07-13T00:00:00	50	15	37.90000	14.8700	2013.6	211.0		2536.7	2237.5	4.9	3.1	350.9	349.7
2009-07-21T00:00:00	1	15	37.80000	22.7100	1974.8	227.1		2533.1	2215.0	5.3	3.5	442.8	441.3
2009-07-21T00:00:00	50	15	37.88000	15.3500	2012.8	209.4		2531.7	2235.3	4.9	3.1	360.9	359.6
2009-07-28T00:00:00	1												
2009-07-28T00:00:00	50												
2009-08-04T00:00:00	1	15	38.00000	23.7900	1972.7	231.0		2540.3	2216.8	5.4	3.6	456.8	455.3
2009-08-04T00:00:00	50	15	38.00000	14.8000	2006.9	212.5		2534.0	2232.1	4.9	3.2	345.8	344.5
2009-08-11T00:00:00	1	15	37.99000	24.6000	1984.3	228.5		2545.0	2226.4	5.4	3.5	483.5	482.0
2009-08-11T00:00:00	50	15	37.84000	14.9100	2014.9	209.5		2534.1	2237.4	4.9	3.1	354.1	352.9
2009-08-18T00:00:00	1												
2009-08-18T00:00:00	50												
2009-08-25T00:00:00	1	15	38.03000	26.8400	1981.0	234.3		2554.6	2229.0	5.5	3.7	517.1	515.5
2009-08-25T00:00:00	50												
2009-09-01T00:00:00	1	15	38.11000	26.8400	1974.1	237.3		2555.5	2224.9	5.6	3.7	507.7	506.1
2009-09-01T00:00:00	50		37.94000	14.8800				2541.5					
2009-09-08T00:00:00	1		38.20000	24.2200				2541.3					
2009-09-08T00:00:00	50												
2009-09-15T00:00:00	1												
2009-09-15T00:00:00	50												
2009-09-22T00:00:00	1												
2009-09-22T00:00:00	50												
2009-09-29T00:00:00	1												
2009-09-29T00:00:00	50												
2009-10-06T00:00:00	1												
2009-10-06T00:00:00	50												
2009-10-13T00:00:00	1												
2009-10-13T00:00:00	50												
2009-10-20T00:00:00	1												
2009-10-20T00:00:00	50												
2009-10-29T00:00:00	1	15	38.10000	21.1500	1958.0	242.2		2554.2	2212.0	5.7	3.7	383.8	382.6
2009-10-29T00:00:00	50	15	38.10000	19.0000	1961.8	237.8		2548.7	2211.3	5.5	3.6	356.8	355.6
2009-11-05T00:00:00	1	15	37.98500	18.9700	1966.9	236.0		2549.0	2214.7	5.5	3.6	360.5	359.3
2009-11-05T00:00:00	50	15	37.98500	16.3000	1996.4	219.2		2538.8	2228.0	5.1	3.3	354.8	353.6
2009-11-10T00:00:00	1	15	38.02000	18.6600	1971.9	234.3		2550.3	2218.1	5.5	3.6	360.4	359.1
2009-11-10T00:00:00	50	15	38.01000	18.6000	1974.4	232.4		2548.1	2218.8	5.4	3.5	362.7	361.4
2009-11-17T00:00:00	1	15	37.98000	18.1100	1962.7	234.9		2542.7	2209.2	5.5	3.6	347.3	346.1
2009-11-17T00:00:00	50	15	37.99000	18.0900	1963.1	236.2		2546.4	2210.8	5.5	3.6	344.7	343.5
2009-11-24T00:00:00	1	15	37.99000	17.5900	1982.4	225.6		2539.8	2220.3	5.3	3.4	360.6	359.3
2009-11-24T00:00:00	50	15	38.01000	17.5500	1979.8	229.7		2547.2	2221.4	5.3	3.4	352.2	350.9
2009-12-01T00:00:00	1	15	37.90000	17.0500	1989.9	222.2		2539.1	2224.5	5.2	3.4	359.4	358.2
2009-12-01T00:00:00	50	15	38.01000	17.2100	1982.7	229.5		2549.8	2224.1	5.3	3.4	348.3	347.1
2009-12-08T00:00:00	1	15	37.92000	16.7400	1990.3	225.0		2546.5	2227.5	5.3	3.4	350.3	349.1
2009-12-08T00:00:00	50	15	37.94000	16.7700	1993.1	224.4		2547.8	2229.8	5.2	3.4	352.3	351.1
2009-12-15T00:00:00	1	15	37.97000	15.9900	1992.7	224.6		2548.1	2229.4	5.2	3.4	340.6	339.4
2009-12-15T00:00:00	50	15	37.97000	15.9800	1992.7	224.4		2547.9	2229.2	5.2	3.4	340.3	339.0
2009-12-22T00:00:00	1	15	37.86000	14.5100	2001.5	216.8		2538.7	2230.7	5.1	3.3	332.3	331.1
2009-12-22T00:00:00	50	15	38.01000	14.8100	2011.6	216.2		2547.4	2240.4	5.0	3.2	341.7	340.5
2009-12-29T00:00:00	1												
2009-12-29T00:00:00	50												
2010-01-05T00:00:00	1	15	37.85000	14.2100	2014.1	214.0		2544.4	2240.7	5.0	3.2	336.1	334.9
2010-01-05T00:00:00	50	15	37.89000	14.2700	2013.7	214.6		2545.6	2240.9	5.0	3.2	335.8	334.6
2010-01-12T00:00:00	1	15	37.88000	14.0000	2025.3	208.6		2542.3	2246.9	4.9	3.1	345.7	344.4
2010-01-12T00:00:00	50	15	37.89000	14.0400	2022.4	211.7		2547.1	2246.8	4.9	3.2	339.8	338.6
2010-01-19T00:00:00	1	15	37.87000	13.6300	2028.4	209.4		2547.5	2250.8	4.9	3.1	339.6	338.3
2010-01-19T00:00:00	50	15	37.96000	13.7500	2039.1	205.4		2548.7	2258.0	4.8	3.1	351.8	350.5
2010-01-25T00:00:00	1	15	37.72000	13.0700	2032.0	201.7		2532.7	2247.0	4.7	3.0	343.9	342.6
2010-01-25T00:00:00	50	15	37.90000	13.3300	2031.5	207.4		2546.2	2252.0	4.8	3.1	338.8	337.5
2010-02-02T00:00:00	1	15	37.94000	13.2200	2036.9	205.4		2546.7	2255.6	4.8	3.1	343.1	341.8
2010-02-02T00:00:00	50	15	37.93000	13.2600	2033.1	207.1		2547.2	2253.4	4.8	3.1	339.0	337.7
2010-02-11T00:00:00	1	15	37.92000	13.2000	2032.3	206.4		2544.4	2251.9	4.8	3.1	339.4	338.2
2010-02-11T00:00:00	50	15	37.92000	13.2200	2026.6	209.1		2545.8	2248.6	4.8	3.1	332.9	331.7
2010-02-16T00:00:00	1	15	37.96000	13.2000	2035.5	206.1		2547.0	2254.9	4.8	3.1	341.3	340.1
2010-02-16T00:00:00	50	15	37.96000	13.2400	2035.8	206.1		2547.3	2255.1	4.8	3.1	341.5	340.3
2010-02-23T00:00:00	1												
2010-02-23T00:00:00	50												
2010-03-02T00:00:00	1												
2010-03-02T00:00:00	50												
2010-03-09T00:00:00	1	15	37.50000	12.5100	2030.9	206.2		2542.6	2250.1	4.8	3.1	325.9	324.7
2010-03-09T00:00:00	50	15	37.63000	12.8100	2028.9	207.1		2543.0	2248.9	4.8	3.1	328.7	327.4
2010-03-16T00:00:00	1	15	37.86000	13.0000	2035.5	205.7		2545.9	2254.5	4.8	3.1	338.2	336.9
2010-03-16T00:00:00	50	15	37.97000	13.1500	2037.4	206.3		2549.6	2256.9	4.8	3.1	340.3	339.1
2010-03-23T00:00:00	1	15	37.86000	13.2700	2036.9	203.8		2542.7	2254.1	4.8	3.1	346.0	344.7
2010-03-23T00:00:00	50	15	37.90000	13.2300	2032.3	206.4		2544.7	2251.8	4.8	3.1	339.2	338.0
2010-03-30T00:00:00	1	15	37.84000	13.8200	2025.8	208.3		2542.5	2247.2	4.9	3.1	343.2	341.9
2010-03-30T00:00:00	50	15	37.90000	13.4100	2028.1	207.1		2542.2	2248.2	4.8	3.1	339.5	338.2
2010-04-06T00:00:00	1	15	37.72000	13.9400	2022.4	210.8		2544.8	2246.1	4.9	3.2	339.0	337.8
2010-04-06T00:00:00	50	15	37.86000	13.6200	2027.6	208.2		2544.3	2248.9	4.8	3.1	340.4	339.1
2010-04-13T00:00:00	1	15	37.74000	13.8600	2036.3	202.8		2538.9	2252.6	4.7	3.0	356.2	354.9
2010-04-13T00:00:00	50	15	37.86000	13.7500	2024.0	209.1		2542.7	2246.1	4.8	3.1	339.8	338.6
2010-04-20T00:00:00	1	15	37.79000	14.7800	2015.2	212.7		2541.9	2240.7	5.0	3.2	347.0	345.8
2010-04-20T00:00:00	50	15	37.90000	13.6500	2031.2	206.8		2544.3	2251.2	4.8	3.1	344.7	343.4
2010-04-27T00:00:00	1	15	37.78000	15.1600	2002.5	217.5		2541.0	2232.5	5.1	3.3	340.8	339.6
2010-04-27T00:00:00	50	15	37.83000	14.0400	2016.1	213.4		2545.3	2242.2	4.9	3.2	334.5	333.3
2010-05-04T00:00:00	1												
2010-05-04T00:00:00	50												
2010-05-11T00:00:00	1	15	37.70000	16.3900	2006.2	216.1		2540.3	2235.1	5.1	3.3	363.2	361.9
2010-05-11T00:00:00	50	15	37.95000	13.9700	2025.8	208.3		2542.7	2247.2	4.8	3.1	345.7	344.5
2010-05-18T00:00:00	1	15	37.63000	16.6600	1980.7	226.1		2539.4	2218.8	5.3	3.4	342.0	340.8
2010-05-18T00:00:00	50	15	37.88000	14.4300	2011.5	213.2		2540.1	2237.3	4.9	3.2	339.6	338.4
2010-05-25T00:00:00	1	15	37.49000	18.0600	1994.8	223.5		2545.5	2230.8	5.2	3.4	372.5	371.2
2010-05-25T00:00:00	50	15	37.94000	14.3100	2020.1	211.1		2543.4	2244.0	4.9	3.1	344.5	343.3
2010-06-01T00:00:00	1												
2010-06-01T00:00:00	50												
2010-06-08T00:00:00	1	15	37.46000	21.4700	1971.1	232.9		2543.4	2216.4	5.5	3.6	404.9	403.5
2010-06-08T00:00:00	50	15	37.92000	14.7000	2013.5	213.1		2541.6	2239.3	4.9	3.2	345.0	343.7
2010-06-15T00:00:00	1	15	37.65000	21.3800	1978.0	228.7		2540.4	2219.4	5.4	3.5	415.2	413.9
2010-06-15T00:00:00	50	15	37.93000	15.6700	1996.0	219.1		2538.6	2227.4	5.1	3.3	344.5	343.3
2010-06-23T00:00:00	1	15	37.52000	21.8300	1976.0	230.0		2541.0	2218.7	5.4	3.5	419.1	417.7
2010-06-23T00:00:00	50	15	37.94000	15.4400	1997.2	219.1		2539.9	2228.7	5.1	3.3	341.5	340.2
2010-06-29T00:00:00	1	15	37.26000	23.5600	1973.0	231.0		2539.5	2216.9	5.4	3.6	445.7	444.3
2010-06-29T00:00:00	50	15	37.97000	14.5200	2016.1	210.8		2538.8	2239.8	4.9	3.1	347.2	345.9
2010-07-06T00:00:00	1	15	37.62000	24.7500	1969.8	234.9		2545.5	2217.6	5.5	3.7	463.1	461.6
2010-07-06T00:00:00	50	15	37.95000	15.0100	2014.4	211.9		2539.6	2239.2	4.9	3.2	352.3	351.0
2010-07-13T00:00:00	1	15	37.47000	24.6200	1962.5	238.3		2546.4	2213.4	5.6	3.7	449.2	447.7
2010-07-13T00:00:00	50	15	37.94000	14.5900	2008.1	214.5		2540.0	2235.2	5.0	3.2	339.3	338.0
2010-07-20T00:00:00	1	15	38.00000	25.0000	1965.7	242.2		2559.3	2220.5	5.7	3.8	455.5	454.1
2010-07-20T00:00:00	50	15	38.05500	20.8400	2013.3	214.0		2540.5	2241.3	5.0	3.2	452.1	450.6
2010-07-27T00:00:00	1	15	38.01000	25.3300	1964.6	242.8		2559.6	2220.1	5.7	3.8	460.4	458.9
2010-07-27T00:00:00	50	15	37.97000	14.7200	2010.7	213.7		2540.6	2237.2	4.9	3.2	343.6	342.4
2010-08-03T00:00:00	1	15	37.98000	25.3500	1971.8	241.8		2564.2	2226.4	5.7	3.8	465.7	464.2
2010-08-03T00:00:00	50	15	37.96000	14.7100	1984.7	225.9		2544.6	2222.3	5.2	3.4	316.6	315.4
2010-08-10T00:00:00	1												
2010-08-10T00:00:00	50												
2010-08-17T00:00:00	1	15	37.91000	21.2100	1978.5	233.5		2552.8	2224.5	5.5	3.6	406.1	404.8
2010-08-17T00:00:00	50	15	38.00000	14.3700	2031.0	207.3		2545.0	2251.7	4.8	3.1	356.0	354.7
2010-08-24T00:00:00	1	15	37.97000	24.5800	1957.0	243.9		2555.1	2213.3	5.7	3.8	440.2	438.8
2010-08-24T00:00:00	50	15	38.06000	14.0900	2017.8	212.7		2545.4	2243.2	4.9	3.2	338.6	337.3
2010-08-31T00:00:00	1	15	38.06000	23.9200	1973.4	238.6		2558.8	2224.7	5.6	3.7	445.6	444.2
2010-08-31T00:00:00	50	15	37.99000	15.5800	2000.7	218.7		2542.3	2231.9	5.1	3.3	345.8	344.5
2010-09-07T00:00:00	1												
2010-09-07T00:00:00	50												
2010-09-14T00:00:00	1	15	38.02000	22.9700	1961.9	242.6		2557.7	2216.7	5.7	3.7	415.5	414.1
2010-09-14T00:00:00	50	15	37.97000	15.2400	2022.2	210.8		2544.2	2246.1	4.9	3.1	360.8	359.5
2010-09-21T00:00:00	1	15	38.02000	22.3300	1977.2	237.1		2559.4	2226.7	5.5	3.6	420.2	418.8
2010-09-21T00:00:00	50	15	38.17000	16.8100	2000.5	218.8		2541.8	2232.0	5.1	3.3	366.6	365.3
2010-09-28T00:00:00	1	15	38.15000	22.2400	1964.6	244.4		2565.2	2221.0	5.7	3.7	401.9	400.6
2010-09-28T00:00:00	50	15	37.97000	15.2800	2016.7	212.8		2543.9	2242.5	4.9	3.2	356.0	354.8
2010-10-07T00:00:00	1	15	38.11000	20.8400	1969.4	241.7		2564.0	2223.0	5.6	3.7	384.0	382.7
2010-10-07T00:00:00	50	15	38.15000	20.0300	1976.2	239.8		2566.8	2227.9	5.6	3.6	376.0	374.7
2010-10-12T00:00:00	1	15	38.14000	19.7900	1979.1	238.9		2567.4	2230.0	5.6	3.6	375.0	373.7
2010-10-12T00:00:00	50	15	38.14000	19.7900	1987.2	237.6		2571.9	2236.8	5.5	3.6	379.7	378.4
2010-10-19T00:00:00	1												
2010-10-19T00:00:00	50												
2010-10-26T00:00:00	1												
2010-10-26T00:00:00	50												
2010-11-03T00:00:00	1	15	36.90000	18.0500	1983.6	230.2		2549.6	2225.6	5.4	3.5	353.2	351.9
2010-11-03T00:00:00	50	15	38.17000	18.7900	1985.3	238.3		2572.6	2235.5	5.5	3.6	361.7	360.5
2010-11-09T00:00:00	1	15	38.03000	18.3200	1996.9	231.8		2568.0	2240.9	5.4	3.5	368.0	366.8
2010-11-09T00:00:00	50	15	38.12000	15.3100	2060.1	204.9		2567.0	2279.2	4.7	3.1	387.6	386.2
2010-11-17T00:00:00	1	15	38.00000	17.8200	1992.1	231.0		2561.8	2235.2	5.4	3.5	359.2	358.0
2010-11-17T00:00:00	50	15	38.00000	17.8200	1987.1	233.5		2563.2	2232.6	5.4	3.5	353.1	351.9
2010-11-23T00:00:00	1	15	37.62000	17.0800	2005.8	225.1		2560.8	2243.3	5.3	3.4	358.9	357.6
2010-11-23T00:00:00	50	15	37.67000	17.1700	1992.7	226.2		2551.0	2231.1	5.3	3.4	353.8	352.5
2010-11-30T00:00:00	1	15	38.00000	15.0000	2011.2	221.7		2559.8	2245.2	5.2	3.3	336.3	335.1
2010-11-30T00:00:00	50	15	38.00000	15.0000	2016.6	217.6		2555.4	2246.8	5.0	3.2	344.0	342.8
2010-12-08T00:00:00	1	15	38.00000	14.5000	2010.3	220.0		2555.1	2242.6	5.1	3.3	331.2	329.9
2010-12-08T00:00:00	50	15	38.00000	14.5000	2003.3	225.4		2561.3	2240.6	5.2	3.4	320.4	319.2
2010-12-14T00:00:00	1	15	38.00000	14.0000	2000.3	227.6		2564.0	2239.6	5.3	3.4	309.8	308.6
2010-12-14T00:00:00	50	15	38.15000	14.0000	2008.3	222.9		2561.0	2243.3	5.2	3.3	319.3	318.1
2010-12-21T00:00:00	1	15	37.81000	14.6700	2012.7	221.3		2560.1	2246.3	5.2	3.3	331.2	330.0
2010-12-21T00:00:00	50	15	37.88000	14.8300	2009.5	221.7		2558.1	2243.4	5.1	3.3	331.9	330.7
2010-12-28T00:00:00	1	15	37.43000	13.8800	2022.7	213.8		2551.6	2249.1	5.0	3.2	331.5	330.3
2010-12-28T00:00:00	50	15	37.86000	14.6300	2015.4	216.0		2550.3	2243.9	5.0	3.2	339.5	338.2
2011-01-04T00:00:00	1	15	37.75000	14.0900	2017.6	212.9		2545.0	2243.2	5.0	3.2	336.6	335.4
2011-01-04T00:00:00	50	15	37.88000	14.1200	2031.3	209.8		2551.2	2254.2	4.9	3.1	347.0	345.7
2011-01-11T00:00:00	1	15	37.62000	13.6000	2025.2	211.4		2548.8	2249.4	4.9	3.2	333.2	331.9
2011-01-11T00:00:00	50	15	37.78000	13.8000	2023.9	211.0		2547.0	2247.8	4.9	3.1	336.9	335.7
2011-01-18T00:00:00	1	15	37.46000	13.3000	2021.1	214.0		2550.9	2247.5	5.0	3.2	322.2	321.1
2011-01-18T00:00:00	50	15	37.76000	13.7400	2025.8	211.5		2549.9	2250.1	4.9	3.2	335.7	334.5
2011-01-25T00:00:00	1	15	37.85000	13.3400	2041.3	205.5		2550.8	2260.2	4.8	3.1	345.7	344.4
2011-01-25T00:00:00	50	15	38.17000	13.5400	2067.8	200.5		2564.8	2282.4	4.6	3.0	368.8	367.4
2011-02-01T00:00:00	1	15	37.99000	13.4250	2043.6	206.3		2555.1	2263.3	4.8	3.1	347.4	346.1
2011-02-01T00:00:00	50	15	37.99000	13.4200	2037.4	207.9		2553.1	2258.5	4.8	3.1	342.0	340.7
2011-02-08T00:00:00	1	15	37.96000	13.2600	2034.3	209.8		2554.6	2257.2	4.9	3.1	335.8	334.5
2011-02-08T00:00:00	50	15	38.02000	13.4000	2035.0	208.7		2552.8	2256.8	4.8	3.1	339.9	338.6
2011-02-15T00:00:00	1	15	37.70000	13.3800	2020.2	207.0		2533.7	2240.1	4.8	3.1	335.7	334.4
2011-02-15T00:00:00	50	15	38.07000	13.5400	2035.9	209.3		2555.0	2258.3	4.8	3.1	341.8	340.5
2011-02-22T00:00:00	1	15	37.88000	13.1000	2036.6	205.7		2546.9	2255.6	4.8	3.1	340.3	339.0
2011-02-22T00:00:00	50	15	38.02000	13.3900	2037.7	207.3		2552.0	2258.2	4.8	3.1	342.9	341.6
2011-03-01T00:00:00	1	15	38.05000	13.3800	2038.8	208.1		2554.8	2260.1	4.9	3.1	342.6	341.3
2011-03-01T00:00:00	50	15	38.05000	13.3700	2036.0	208.4		2553.1	2257.6	4.8	3.1	340.4	339.2
2011-03-08T00:00:00	1												
2011-03-08T00:00:00	50												
2011-03-15T00:00:00	1	15	38.02000	13.1200	2036.0	208.7		2553.8	2257.8	4.9	3.1	336.4	335.1
2011-03-15T00:00:00	50	15	38.02000	13.1000	2037.9	208.8		2555.8	2259.7	4.8	3.1	336.1	334.8
2011-03-22T00:00:00	1	15	37.23000	13.7200	2037.9	208.1		2552.4	2259.1	4.9	3.1	341.8	340.6
2011-03-22T00:00:00	50	15	37.98000	13.1300	2033.7	208.7		2551.5	2255.4	4.8	3.1	335.1	333.8
2011-03-29T00:00:00	1	15	37.41000	13.6500	2011.8	215.5		2545.3	2239.6	5.1	3.2	321.7	320.6
2011-03-29T00:00:00	50	15	37.92000	13.2600	2039.9	204.3		2546.9	2257.6	4.7	3.0	345.9	344.6
2011-04-05T00:00:00	1	15	37.30000	14.9900	2024.5	214.1		2553.3	2251.5	5.0	3.2	347.7	346.4
2011-04-05T00:00:00	50	15	37.99000	13.3800	2037.6	208.1		2553.7	2258.8	4.8	3.1	341.3	340.0
2011-04-12T00:00:00	1												
2011-04-12T00:00:00	50												
2011-04-19T00:00:00	1	15	37.64000	15.7200	2004.9	223.3		2556.3	2240.4	5.2	3.4	340.3	339.1
2011-04-19T00:00:00	50	15	38.00000	13.5100	2037.6	208.5		2554.6	2259.3	4.8	3.1	342.7	341.4
2011-04-26T00:00:00	1	15	37.79000	15.5700	2016.6	218.3		2556.1	2247.6	5.1	3.3	350.9	349.6
2011-04-26T00:00:00	50	15	38.02000	14.9800	2021.3	214.7		2553.0	2248.9	5.0	3.2	350.1	348.9
2011-05-03T00:00:00	1	15	37.78000	16.6400	2015.9	219.8		2558.4	2248.5	5.1	3.3	365.3	364.0
2011-05-03T00:00:00	50	15	37.92000	15.6900	2014.7	218.4		2554.9	2245.8	5.1	3.3	352.3	351.0
2011-05-10T00:00:00	1	15	37.81000	17.8300	2009.0	223.6		2560.1	2245.3	5.2	3.4	376.3	374.9
2011-05-10T00:00:00	50	15	38.02000	14.1600	2023.9	212.8		2551.4	2249.5	4.9	3.2	341.3	340.0
2011-05-17T00:00:00	1	15	37.72000	18.3100	2020.6	219.7		2561.5	2253.4	5.1	3.3	395.0	393.6
2011-05-17T00:00:00	50	15	38.00000	15.4400	2008.7	219.1		2551.1	2240.3	5.1	3.3	345.8	344.5
2011-05-24T00:00:00	1	15	37.89000	19.5300	1999.9	226.6		2557.7	2239.3	5.3	3.5	397.2	395.9
2011-05-24T00:00:00	50	15	38.03000	14.5500	2035.4	207.7		2550.2	2256.5	4.8	3.1	359.9	358.6
2011-05-31T00:00:00	1	15	37.92000	19.9300	1998.0	226.6		2555.7	2237.4	5.3	3.5	403.8	402.4
2011-05-31T00:00:00	50	15	38.03000	14.7700	2018.3	213.9		2548.3	2245.0	4.9	3.2	347.2	345.9
2011-06-07T00:00:00	1	15	37.78000	20.3800	2001.9	220.2		2543.9	2235.4	5.2	3.4	424.0	422.6
2011-06-07T00:00:00	50	15	38.03000	14.9500	2015.4	217.3		2553.7	2245.4	5.0	3.2	343.5	342.2
2011-06-14T00:00:00	1	15	37.95000	21.2000	1993.8	225.8		2549.2	2232.7	5.3	3.5	426.6	425.2
2011-06-14T00:00:00	50	15	38.05000	14.1300	2027.0	211.5		2551.3	2251.5	4.9	3.1	344.2	342.9
2011-06-21T00:00:00	1	15	37.89000	21.5100	1997.3	224.7		2549.6	2235.2	5.3	3.4	435.6	434.1
2011-06-21T00:00:00	50	15	37.99000	16.1500	2008.5	218.7		2549.5	2239.9	5.1	3.3	357.5	356.2
2011-06-28T00:00:00	1												
2011-06-28T00:00:00	50												
2011-07-05T00:00:00	1	15	37.84000	24.5000	1986.1	227.8		2544.8	2227.4	5.3	3.5	482.5	480.9
2011-07-05T00:00:00	50	15	38.02000	14.6100	2022.0	209.9		2542.5	2245.0	4.9	3.1	352.4	351.1
2011-07-12T00:00:00	1	15	37.98000	25.2700	1976.0	232.4		2546.0	2221.8	5.5	3.6	484.9	483.4
2011-07-12T00:00:00	50	15	38.00000	15.7200	2009.6	215.7		2543.7	2238.1	5.0	3.2	355.9	354.7
2011-07-19T00:00:00	1	15	38.01000	20.2600	1987.9	226.9		2546.7	2227.6	5.3	3.5	405.6	404.2
2011-07-19T00:00:00	50	15	38.02000	14.8700	2017.6	212.3		2543.7	2242.8	4.9	3.2	351.0	349.7
2011-07-26T00:00:00	1	15	38.03000	23.5800	1969.3	235.8		2548.4	2217.9	5.5	3.6	442.3	440.8
2011-07-26T00:00:00	50	15	37.99000	15.8200	2006.0	216.4		2541.7	2235.1	5.0	3.2	355.2	353.9
2011-08-02T00:00:00	1	15	37.99000	23.8200	1978.6	231.2		2546.1	2222.9	5.4	3.6	459.7	458.2
2011-08-02T00:00:00	50	15	38.00000	14.9100	2018.7	210.7		2541.0	2242.5	4.9	3.1	354.6	353.3
2011-08-09T00:00:00	1	15	38.03000	21.7200	1982.0	228.5		2544.2	2223.5	5.3	3.5	426.8	425.4
2011-08-09T00:00:00	50	15	38.00000	14.9400	2014.1	212.0		2539.7	2239.0	4.9	3.2	351.2	350.0
2011-08-16T00:00:00	1	15	38.11000	24.1800	1942.1	248.7		2552.8	2202.7	5.8	3.8	419.1	417.7
2011-08-16T00:00:00	50	15	37.98000	15.4600	2013.8	210.9		2536.4	2237.7	4.9	3.2	361.2	359.9
2011-08-23T00:00:00	1	15	38.11000	25.9100	2002.1	220.3		2542.4	2237.1	5.2	3.4	540.9	539.2
2011-08-23T00:00:00	50	15	37.98000	15.4100	1994.7	223.4		2547.8	2230.2	5.2	3.3	333.9	332.7
2011-08-30T00:00:00	1	15	38.19000	24.4600	1983.5	234.1		2558.0	2230.9	5.5	3.6	470.6	469.1
2011-08-30T00:00:00	50	15	37.99000	15.3500	2013.9	212.5		2540.4	2239.3	4.9	3.2	356.8	355.6
2011-09-06T00:00:00	1	15	38.25000	24.4800	1980.6	234.0		2555.0	2227.8	5.5	3.6	470.4	468.9
2011-09-06T00:00:00	50	15	37.97000	16.1400	1992.9	219.7		2536.8	2225.0	5.1	3.3	350.1	348.8
2011-09-13T00:00:00	1	15	38.25000	25.1500	1973.7	237.6		2556.5	2224.3	5.6	3.7	473.5	472.0
2011-09-13T00:00:00	50	15	37.98000	15.4100	2010.5	212.5		2537.0	2235.9	4.9	3.2	356.5	355.2
2011-09-20T00:00:00	1												
2011-09-20T00:00:00	50												
2011-09-27T00:00:00	1	15	38.21000	22.8100	1974.1	236.6		2555.6	2223.3	5.5	3.6	430.1	428.7
2011-09-27T00:00:00	50	15	37.98000	15.3500	2008.2	213.5		2537.1	2234.4	4.9	3.2	353.2	351.9
2011-10-04T00:00:00	1	15	38.23000	22.9000	1977.3	236.8		2559.0	2226.7	5.5	3.6	433.1	431.6
2011-10-04T00:00:00	50	15	37.98000	15.8600	2022.3	209.6		2541.2	2245.2	4.9	3.1	373.2	371.9
2011-10-11T00:00:00	1	15	38.20000	21.2000	1976.6	238.1		2562.3	2226.9	5.6	3.6	399.6	398.3
2011-10-11T00:00:00	50	15	37.98000	15.5300	2027.0	208.1		2542.4	2248.5	4.8	3.1	372.0	370.7
2011-10-18T00:00:00	1	15	38.18000	20.0000	1977.1	237.0		2560.7	2226.2	5.5	3.6	381.2	379.9
