"sampling_date";"depth";"temperature";"salinity";"ta";"dic";"NO2";"NO3";"Chla";"pH_s_somlit_temp_25";"pH_s_somlit_temp_insi";"diff_pH";"pH_insi";"Pt";"Sit";"quarter";"monthd";"week";"Patm";"P";"pH_calc";"CO2";"fCO2";"pCO2";"fCO2pot";"pCO2pot";"fCO2insitu";"pCO2insitu";"HCO3";"CO3";"OmegaAragonite";"OmegaCalcite";"pH_18";"Nta";"Ndic";"Year.Month";"Year";"Month"
2011-07-12;0;25.27;37.98;2545.95909;2221.79427;0;0.091;0.11;NA;NA;NA;NA;NA;0.94781930176597;3;7;28;1;0;8.00346665613339;1.3421966569368e-05;483.382701710622;484.925189858418;483.382701710622;484.925189858418;483.382701710622;484.92519260455;0.00197595642598808;0.00023241587744254;3.61262501581499;5.45731146404769;NA;2547.29977409163;2222.96425118483;"2011-07";2011;7
2011-07-12;50;15.72;38;2543.70864;2238.09753;0;0.069;0.08;NA;NA;NA;NA;NA;0.981400319695927;3;7;28;1;5;8.11749364173158;1.27855150658964e-05;354.668773691794;355.942952632137;354.584574890501;355.858579924755;357.061647684651;364.742238067446;0.00200957444151008;0.00021573757342401;3.22383558237395;4.99338504853172;NA;2543.70864;2238.09753;"2011-07";2011;7
2011-07-19;0;20.26;38.01;2546.70924;2227.59543;NA;NA;0.15;NA;NA;NA;NA;NA;NA;3;7;29;1;0;8.07078436512388;1.27968639303572e-05;404.236891382871;405.608753645833;404.236891382871;405.608753645833;404.236891382871;405.608755778389;0.00198790586394493;0.0002268927021247;3.46030682937973;5.30323589385769;NA;2546.0392296764;2227.00937490134;"2011-07";2011;7
2011-07-19;50;14.87;38.02;2543.70864;2242.79847;NA;NA;0.18;NA;NA;NA;NA;NA;NA;3;7;29;1;5;8.12279284948604;1.29322527498738e-05;349.740686799118;351.010791974034;349.659420923111;350.929355000368;352.107299244907;359.764222007959;0.00201755444077286;0.00021231177647726;3.16580886341637;4.91265639372897;NA;2542.37055023672;2241.61867069963;"2011-07";2011;7
2011-07-26;0;23.58;38.03;2548.40958;2217.89349;NA;NA;0.08;NA;NA;NA;NA;NA;NA;3;7;30;1;0;8.03775988810433;1.27735449486353e-05;440.823102127979;442.259079482521;440.823102127979;442.259079482521;440.823102127979;442.259081848271;0.00196931372393027;0.00023580622112109;3.63860714299109;5.52460326071617;NA;2546.39926479095;2216.14390270839;"2011-07";2011;7
2011-07-26;50;15.82;37.99;2541.65823;2235.09693;NA;NA;0.22;NA;NA;NA;NA;NA;NA;3;7;30;1;5;8.11793648416368;1.27213363430394e-05;353.920723706951;355.190603576689;353.836503769562;355.106210083301;356.307721663511;363.962293896023;0.0020060196571427;0.00021635593651425;3.23409912167397;5.00818280575492;NA;2542.32726349039;2235.68526822848;"2011-07";2011;7
2011-08-02;0;23.82;37.99;2546.10912;2222.9445;NA;NA;0.16;NA;NA;NA;NA;NA;NA;3;8;31;1;0;8.02358962629323;1.31996331784334e-05;458.254064567568;459.742466302593;458.254064567568;459.742466302593;458.254064567568;459.742468846364;0.00197859038077816;0.0002311544860434;3.5713419822774;5.41875077941035;NA;2546.77932508555;2223.52963937878;"2011-08";2011;8
2011-08-02;50;14.91;38;2540.95809;2242.49841;NA;NA;0.21;NA;NA;NA;NA;NA;NA;3;8;31;1;5;8.11874658933677;1.30504590816919e-05;353.325008003718;354.607482142525;353.242834059239;354.525135339207;355.715541586468;363.446989439645;0.00201874706909167;0.00021070088182663;3.14250614134877;4.87612600817798;NA;2540.95809;2242.49841;"2011-08";2011;8
2011-08-09;0;21.72;38.03;2544.20874;2223.49461;NA;NA;0.06;NA;NA;NA;NA;NA;NA;3;8;32;1;0;8.05125302792635;1.29423368328897e-05;425.362559651582;426.780253431019;425.362559651582;426.780253431019;425.362559651582;426.780255721097;0.00198205120103672;0.00022850107213038;3.50156134146527;5.34504882390721;NA;2542.2017386274;2221.74060425979;"2011-08";2011;8
2011-08-09;50;14.94;38;2539.65783;2239.04772;NA;NA;0.17;NA;NA;NA;NA;NA;NA;3;8;32;1;5;8.12199164099917;1.29143915817585e-05;349.958239034881;351.228003309508;349.87678378108;351.14637682619;352.32574626692;359.98054027387;0.00201409693550848;0.00021203639290976;3.16264316811639;4.90705240915359;NA;2539.65783;2239.04772;"2011-08";2011;8
2011-08-16;0;24.18;38.11;2552.81046;2202.74046;0.024;0.026;0.13;NA;NA;NA;NA;NA;1.56733729244677;3;8;33;1;0;8.05655092607172;1.19151088395735e-05;417.75068627256;419.101501565226;417.75068627256;419.101501565226;417.75068627256;419.101503663368;0.00194213277638486;0.00024869257477556;3.84412835811171;5.82591571322268;NA;2545.44207504592;2196.38251062713;"2011-08";2011;8
2011-08-16;50;15.46;37.98;2536.35717;2237.74746;0;0.308;0.31;NA;NA;NA;NA;NA;1.15059101816785;3;8;33;1;5;8.11127507939285;1.3077039897513e-05;359.909989048754;361.207276454089;359.825104124052;361.122215163418;362.340419288311;370.160581668192;0.00201375892766902;0.00021091149243346;3.15015736042437;4.88215382774352;NA;2537.69279778831;2238.92584202212;"2011-08";2011;8
2011-08-23;0;25.91;38.11;2542.35837;2237.14734;NA;NA;0.11;NA;NA;NA;NA;NA;NA;3;8;34;1;0;7.9632119672397;1.4726041825324e-05;539.206276235875;540.913659658288;539.206276235875;540.913659658288;539.206276235875;540.913663030138;0.00200208071085425;0.00022034058732042;3.43074008711153;5.17172806284658;NA;2535.02015376542;2230.69007924429;"2011-08";2011;8
2011-08-23;50;15.41;37.98;2547.80946;2230.24596;NA;NA;0.14;NA;NA;NA;NA;NA;NA;3;8;34;1;5;8.14120797472135;1.21048641562204e-05;332.655061956357;333.854834469423;332.576703439606;333.776312977022;334.901833398824;342.134213993823;0.00199474259251283;0.00022339850333094;3.33626090831783;5.17115314996021;NA;2549.15111848341;2231.42039178515;"2011-08";2011;8
2011-08-30;0;24.46;38.19;2558.0115;2230.9461;0;0.036;0.11;NA;NA;NA;NA;NA;1.0410172038378;3;8;35;1;0;8.01598817207723;1.32803458582145e-05;469.140734904615;470.652624966509;469.140734904615;470.652624966509;469.140734904615;470.652627597227;0.00198352591754591;0.00023413983659586;3.62092953072883;5.4827374348001;NA;2545.28507462687;2219.84686567164;"2011-08";2011;8
2011-08-30;50;15.35;37.99;2540.35797;2239.34778;0;0.094;0.07;NA;NA;NA;NA;NA;1.27601617588719;3;8;35;1;5;8.11625907110925;1.29608361736122e-05;355.55798070963;356.841366079085;355.474348268257;356.757559445066;357.959940904164;365.696416181524;0.00201388050820704;0.00021250643561933;3.1729232470248;4.91860818116672;NA;2541.02666122664;2239.93723716768;"2011-08";2011;8
2011-09-06;0;24.48;38.25;2554.96089;2227.84548;NA;NA;0.12;NA;NA;NA;NA;NA;NA;3;9;36;1;0;8.01555737196595;1.32633740857815e-05;468.925858476318;470.436686266963;468.925858476318;470.436686266963;468.925858476318;470.436688894175;0.00198055456283537;0.00023402754307883;3.61770888037737;5.47733426627127;NA;2538.26179921569;2213.28439843137;"2011-09";2011;9
2011-09-06;50;16.14;37.97;2536.75725;2224.99491;NA;NA;0.13;NA;NA;NA;NA;NA;NA;3;9;36;1;5;8.12228674930012;1.24220623640051e-05;348.850979985672;350.09760040052;348.767342603134;350.01379191426;351.201174029511;358.715217498788;0.00199289074731572;0.00021968210032027;3.28691910589196;5.08633842816788;NA;2538.7615354227;2226.75287279431;"2011-09";2011;9
2011-09-13;0;25.15;38.25;2556.46119;2224.34478;0;0.111;0.12;NA;NA;NA;NA;NA;1.16012283666262;3;9;37;1;0;8.01288154313807;1.31266605906281e-05;471.99206736162;473.500392331664;471.99206736162;473.500392331664;471.99206736162;473.500394956445;0.00197366275608451;0.00023755536332485;3.68243604996121;5.5638819004824;NA;2539.75229333333;2209.80657882353;"2011-09";2011;9
2011-09-13;50;15.41;37.98;2537.0073;2235.89709;0.011;0;0.31;NA;NA;NA;NA;NA;0.988155074293437;3;9;37;1;5;8.11607679640101;1.29271189300412e-05;355.251533027758;356.532835423767;355.167851802414;356.448980139219;357.650922336928;365.374777820185;0.00201046958330257;0.00021250038776738;3.17350710116645;4.91888724940651;NA;2538.34327014218;2237.07449763033;"2011-09";2011;9
2011-09-20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;9;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2011-09";2011;9
2011-09-20;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;9;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2011-09";2011;9
2011-09-27;0;22.81;38.21;2555.56101;2223.34458;0.019;0.126;0.09;NA;NA;NA;NA;NA;1.24022587097425;3;9;39;1;0;8.04882895030482;1.26623482445592e-05;428.737596958685;430.147462674473;428.737596958685;430.147462674473;428.737596958685;430.147464948571;0.00197410479756752;0.00023657743418791;3.63456675198473;5.53031923281208;NA;2541.51579115415;2211.12520387333;"2011-09";2011;9
2011-09-27;50;15.35;37.98;2537.10732;2234.4468;0;0.028;0.16;NA;NA;NA;NA;NA;1.09901608316001;3;9;39;1;5;8.11952223598139;1.28281243125667e-05;351.897620302186;353.167788447268;351.814854410945;353.08485016888;354.27485305289;361.931652160027;0.00200816302548483;0.00021345565020259;3.18731494639334;4.94094542598138;NA;2538.44334281201;2235.62344391785;"2011-09";2011;9
2011-10-04;0;22.9;38.23;2559.0117;2226.74526;0.048;1.017;0.15;NA;NA;NA;NA;NA;1.56272088991173;4;10;40;1;0;8.04681504201716;1.27168829155431e-05;431.644100152137;433.061957386714;431.644100152137;433.061957386714;431.644100152137;433.061959687418;0.00197727835835969;0.00023675001872475;3.63786190000558;5.53382732702351;NA;2543.61612869474;2213.34867590897;"2011-10";2011;10
2011-10-04;50;15.86;37.98;2541.20814;2245.24896;0.034;0;0.18;NA;NA;NA;NA;NA;1.39386741916682;4;10;40;1;5;8.10007192591337;1.33516666711311e-05;371.87845571825;373.212119103364;371.78988280501;373.123363817227;374.386220265622;382.425224727477;0.0020222997021258;0.00020959759120306;3.13360390225052;4.85214942381765;NA;2542.54632227488;2246.43129225908;"2011-10";2011;10
2011-10-11;0;21.2;38.2;2562.26235;2226.9453;0.006;0.314;0.13;NA;NA;NA;NA;NA;1.10431940255157;4;10;41;1;0;8.07713972424131;1.22784714681705e-05;398.313836320012;399.649908282342;398.313836320012;399.649908282342;398.313836320012;399.649910312423;0.00197658407214541;0.00023808275638641;3.63703713088832;5.5593182690738;NA;2548.84736387435;2215.28590052356;"2011-10";2011;10
2011-10-11;50;15.53;37.98;2542.40838;2248.54962;0.139;0.198;0.17;NA;NA;NA;NA;NA;1.45990204100687;4;10;41;1;5;8.10151938912485;1.34400439639635e-05;370.676026201433;372.010949224017;370.588449377768;371.923190723168;373.178549224703;381.225506900076;0.00202697235787242;0.00020813721816361;3.10924733228552;4.8180006331918;NA;2543.7471943128;2249.73369036335;"2011-10";2011;10
2011-10-18;0;20;38.18;2560.71204;2226.19515;0;0.231;0.19;NA;NA;NA;NA;NA;1.04362420904475;4;10;42;1;0;8.09464708177314;1.21008321492058e-05;379.875219496879;381.16854729613;379.875219496879;381.16854729613;379.875219496879;381.168549189698;0.0019771406861952;0.00023695363165559;3.6061124022851;5.52998129141447;NA;2548.63953693033;2215.69973022525;"2011-10";2011;10
2011-10-18;50;18;38.11;2538.35757;2225.59503;0;0.064;0.21;NA;NA;NA;NA;NA;1.01201152202242;4;10;42;1;5;8.09338805832024;1.27134102297121e-05;377.167547233978;378.484166569897;377.07337355227;378.389808341771;379.692221734856;387.626226317506;0.00199174000805806;0.00022114161171221;3.32225329027427;5.11798854629041;NA;2531.03090160063;2219.17111361847;"2011-10";2011;10
2011-10-26;0;19.12;38.18;2549.90988;2227.89549;0.071;0.243;0.2;NA;NA;NA;NA;NA;1.03462768137091;4;10;43;1;0;8.09024858313954;1.25217057262608e-05;383.591132036952;384.911530488485;383.591132036952;384.911530488485;383.591132036952;384.91153245534;0.00198728092520237;0.00022809285907136;3.46189127834006;5.32099647986297;NA;2537.88830382399;2217.39205395495;"2011-10";2011;10
2011-10-26;50;18.9;38.24;2558.5116;2229.04572;0.018;0.022;0.13;NA;NA;NA;NA;NA;0.82917614187275;4;10;43;1;5;8.1015642599558;1.21746961830624e-05;370.78597923639;372.065796537259;370.691774472044;371.971411067074;373.260262937223;380.971592272329;0.00198399248379835;0.00023287854001858;3.50462679269656;5.38643711748313;NA;2542.4539958159;2215.05589330544;"2011-10";2011;10
2011-11-02;0;19.39;38.23;2556.31116;2229.84588;0.025;0;0.13;NA;NA;NA;NA;NA;0.925646394066344;4;11;44;1;0;8.09160214823707;1.23991978834982e-05;382.818964730204;384.132268076988;382.818964730204;384.132268076988;382.818964730204;384.132270024837;0.00198618477704299;0.0002312619050735;3.51152550335745;5.39339226949057;NA;2540.9318357311;2216.43064190426;"2011-11";2011;11
2011-11-02;50;18.88;38.23;2558.46159;2228.79567;0.049;0.134;0.19;NA;NA;NA;NA;NA;0.930392369474636;4;11;44;1;5;8.1022965574354;1.21580452887821e-05;370.050435570765;371.328032556662;369.956455529621;371.233872153732;372.519980612443;380.217951646423;0.00198363368100317;0.00023300394370804;3.50656068156717;5.38971054087322;NA;2543.06932827622;2215.38675019618;"2011-11";2011;11
2011-11-10;0;18.45;37.85;2552.71044;2230.39599;0.035;0.589;0.17;NA;NA;NA;NA;NA;1.88349966286524;4;11;45;1;0;8.1043761442972;1.23404921419595e-05;370.298885087185;371.584241531716;370.298885087185;371.584241531716;370.298885087185;371.584243390661;0.00198964786191227;0.00022840763594576;3.46822800896703;5.34079903016841;NA;2562.82686182299;2239.23507582563;"2011-11";2011;11
2011-11-10;50;18.83;38.09;2554.06071;2234.54682;0;0.181;0.11;NA;NA;NA;NA;NA;1.00055557180441;4;11;45;1;5;8.08946840357338;1.26221377893567e-05;383.34272106533;384.667057536319;383.245516262697;384.569665925133;385.901412203327;393.881058151331;0.00199545890281437;0.00022646577939626;3.41118148209845;5.24416236956017;NA;2548.02591178787;2229.26697715936;"2011-11";2011;11
2011-11-15;0;NA;NA;NA;NA;0.019;0.283;0.15;NA;NA;NA;NA;NA;NA;4;11;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2011-11";2011;11
2011-11-15;50;NA;NA;NA;NA;0.041;0.287;0.15;NA;NA;NA;NA;NA;NA;4;11;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2011-11";2011;11
2011-11-22;0;18.12;38.13;2553.66063;2227.84548;0;0.249;0.19;NA;NA;NA;NA;NA;1.29325272472931;4;11;47;1;0;8.11154594512894;1.21792576661086e-05;362.601152324815;363.864997357676;362.601152324815;363.864997357676;362.601152324815;363.864999152576;0.00198544767011845;0.00023021855221543;3.4853722071295;5.37073508949645;NA;2544.95420771046;2220.24988827695;"2011-11";2011;11
2011-11-22;50;NA;NA;NA;NA;0.012;0.037;0.18;NA;NA;NA;NA;NA;NA;4;11;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2011-11";2011;11
2011-11-29;0;17.81;38.08;2555.11092;2229.74586;0.058;0.186;0.18;NA;NA;NA;NA;NA;1.20368101109283;4;11;48;1;0;8.11599133731855;1.2156092259695e-05;358.61733072266;359.872159790675;358.61733072266;359.872159790675;358.61733072266;359.872161557866;0.00198770261818941;0.00022988714955088;3.47864261506608;5.36459453204866;NA;2549.74303991597;2225.06151995798;"2011-11";2011;11
2011-11-29;50;17.81;38.08;2552.91048;2230.99611;0.069;0.196;0.15;NA;NA;NA;NA;NA;1.18130052341689;4;11;48;1;5;8.10912983538299;1.23117939130073e-05;363.210690998896;364.481599132439;363.120354686521;364.391085008714;365.643534389639;373.302270921659;0.00199122892758651;0.00022745538850047;3.41597769201042;5.26490798578351;NA;2547.54722268908;2226.30914338235;"2011-11";2011;11
2011-12-06;0;17.55;38.09;2554.36077;2232.24636;0.088;0.225;0.14;NA;NA;NA;NA;NA;1.29797686653292;4;12;49;1;0;8.11488652728295;1.2285690053238e-05;359.760350515486;361.023302326009;359.760350515486;361.023302326009;359.760350515486;361.023304114269;0.00199233106997875;0.00022762959996801;3.441811180393;5.31112210721053;NA;2548.32526279863;2226.9719527435;"2011-12";2011;12
2011-12-06;50;17.54;38.09;2555.26095;2229.99591;0.053;0.214;0.19;NA;NA;NA;NA;NA;1.09461803254487;4;12;49;1;5;8.1180844428427;1.21148615182306e-05;354.655739538396;355.900920929605;354.568004421024;355.813012038008;357.033494334568;364.537462656423;0.00198833779667587;0.00022954325180589;3.44444297724707;5.31223385471364;NA;2549.22331583093;2224.72682016277;"2011-12";2011;12
2011-12-13;0;17.28;38.1;2555.41098;2235.14694;0.075;0.186;0.16;NA;NA;NA;NA;NA;1.31831452554507;4;12;50;1;0;8.11587005624584;1.23570509628035e-05;359.057544312308;360.322318755836;359.057544312308;360.322318755836;359.057544312308;360.322320547298;0.00199645625916737;0.00022633362986982;3.41952161270778;5.2801283104973;NA;2548.70386456693;2229.28041259843;"2011-12";2011;12
2011-12-13;50;17.28;38.1;2555.76105;2235.49701;0.063;0.128;0.19;NA;NA;NA;NA;NA;1.15875468629091;4;12;50;1;5;8.11405623993052;1.23514754371849e-05;358.895536844435;360.159740389886;358.807223452678;360.071251018824;361.303878230112;368.922744267232;0.00199693431473923;0.00022621121982358;3.39174247910471;5.23419870052643;NA;2549.05301574803;2229.62956377953;"2011-12";2011;12
2011-12-19;0;15.34;38.08;2555.21094;2247.04932;0.063;0.314;0.21;NA;NA;NA;NA;NA;1.2623120735172;4;12;51;1;0;8.12679258962817;1.27264519560016e-05;349.198742333201;350.459325204697;349.198742333201;350.459325204697;349.198742333201;350.459326970125;0.00201670179918537;0.00021762106885862;3.27288836935188;5.07639989477841;NA;2549.84284978992;2242.32862815126;"2011-12";2011;12
2011-12-19;50;15.1;38.05;2553.21054;2249.09973;0.071;0.486;0.18;NA;NA;NA;NA;NA;1.35174131116673;4;12;51;1;5;8.12276498793078;1.28861840666778e-05;350.981398607137;352.252288448471;350.899335081647;352.170053041941;353.354505201072;361.015916650664;0.00202147767690625;0.00021473586902707;3.20299817898234;4.96779832351643;NA;2549.85546701708;2246.14427700394;"2011-12";2011;12
2011-12-27;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2011-12";2011;12
2011-12-27;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2011-12";2011;12
2012-01-03;0;15.07;38.09;2554.21074;2245.34898;0.227;0.079;0.16;NA;NA;NA;NA;0.0340354048361541;1.609388428681;1;1;1;1;0;8.13204973483511;1.26404875839814e-05;344.055242518996;345.30151863558;344.055242518996;345.30151863558;344.055242518996;345.301520359223;0.00201486023489599;0.00021784825752002;3.27412454925658;5.08130784723871;8.08679898474459;2548.17558729325;2240.04361354686;"2012-01";2012;1
2012-01-03;50;NA;NA;NA;NA;NA;NA;0.18;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2012-01";2012;1
2012-01-10;0;15.11;38.09;2560.86207;2266.4532;0.442;0.444;NA;NA;NA;NA;NA;0.0437601911920095;1.74360050682829;1;1;2;1;0;8.10692366649381;1.35742541161316e-05;369.916455338651;371.255766176031;369.916455338651;371.255766176031;369.916455338651;371.255768166846;0.00204398414846015;0.00020889479742371;3.13983418069672;4.87246802650869;8.06240319639175;2554.81120136519;2261.0979679706;"2012-01";2012;1
2012-01-10;50;15.13;38.09;2560.56201;2269.40379;0.4;0.166;0.19;NA;NA;NA;NA;0.0340358541527613;1.68526100704958;1;1;2;1;5;8.09948196200363;1.37673485269301e-05;375.404526109342;376.763369743987;375.316659966057;376.675319681974;377.942500878986;386.134100663347;0.00204893150195049;0.00020670493952257;3.08257500759933;4.78060909933059;8.05530547048457;2554.51185035442;2264.04158624311;"2012-01";2012;1
2012-01-17;0;14.8;38.1;2553.66063;2247.84948;0.265;0.137;0.21;NA;NA;NA;NA;0.034033140583785;1.61511561456191;1;1;3;1;0;8.13126226663509;1.27714639046303e-05;344.815827853313;346.069157218272;344.815827853313;346.069157218272;344.815827853313;346.069158959489;0.00201934379090654;0.00021573422518882;3.24024290809619;5.03165184461997;8.08183940330276;2546.95810866142;2241.94961259843;"2012-01";2012;1
2012-01-17;50;14.83;38.1;2552.11032;2246.79927;0.236;0.201;0.23;NA;NA;NA;NA;0.0340333626828192;1.77265200487941;1;1;3;1;5;8.12838718424804;1.27799668327176e-05;345.358895664063;346.6137205308;345.278687535889;346.533343393594;347.696183262902;355.261028714786;0.00201878693264947;0.0002152323705178;3.20730712690739;4.97727289440932;8.07944350283795;2545.41186771654;2240.90215905512;"2012-01";2012;1
2012-01-24;0;NA;NA;NA;NA;0.395;0.547;NA;NA;NA;NA;NA;NA;NA;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2012-01";2012;1
2012-01-24;50;NA;NA;NA;NA;0.403;0.242;NA;NA;NA;NA;NA;NA;NA;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2012-01";2012;1
2012-01-31;0;14.37;38.09;2552.81046;2251.9503;NA;NA;0.12;NA;NA;NA;NA;NA;NA;1;1;5;1;0;8.13023848106796;1.29793639288921e-05;345.859141841731;347.123170133946;345.859141841731;347.123170133946;345.859141841731;347.123171901781;0.00202656539814337;0.00021240553792772;3.18760552511895;4.95449793050672;NA;2546.77861590969;2246.62933578367;"2012-01";2012;1
2012-01-31;50;14.38;38.11;2551.81026;2253.20055;NA;NA;0.09;NA;NA;NA;NA;NA;NA;1;1;5;1;5;8.12448738131397;1.30998578010239e-05;349.215651262216;350.491788766611;349.135524467591;350.41149142144;351.582751589826;359.276560930382;0.0020293154887668;0.00021078520343217;3.13767659212028;4.87388474312958;NA;2544.44476200472;2246.6969535555;"2012-01";2012;1
2012-02-07;0;NA;NA;NA;NA;0.369;1.074;0.18;NA;NA;NA;NA;NA;NA;1;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2012-02";2012;2
2012-02-07;50;NA;NA;NA;NA;0.43;1.03;0.16;NA;NA;NA;NA;NA;NA;1;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2012-02";2012;2
2012-02-14;0;13.15;38.21;2565.71304;2281.20615;0.28;1.775;0.15;NA;NA;NA;NA;0.0826164192037694;2.2218956976449;1;2;7;1;0;8.11868795844003;1.39785934082643e-05;358.973602106992;360.306202579901;358.973602106992;360.306202579901;358.973602106992;360.306204534403;0.00206560394140939;0.00020162361518234;3.01628607607649;4.69974642478487;8.04380212058907;2551.61202617116;2268.66876995551;"2012-02";2012;2
2012-02-14;50;13.17;38.21;2567.5134;2285.70705;0.211;1.834;0.17;NA;NA;NA;NA;0.0826167544483586;2.17525054653443;1;2;7;1;5;8.11175750673968;1.41667056307799e-05;364.03120135189;365.382238056685;363.950526210374;365.301386523118;366.50918969979;374.655944887997;0.00207168661653805;0.00019985372783116;2.9655511581581;4.61779344570907;8.03723546434469;2553.40249149437;2273.14493326354;"2012-02";2012;2
2012-02-21;0;13.4;38.15;2560.512;2266.70325;0.158;0.762;0.32;NA;NA;NA;NA;0.0437423123326029;1.86050635121338;1;2;8;1;0;8.13181892670885;1.33562812276589e-05;345.552740383425;346.831398522637;345.552740383425;346.831398522637;345.552740383425;346.831400324111;0.00204579054478718;0.00020755642398515;3.10770445486131;4.83988869752685;8.06071003624193;2550.44445609436;2257.79091743119;"2012-02";2012;2
2012-02-21;50;13.42;38.16;2562.46239;2269.75386;0.404;0.907;0.28;NA;NA;NA;NA;0.0437421620587952;2.02088788711634;1;2;8;1;5;8.12748766502886;1.34395999577786e-05;347.943863840246;349.231043659836;347.866191187679;349.153202118522;350.31027120345;358.071694091751;0.00204953167338207;0.00020678258666014;3.07090206920527;4.77954651738624;8.05671867615287;2551.71831289308;2260.23707232704;"2012-02";2012;2
2012-02-28;0;13.48;38.17;2562.56241;2267.25336;0.252;0.482;0.45;NA;NA;NA;NA;0.0437423716138089;1.71956123077395;1;2;9;1;0;8.13256648941646;1.33030373093478e-05;345.069183088259;346.344744192294;345.069183088259;346.344744192294;345.069183088259;346.344745985674;0.00204534804239911;0.00020860228029153;3.12340584537989;4.86350357128802;8.06269050366763;2551.14937332984;2257.15555881582;"2012-02";2012;2
2012-02-28;50;13.38;38.17;2566.16313;2273.05452;0.328;0.893;0.2;NA;NA;NA;NA;0.043741473707894;1.81770124075026;1;2;9;1;5;8.12818752264485;1.34492900893731e-05;347.782386621511;349.069627952565;347.704838141777;348.991910706099;350.148027080098;357.90986451469;0.00205246898776875;0.00020713624214187;3.07570324369778;4.78738351782334;8.0567905841152;2554.73405658894;2262.93088184438;"2012-02";2012;2
2012-03-06;0;13.39;38.12;2558.61162;2261.25216;0.23;0.41;0.43;NA;NA;NA;NA;0.0534639255112415;1.52129169863805;1;3;10;1;0;8.13844849025048;1.31119087880779e-05;339.067621692638;340.322434467263;339.067621692638;340.322434467263;339.067621692638;340.322436202121;0.00203837085564745;0.00020976939556446;3.14141353783897;4.89255906581714;8.06713789866208;2550.55722875131;2254.13384260231;"2012-03";2012;3
2012-03-06;50;13.42;38.18;2565.46299;2270.9541;0.324;0.632;0.25;NA;NA;NA;NA;0.0437415027304053;1.7807651778245;1;3;10;1;5;8.1298655012001;1.3364820716374e-05;346.046950145383;347.327109866791;345.969688406245;347.249680135922;348.400456374234;356.119549343233;0.00204957816064473;0.00020801111863889;3.08873070974641;4.80724811219968;8.05907669388163;2553.36808852803;2260.24766369827;"2012-03";2012;3
2012-03-13;0;13.47;38.14;2561.11212;2265.40299;0.247;0.357;0.54;NA;NA;NA;NA;0.0437432705510449;1.58545053930565;1;3;11;1;0;8.13392800111859;1.32539347617197e-05;343.630762734047;344.90116725051;343.630762734047;344.90116725051;343.630762734047;344.901169029347;0.00204331417450026;0.00020883488073801;3.12746222646854;4.86999087955776;8.06388848039585;2551.71107918196;2257.08740482433;"2012-03";2012;3
2012-03-13;50;13.44;38.16;2565.76305;2275.05492;0.182;0.628;0.51;NA;NA;NA;NA;0.0437423416266285;1.61457843204067;1;3;11;1;5;8.12343488873232;1.36005824554461e-05;352.330126399095;353.633205318347;352.251426844276;353.554334715238;354.72619746114;362.583466966526;0.00205580621033896;0.00020564812720558;3.05417583145011;4.75332098890017;8.05300331249024;2555.0051336478;2265.51590566038;"2012-03";2012;3
2012-03-20;0;13.47;38.15;2563.66263;2264.15274;0.107;0.246;0.47;NA;NA;NA;NA;0.0340222873761565;1.9791250599387;1;3;12;1;0;8.13973385587206;1.30544422222912e-05;338.47768737288;339.729033838712;338.47768737288;339.729033838712;338.47768737288;339.729035564598;0.00203977450021177;0.00021132379756593;3.16452274258241;4.92767597840266;8.06964987510532;2553.5826982962;2255.25043564876;"2012-03";2012;3
