"// SOMLIT somlit.fr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"// hydro ad5809933917e603";2023-02-01;14:57:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID_SITE;DATE;HEURE;COEF_MAREE;MAREE;PROF_TEXT;PROF_NUM;nomSite*;gpsLat*;gpsLong*;T;qT;S;qS;O;qO;PH;qPH;NH4;qNH4;NO3;qNO3;NO2;qNO2;PO4;qPO4;SIOH4;qSIOH4;COP;qCOP;NOP;qNOP;MES;qMES;DN15;qDN15;DC13;qDC13;CHLA;qCHLA
//;(yyyy-mm-dd);(hh:mm:ss);-;-;-;m;;(wgs84);(wgs84);°C;;PSU;;ml/l;;;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µg/l;;µg/l;;mg/l;;‰;;‰;;µg/l;
12;2000-05-30;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.572;2;38.107;2;999999;9;999999;9;999999;9;0.00;0;0.05;2;0.00;0;0.30;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.44;2
12;2000-06-07;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;21.604;2;38.056;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0;0.40;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.21;2
12;2000-06-07;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.414;2;38.086;2;999999;9;999999;9;999999;9;0.02;0;0.00;0;0.00;0;0.30;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.23;2
12;2000-06-14;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;22.427;2;37.886;2;999999;9;999999;9;999999;9;0.11;2;0.00;0;0.00;0;0.32;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.21;2
12;2000-06-14;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.854;2;38.092;2;999999;9;999999;9;999999;9;0.06;2;0.01;0;0.00;0;0.32;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.41;2
12;2000-06-21;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.552;2;37.773;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0;0.46;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.22;2
12;2000-06-21;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.607;2;38.097;2;999999;9;999999;9;999999;9;0.00;0;0.05;2;0.00;0;0.17;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.55;2
12;2000-06-28;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;24.106;2;37.944;2;999999;9;999999;9;999999;9;0.00;0;0.03;0;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;0.20;2
12;2000-06-28;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.888;2;38.090;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;0.58;2
12;2000-07-05;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.383;2;38.096;2;999999;9;999999;9;999999;9;0.00;0;0.03;0;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;0.00;4
12;2000-07-05;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.644;2;38.095;2;999999;9;999999;9;999999;9;0.00;0;0.03;0;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;0.66;2
12;2000-07-13;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;18.548;2;38.084;2;999999;9;999999;9;999999;9;0.33;2;0.01;0;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;0.17;2
12;2000-07-13;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.269;2;38.102;2;999999;9;999999;9;999999;9;0.83;2;0.11;2;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;0.33;2
12;2000-07-19;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;22.530;2;38.149;2;999999;9;999999;9;999999;9;0.16;2;0.01;0;0.00;0;0.24;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.14;2
12;2000-07-19;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.187;2;38.119;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.00;0;0.23;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.62;2
12;2000-07-26;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;22.675;2;38.153;2;999999;9;999999;9;999999;9;0.42;2;0.09;2;0.02;0;0.31;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.20;2
12;2000-07-26;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.326;2;38.067;2;999999;9;999999;9;999999;9;0.19;2;0.01;0;0.00;0;0.19;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.43;2
12;2000-08-02;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.810;2;38.199;2;999999;9;999999;9;999999;9;0.28;2;0.03;0;0.00;0;0.30;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.19;2
12;2000-08-02;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.105;2;38.442;2;999999;9;999999;9;999999;9;1.19;2;0.14;2;0.00;0;0.59;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.23;2
12;2000-08-16;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;25.010;2;38.196;2;999999;9;999999;9;999999;9;0.00;0;0.02;0;0.00;0;0.12;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.29;2
12;2000-08-16;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.672;2;38.096;2;999999;9;999999;9;999999;9;0.14;2;0.01;0;0.00;0;0.21;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.33;2
12;2000-08-23;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;25.612;2;38.211;2;999999;9;999999;9;999999;9;0.30;2;0.01;0;0.02;0;0.65;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.18;2
12;2000-08-23;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.915;2;38.056;2;999999;9;999999;9;999999;9;0.09;2;0.00;0;0.00;0;0.33;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.30;2
12;2000-08-30;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;25.516;2;38.271;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0;0.29;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.21;2
12;2000-08-30;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.658;2;38.042;2;999999;9;999999;9;999999;9;0.00;0;0.03;0;0.00;0;0.41;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.38;2
12;2000-09-13;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;24.058;2;38.282;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0;0.24;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.23;2
12;2000-09-13;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.497;2;38.061;2;999999;9;999999;9;999999;9;0.10;2;0.05;2;0.00;0;0.30;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.40;2
12;2000-09-20;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.014;2;38.285;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0;0.41;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.21;2
12;2000-09-20;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;18.210;2;38.093;2;999999;9;999999;9;999999;9;0.35;2;0.00;0;0.02;0;0.29;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.31;2
12;2000-09-27;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;22.333;2;38.272;2;999999;9;999999;9;999999;9;0.05;0;0.00;0;999999;9;0.58;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.16;2
12;2000-09-27;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;16.262;2;38.038;2;999999;9;999999;9;999999;9;0.10;2;0.10;2;999999;9;0.62;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.27;2
12;2000-10-04;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;21.813;2;38.220;2;999999;9;999999;9;999999;9;0.39;2;0.00;0;0.11;2;0.54;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.32;2
12;2000-10-04;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;20.756;2;38.202;2;999999;9;999999;9;999999;9;0.15;2;0.00;0;0.16;2;0.47;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.26;2
12;2000-10-18;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;19.750;2;37.446;2;999999;9;999999;9;999999;9;0.87;2;0.03;0;0.11;2;1.85;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.28;2
12;2000-10-18;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;20.220;2;37.911;2;999999;9;999999;9;999999;9;0.25;2;0.01;0;0.13;2;1.04;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.18;2
12;2000-10-25;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;19.912;2;37.817;2;999999;9;999999;9;999999;9;0.56;2;0.02;0;0.31;2;1.53;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.37;2
12;2000-10-25;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;18.084;2;38.048;2;999999;9;999999;9;999999;9;1.46;2;0.16;2;0.18;2;4.78;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.15;2
12;2000-11-02;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;19.190;2;37.862;2;999999;9;999999;9;999999;9;0.59;2;0.05;2;0.06;2;1.38;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.35;2
12;2000-11-02;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;17.118;2;38.080;2;999999;9;999999;9;999999;9;0.10;2;0.27;2;0.02;0;0.91;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.11;2
12;2000-11-10;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;18.036;2;37.900;2;999999;9;999999;9;999999;9;0.35;2;0.06;2;0.01;0;1.19;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.27;2
12;2000-11-10;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;17.971;2;37.903;2;999999;9;999999;9;999999;9;0.27;2;0.06;2;0.01;0;1.11;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.28;2
12;2000-11-15;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;17.568;2;37.273;2;999999;9;999999;9;999999;9;0.78;2;0.10;2;0.00;0;1.32;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.48;2
12;2000-11-15;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;17.813;2;38.115;2;999999;9;999999;9;999999;9;0.00;0;0.03;0;0.00;0;0.67;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.19;2
12;2000-11-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;17.577;2;37.769;2;999999;9;999999;9;999999;9;0.28;2;0.14;2;0.00;0;1.11;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.30;2
12;2000-11-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;17.726;2;38.053;2;999999;9;999999;9;999999;9;0.00;0;0.10;2;0.00;0;0.98;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.10;2
12;2000-11-29;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;17.447;2;37.922;2;999999;9;999999;9;999999;9;0.27;2;0.23;2;0.00;0;1.03;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.28;2
12;2000-11-29;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;17.622;2;38.060;2;999999;9;999999;9;999999;9;0.00;0;0.17;2;0.00;0;0.76;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.10;2
12;2000-12-05;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;16.384;2;37.634;2;999999;9;999999;9;999999;9;1.60;2;0.14;2;0.00;0;1.54;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.41;2
12;2000-12-05;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;16.396;2;38.038;2;999999;9;999999;9;999999;9;0.00;0;0.07;2;0.00;0;0.80;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.18;2
12;2000-12-13;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;16.319;2;38.001;2;999999;9;999999;9;999999;9;0.23;2;0.12;2;0.02;0;0.44;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.34;2
12;2000-12-13;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;16.365;2;38.020;2;999999;9;999999;9;999999;9;0.25;2;0.10;2;0.00;0;0.65;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.35;2
12;2000-12-20;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;15.898;2;38.013;2;999999;9;999999;9;999999;9;0.23;2;0.17;2;0.00;0;0.82;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.38;2
12;2000-12-20;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.944;2;38.105;2;999999;9;999999;9;999999;9;0.04;0;0.05;2;0.03;2;0.60;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.27;2
12;2001-01-04;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.061;2;38.083;2;999999;9;999999;9;999999;9;0.62;2;0.38;2;0.02;0;0.87;2;103.920;2;15.390;2;999999;9;999999;9;999999;9;0.28;2
12;2001-01-04;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;15.050;2;38.073;2;999999;9;999999;9;999999;9;0.53;2;0.31;2;0.01;0;1.00;2;151.450;2;20.690;2;999999;9;999999;9;999999;9;0.27;2
12;2001-01-11;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.865;2;38.015;2;999999;9;999999;9;999999;9;0.61;2;0.34;2;0.02;0;0.82;2;156.800;2;21.130;2;999999;9;999999;9;999999;9;0.31;2
12;2001-01-11;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.361;2;37.718;2;999999;9;999999;9;999999;9;0.91;2;0.42;2;0.01;0;1.21;2;93.780;2;11.210;2;999999;9;999999;9;999999;9;0.66;2
12;2001-01-17;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.556;2;37.977;2;999999;9;999999;9;999999;9;0.80;2;0.42;2;0.03;2;1.01;2;85.820;2;9.640;2;999999;9;999999;9;999999;9;0.24;2
12;2001-01-17;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.107;2;37.776;2;999999;9;999999;9;999999;9;0.89;2;0.45;2;0.01;0;1.45;2;95.530;2;11.090;2;999999;9;999999;9;999999;9;0.42;2
12;2001-01-31;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.040;2;38.092;2;999999;9;999999;9;999999;9;0.92;2;0.26;2;0.01;0;1.70;2;84.790;2;999999;9;999999;9;999999;9;999999;9;0.18;2
12;2001-01-31;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.966;2;38.066;2;999999;9;999999;9;999999;9;1.04;2;0.24;2;0.02;0;1.11;2;108.780;2;13.900;2;999999;9;999999;9;999999;9;0.23;2
12;2001-02-08;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.828;2;38.008;2;999999;9;999999;9;999999;9;0.59;2;0.23;2;0.01;0;1.26;2;115.220;2;18.650;2;999999;9;999999;9;999999;9;0.65;2
12;2001-02-08;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.808;2;37.998;2;999999;9;999999;9;999999;9;0.70;2;0.21;2;0.00;0;1.47;2;138.710;2;15.700;2;999999;9;999999;9;999999;9;0.64;2
12;2001-02-14;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.850;2;38.024;2;999999;9;999999;9;999999;9;0.33;2;0.32;2;0.00;0;0.99;2;90.590;2;11.870;2;999999;9;999999;9;999999;9;0.59;2
12;2001-02-14;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.718;2;37.959;2;999999;9;999999;9;999999;9;0.39;2;0.32;2;0.00;0;1.38;2;120.230;2;12.930;2;999999;9;999999;9;999999;9;0.63;2
12;2001-02-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.953;2;38.063;2;999999;9;999999;9;999999;9;0.15;2;0.37;2;0.00;0;0.57;2;95.380;2;14.410;2;999999;9;999999;9;999999;9;0.38;2
12;2001-02-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.823;2;37.963;2;999999;9;999999;9;999999;9;0.18;2;0.30;2;0.00;0;0.82;2;119.580;2;999999;9;999999;9;999999;9;999999;9;0.40;2
12;2001-03-02;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.903;2;38.118;2;999999;9;999999;9;999999;9;1.54;2;0.30;2;0.03;2;0.86;2;77.910;2;10.870;2;999999;9;999999;9;999999;9;0.25;2
12;2001-03-02;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.892;2;38.117;2;999999;9;999999;9;999999;9;0.41;2;0.28;2;0.05;2;0.64;2;101.470;2;14.240;2;999999;9;999999;9;999999;9;0.20;2
12;2001-03-07;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.825;2;38.115;2;999999;9;999999;9;999999;9;1.61;2;0.25;2;0.04;2;0.76;2;88.150;2;15.210;2;999999;9;999999;9;999999;9;0.13;2
12;2001-03-07;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.820;2;37.965;2;999999;9;999999;9;999999;9;3.38;2;0.25;2;0.07;2;1.07;2;150.820;2;23.970;2;999999;9;999999;9;999999;9;0.33;2
12;2001-03-15;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.863;2;38.111;2;999999;9;999999;9;999999;9;0.58;2;0.27;2;0.05;2;1.01;2;96.810;2;17.290;2;999999;9;999999;9;999999;9;0.10;2
12;2001-03-15;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.004;2;38.011;2;999999;9;999999;9;999999;9;0.57;2;0.23;2;0.02;0;1.16;2;117.920;2;18.460;2;999999;9;999999;9;999999;9;0.24;2
12;2001-03-27;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.999;2;38.083;2;999999;9;999999;9;999999;9;0.35;2;0.43;2;0.05;2;0.81;2;104.160;2;999999;9;999999;9;999999;9;999999;9;0.15;2
12;2001-03-27;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.359;2;37.815;2;999999;9;999999;9;999999;9;0.61;2;0.25;2;0.02;0;0.84;2;143.730;2;27.510;2;999999;9;999999;9;999999;9;0.32;2
12;2001-04-04;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.065;2;38.063;2;999999;9;999999;9;999999;9;0.36;2;0.37;2;0.03;2;0.83;2;56.330;2;8.430;2;999999;9;999999;9;999999;9;0.16;2
12;2001-04-04;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.735;2;37.788;2;999999;9;999999;9;999999;9;0.48;2;0.28;2;0.02;0;0.86;2;116.460;2;21.060;2;999999;9;999999;9;999999;9;0.33;2
12;2001-04-11;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.426;2;38.000;2;999999;9;999999;9;999999;9;0.09;2;0.06;2;0.02;0;0.92;2;121.320;2;24.410;2;999999;9;999999;9;999999;9;0.37;2
12;2001-04-11;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.928;2;37.933;2;999999;9;999999;9;999999;9;0.22;2;0.19;2;0.03;2;0.87;2;125.920;2;13.880;2;999999;9;999999;9;999999;9;0.26;2
12;2001-04-18;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.690;2;38.019;2;999999;9;999999;9;999999;9;0.14;2;0.19;2;0.01;0;1.01;2;62.240;2;15.140;2;999999;9;999999;9;999999;9;0.27;2
12;2001-04-18;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.992;2;37.968;2;999999;9;999999;9;999999;9;0.16;2;0.05;2;0.01;0;0.83;2;73.870;2;14.750;2;999999;9;999999;9;999999;9;0.18;2
12;2001-04-24;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.552;2;38.032;2;999999;9;999999;9;999999;9;0.16;2;0.10;2;0.01;0;0.70;2;140.170;2;21.190;2;999999;9;999999;9;999999;9;0.41;2
12;2001-04-24;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.992;2;37.994;2;999999;9;999999;9;999999;9;0.28;2;0.03;0;0.01;0;0.86;2;100.440;2;15.450;2;999999;9;999999;9;999999;9;0.32;2
12;2001-05-02;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.155;2;37.954;2;999999;9;999999;9;999999;9;0.16;2;0.14;2;0.01;0;1.07;2;142.380;2;15.520;2;999999;9;999999;9;999999;9;0.36;2
12;2001-05-02;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;15.595;2;37.661;2;999999;9;999999;9;999999;9;0.12;2;0.07;2;0.00;0;0.50;2;179.370;2;32.630;2;999999;9;999999;9;999999;9;0.53;2
12;2001-05-09;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.529;2;38.008;2;999999;9;999999;9;999999;9;0.07;2;0.17;2;0.02;0;0.58;2;80.730;2;12.340;2;999999;9;999999;9;999999;9;0.26;2
12;2001-05-09;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;16.300;2;37.133;2;999999;9;999999;9;999999;9;0.42;2;0.03;0;0.01;0;1.44;2;189.620;2;32.290;2;999999;9;999999;9;999999;9;0.58;2
12;2001-05-16;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.524;2;38.012;2;999999;9;999999;9;999999;9;0.10;2;0.13;2;0.02;0;0.67;2;105.910;2;13.420;2;999999;9;999999;9;999999;9;0.40;2
12;2001-05-16;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;18.019;2;37.732;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;131.510;2;16.840;2;999999;9;999999;9;999999;9;999999;9
12;2001-05-22;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;17.131;2;37.961;2;999999;9;999999;9;999999;9;0.00;0;0.02;0;0.01;0;0.36;2;100.700;2;20.540;2;999999;9;999999;9;999999;9;0.20;2
12;2001-05-22;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;18.127;2;37.840;2;999999;9;999999;9;999999;9;0.02;0;0.04;2;0.02;0;0.55;2;126.930;2;15.080;2;999999;9;999999;9;999999;9;0.24;2
12;2001-06-13;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;16.969;2;37.987;2;999999;9;999999;9;999999;9;0.03;0;0.00;0;0.02;0;0.16;2;112.830;2;23.990;2;999999;9;999999;9;999999;9;999999;9
12;2001-06-13;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;20.990;2;37.915;2;999999;9;999999;9;999999;9;0.15;2;0.01;0;0.02;0;0.29;2;115.760;2;17.110;2;999999;9;999999;9;999999;9;0.15;2
12;2001-06-20;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.425;2;38.065;2;999999;9;999999;9;999999;9;0.04;0;0.03;0;0.00;0;0.29;2;97.080;2;12.940;2;999999;9;999999;9;999999;9;999999;9
12;2001-06-20;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;21.018;2;37.988;2;999999;9;999999;9;999999;9;0.04;0;0.04;2;0.01;0;0.32;2;122.760;2;19.680;2;999999;9;999999;9;999999;9;999999;9
12;2001-06-27;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.946;2;38.058;2;999999;9;999999;9;999999;9;0.26;2;0.04;2;0.09;2;0.89;2;204.230;2;22.120;2;999999;9;999999;9;999999;9;0.29;2
12;2001-06-27;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.597;2;37.965;2;999999;9;999999;9;999999;9;0.27;2;0.02;0;0.02;0;0.74;2;268.380;2;33.930;2;999999;9;999999;9;999999;9;999999;9
12;2001-07-04;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.163;2;38.053;2;999999;9;999999;9;999999;9;0.10;2;0.01;0;0.01;0;0.60;2;142.610;2;17.510;2;999999;9;999999;9;999999;9;0.20;2
12;2001-07-04;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;24.409;2;37.966;2;999999;9;999999;9;999999;9;0.24;2;0.03;0;0.00;0;0.74;2;160.320;2;22.620;2;999999;9;999999;9;999999;9;0.20;2
12;2001-07-11;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.954;2;38.017;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.01;0;1.35;2;108.320;2;13.470;2;999999;9;999999;9;999999;9;999999;9
12;2001-07-11;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.343;2;38.013;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.01;0;1.42;2;152.960;2;18.510;2;999999;9;999999;9;999999;9;0.16;2
12;2001-07-18;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;16.077;2;38.036;2;999999;9;999999;9;999999;9;0.00;0;0.01;0;0.01;0;1.40;2;135.530;2;18.970;2;999999;9;999999;9;999999;9;0.23;2
12;2001-07-18;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.816;2;38.097;2;999999;9;999999;9;999999;9;0.00;0;0.02;0;0.01;0;1.24;2;180.830;2;24.270;2;999999;9;999999;9;999999;9;999999;9
12;2001-07-25;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.261;2;38.072;2;999999;9;999999;9;999999;9;0.06;2;0.04;2;0.04;2;1.28;2;112.830;2;14.320;2;999999;9;999999;9;999999;9;0.26;2
12;2001-07-25;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.962;2;38.012;2;999999;9;999999;9;999999;9;0.87;2;0.01;0;0.02;0;1.33;2;150.480;2;20.360;2;999999;9;999999;9;999999;9;0.19;2
12;2001-08-01;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.717;2;38.039;2;999999;9;999999;9;999999;9;0.11;2;0.04;2;0.03;2;1.82;2;144.960;2;15.650;2;999999;9;999999;9;999999;9;0.31;2
12;2001-08-01;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;25.432;2;38.088;2;999999;9;999999;9;999999;9;0.26;2;0.06;2;0.03;2;1.60;2;189.480;2;19.660;2;999999;9;999999;9;999999;9;0.37;2
