"// SOMLIT somlit.fr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"// hydro ad5809933917e603";2023-02-01;14:57:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID_SITE;DATE;HEURE;COEF_MAREE;MAREE;PROF_TEXT;PROF_NUM;nomSite*;gpsLat*;gpsLong*;T;qT;S;qS;O;qO;PH;qPH;NH4;qNH4;NO3;qNO3;NO2;qNO2;PO4;qPO4;SIOH4;qSIOH4;COP;qCOP;NOP;qNOP;MES;qMES;DN15;qDN15;DC13;qDC13;CHLA;qCHLA
//;(yyyy-mm-dd);(hh:mm:ss);-;-;-;m;;(wgs84);(wgs84);°C;;PSU;;ml/l;;;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µg/l;;µg/l;;mg/l;;‰;;‰;;µg/l;
12;1993-01-06;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.008;2;37.955;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.39;2
12;1993-01-06;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.038;2;37.934;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.40;2
12;1993-01-13;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.828;2;38.009;2;999999;9;999999;9;999999;9;1.33;2;0.15;2;0.02;2;1.60;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.48;2
12;1993-01-13;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.938;2;37.957;2;999999;9;999999;9;999999;9;2.45;2;0.48;2;0.20;2;0.58;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.53;2
12;1993-01-20;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.786;2;38.027;2;999999;9;999999;9;999999;9;1.32;2;0.13;2;0.05;2;1.01;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.32;2
12;1993-01-20;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.731;2;37.996;2;999999;9;999999;9;999999;9;1.64;2;0.37;2;0.08;2;0.99;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.51;2
12;1993-01-27;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.673;2;38.034;2;999999;9;999999;9;999999;9;0.84;2;0.17;2;0.09;2;1.54;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.48;2
12;1993-01-27;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.631;2;38.015;2;999999;9;999999;9;999999;9;1.23;2;0.54;2;0.09;2;1.73;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.45;2
12;1993-02-03;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.458;2;38.047;2;999999;9;999999;9;999999;9;2.72;2;0.68;2;0.18;2;1.59;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.32;2
12;1993-02-03;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.484;2;38.051;2;999999;9;999999;9;999999;9;0.90;2;0.18;2;0.13;2;1.09;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.31;2
12;1993-02-10;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.413;2;38.037;2;999999;9;999999;9;999999;9;0.96;2;0.16;2;0.09;2;1.59;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.63;2
12;1993-02-10;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.410;2;38.045;2;999999;9;999999;9;999999;9;0.86;2;0.28;2;0.10;2;1.11;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.50;2
12;1993-02-17;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.294;2;38.009;2;999999;9;999999;9;999999;9;0.97;2;0.30;2;0.17;2;1.09;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.64;2
12;1993-02-17;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.290;2;38.009;2;999999;9;999999;9;999999;9;0.55;2;0.29;2;0.16;2;1.02;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.56;2
12;1993-02-24;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.130;2;38.011;2;999999;9;999999;9;999999;9;999999;9;0.21;2;0.08;2;1.78;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.49;2
12;1993-02-24;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.114;2;38.009;2;999999;9;999999;9;999999;9;999999;9;0.22;2;0.06;2;2.62;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.46;2
12;1993-03-03;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;12.945;2;38.043;2;999999;9;999999;9;999999;9;0.94;2;0.20;2;0.14;2;1.13;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.46;2
12;1993-03-03;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;12.950;2;38.041;2;999999;9;999999;9;999999;9;1.00;2;0.24;2;0.15;2;1.13;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.40;2
12;1993-03-25;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;12.942;2;38.005;2;999999;9;999999;9;999999;9;0.54;2;0.20;2;0.04;2;1.96;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.34;2
12;1993-03-25;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.504;2;37.953;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;1.55;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.87;2
12;1993-03-31;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;12.942;2;38.024;2;999999;9;999999;9;999999;9;1.07;2;0.24;2;0.00;0;1.42;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.47;2
12;1993-03-31;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.171;2;37.986;2;999999;9;999999;9;999999;9;0.35;2;0.00;0;0.00;0;1.33;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.83;2
12;1993-04-07;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.036;2;37.992;2;999999;9;999999;9;999999;9;0.65;2;0.22;2;0.23;2;1.48;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.68;2
12;1993-04-07;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.382;2;37.909;2;999999;9;999999;9;999999;9;0.30;2;0.00;0;0.18;2;1.63;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.88;2
12;1993-04-12;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;12.967;2;38.000;2;999999;9;999999;9;999999;9;999999;9;0.20;2;999999;9;1.36;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.37;2
12;1993-04-12;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.473;2;37.855;2;999999;9;999999;9;999999;9;0.55;2;0.10;2;999999;9;1.43;2;999999;9;999999;9;999999;9;999999;9;999999;9;1.01;2
12;1993-04-29;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.952;2;37.951;2;999999;9;999999;9;999999;9;1.37;2;0.01;2;0.10;2;0.69;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.39;2
12;1993-04-29;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.299;2;37.383;2;999999;9;999999;9;999999;9;1.29;2;0.03;2;0.09;2;1.49;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.37;2
12;1993-05-05;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.031;2;38.029;2;999999;9;999999;9;999999;9;0.05;2;0.09;2;0.00;0;1.46;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.18;2
12;1993-05-05;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;15.056;2;37.487;2;999999;9;999999;9;999999;9;0.00;0;0.02;2;0.00;0;0.77;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.73;2
12;1993-05-12;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;16.587;2;37.563;2;999999;9;999999;9;999999;9;0.00;0;0.01;2;0.03;2;0.54;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.81;2
12;1993-05-12;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.590;2;37.993;2;999999;9;999999;9;999999;9;0.05;2;0.10;2;0.03;2;1.01;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.85;2
12;1993-06-02;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.932;2;38.036;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.69;2
12;1993-06-02;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;20.199;2;37.905;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.58;2
12;1993-06-08;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.594;2;38.066;2;999999;9;999999;9;999999;9;0.01;2;0.01;2;999999;9;1.57;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.85;2
12;1993-06-08;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;21.621;2;37.893;2;999999;9;999999;9;999999;9;0.06;2;0.02;2;999999;9;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;0.34;2
12;1993-06-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.187;2;38.048;2;999999;9;999999;9;999999;9;0.10;2;0.04;2;999999;9;0.21;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.36;2
12;1993-06-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;22.088;2;37.914;2;999999;9;999999;9;999999;9;0.15;2;0.02;2;999999;9;0.66;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.32;2
12;1993-06-30;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.874;2;38.013;2;999999;9;999999;9;999999;9;0.05;2;0.02;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.64;2
12;1993-06-30;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.134;2;38.045;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.38;2
12;1993-07-13;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;15.045;2;38.001;2;999999;9;999999;9;999999;9;0.08;2;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.42;2
12;1993-07-13;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;22.896;2;37.998;2;999999;9;999999;9;999999;9;0.24;2;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.32;2
12;1993-07-28;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.521;2;37.969;2;999999;9;999999;9;999999;9;0.34;2;0.06;2;0.03;2;0.88;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.69;2
12;1993-07-28;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.307;2;37.947;2;999999;9;999999;9;999999;9;0.03;2;0.03;2;0.09;2;0.45;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.36;2
12;1993-08-04;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.949;2;37.957;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9;1.54;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.55;2
12;1993-08-04;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;24.224;2;37.908;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9;1.81;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.36;2
12;1993-08-11;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.052;2;37.936;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9;1.38;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.85;2
12;1993-08-11;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;24.937;2;37.994;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;999999;9;1.24;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.36;2
12;1993-08-18;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.160;2;37.946;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.64;2
12;1993-08-18;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;24.905;2;38.094;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.30;2
12;1993-08-25;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.708;2;37.862;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.45;2
12;1993-08-25;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.954;2;37.978;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.48;2
12;1993-09-02;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.915;2;37.989;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.36;2
12;1993-09-02;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;23.498;2;38.035;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.15;2
12;1993-09-16;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.413;2;37.905;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.30;2
12;1993-09-16;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;19.401;2;37.747;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.51;2
12;1993-09-30;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;18.144;2;37.788;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.27;2
12;1993-09-30;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;20.837;2;37.749;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.45;2
12;1993-10-20;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;19.098;2;37.843;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.30;2
12;1993-10-20;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;19.400;2;37.757;2;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.49;2
12;1993-10-27;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;18.829;2;37.739;2;999999;9;999999;9;999999;9;0.18;2;0.00;0;0.00;0;1.05;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.39;2
12;1993-10-27;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;18.811;2;37.682;2;999999;9;999999;9;999999;9;0.26;2;0.00;0;0.00;0;1.28;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.43;2
12;1993-11-17;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;17.937;2;37.863;2;999999;9;999999;9;999999;9;0.49;2;0.01;2;0.00;0;0.12;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.53;2
12;1993-11-17;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;17.961;2;37.857;2;999999;9;999999;9;999999;9;0.63;2;0.01;2;0.00;0;1.05;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.45;2
12;1993-11-26;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;16.692;2;37.935;2;999999;9;999999;9;999999;9;0.52;2;0.07;2;0.05;2;1.53;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.30;2
12;1993-11-26;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;16.780;2;37.932;2;999999;9;999999;9;999999;9;0.47;2;0.06;2;0.04;2;1.77;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.36;2
12;1993-12-17;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.350;2;38.169;2;999999;9;999999;9;999999;9;3.15;2;0.00;0;0.19;2;1.90;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.03;2
12;1993-12-17;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.653;2;37.881;2;999999;9;999999;9;999999;9;0.98;2;0.10;2;0.17;2;0.16;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.39;2
12;1993-12-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.965;2;37.969;2;999999;9;999999;9;999999;9;0.59;2;0.07;2;0.21;2;0.27;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.48;2
12;1993-12-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.963;2;37.973;2;999999;9;999999;9;999999;9;0.45;2;0.06;2;0.21;2;0.45;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.47;2
12;1995-01-18;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.830;2;38.087;2;999999;9;999999;9;999999;9;1.16;2;0.08;2;0.05;2;1.36;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.26;2
12;1995-01-18;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.037;2;38.036;2;999999;9;999999;9;999999;9;0.62;2;0.12;2;0.03;2;1.01;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.30;2
12;1995-01-26;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.864;2;38.102;2;999999;9;999999;9;999999;9;0.69;2;0.14;2;0.07;2;1.02;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.30;2
12;1995-01-26;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.853;2;38.175;2;999999;9;999999;9;999999;9;0.66;2;0.15;2;0.07;2;0.99;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.38;2
12;1995-02-01;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.877;2;38.130;2;999999;9;999999;9;999999;9;0.61;2;0.20;2;0.07;2;0.84;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.33;2
12;1995-02-01;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.876;2;38.191;2;999999;9;999999;9;999999;9;0.63;2;0.20;2;0.07;2;0.88;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.32;2
12;1995-02-08;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.708;2;38.118;2;999999;9;999999;9;999999;9;0.70;2;0.23;2;0.02;0;0.96;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.44;2
12;1995-02-08;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.735;2;38.121;2;999999;9;999999;9;999999;9;0.61;2;0.21;2;0.04;2;1.22;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.42;2
12;1995-02-15;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.654;2;38.181;2;999999;9;999999;9;999999;9;1.26;2;0.19;2;0.04;2;1.40;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.29;2
12;1995-02-15;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.567;2;38.172;2;999999;9;999999;9;999999;9;0.59;2;0.21;2;0.01;0;1.18;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.44;2
12;1995-02-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.548;2;38.154;2;999999;9;999999;9;999999;9;1.11;2;0.13;2;0.06;2;1.72;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.23;2
12;1995-02-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.521;2;37.893;2;999999;9;999999;9;999999;9;0.00;0;0.12;2;0.01;0;1.59;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.90;2
12;1995-03-01;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.300;2;38.123;2;999999;9;999999;9;999999;9;1.14;2;0.16;2;0.04;2;0.45;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.50;2
12;1995-03-01;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.232;2;38.089;2;999999;9;999999;9;999999;9;1.07;2;0.14;2;0.02;0;0.69;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.73;2
12;1995-03-08;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.019;2;38.085;2;999999;9;999999;9;999999;9;0.97;2;0.16;2;0.00;0;1.76;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.70;2
12;1995-03-08;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;12.965;2;38.045;2;999999;9;999999;9;999999;9;1.08;2;0.15;2;0.00;0;2.42;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.75;2
12;1995-03-15;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;12.931;2;38.051;2;999999;9;999999;9;999999;9;0.88;2;0.33;2;0.00;0;1.26;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.68;2
12;1995-03-15;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;12.864;2;38.046;2;999999;9;999999;9;999999;9;0.60;2;0.19;2;0.00;0;1.16;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.98;2
12;1995-03-22;08:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;12.946;2;38.025;2;999999;9;999999;9;999999;9;1.05;2;0.29;2;0.00;0;1.52;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.75;2
12;1995-03-22;08:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.093;2;37.972;2;999999;9;999999;9;999999;9;0.48;2;0.11;2;0.00;0;1.42;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.88;2
12;1995-03-29;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.015;2;38.014;2;999999;9;999999;9;999999;9;0.87;2;0.26;2;0.03;2;1.55;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.27;2
12;1995-03-29;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.002;2;38.037;2;999999;9;999999;9;999999;9;0.99;2;0.28;2;0.04;2;1.36;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.32;2
12;1995-04-05;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.017;2;38.063;2;999999;9;999999;9;999999;9;1.49;2;0.34;2;0.06;2;1.36;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.22;2
12;1995-04-05;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.689;2;37.974;2;999999;9;999999;9;999999;9;0.47;2;0.08;2;0.01;0;1.24;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.34;2
12;1995-04-11;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.482;2;38.080;2;999999;9;999999;9;999999;9;0.58;2;0.07;2;0.01;0;1.53;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.29;2
12;1995-04-11;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.844;2;38.034;2;999999;9;999999;9;999999;9;0.57;2;0.07;2;0.00;0;1.47;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.32;2
12;1995-04-19;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.595;2;38.064;2;999999;9;999999;9;999999;9;0.45;2;0.06;2;0.01;0;0.84;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.68;2
12;1995-04-19;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;14.188;2;38.093;2;999999;9;999999;9;999999;9;0.37;2;0.03;0;0.00;0;0.83;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.71;2
12;1995-04-26;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.903;2;38.036;2;999999;9;999999;9;999999;9;0.10;2;0.01;0;0.00;0;0.48;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.66;2
12;1995-04-26;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;13.932;2;37.947;2;999999;9;999999;9;999999;9;0.15;2;0.02;0;0.00;0;0.39;2;999999;9;999999;9;999999;9;999999;9;999999;9;0.66;2
12;1995-05-03;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.041;2;38.018;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.01;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.59;2
12;1995-05-03;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;16.502;2;37.774;2;999999;9;999999;9;999999;9;0.28;2;0.01;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.64;2
12;1995-05-10;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.818;2;38.037;2;999999;9;999999;9;999999;9;0.30;2;0.19;2;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.55;2
12;1995-05-10;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;17.413;2;37.728;2;999999;9;999999;9;999999;9;0.06;2;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.42;2
12;1995-05-17;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.355;2;37.993;2;999999;9;999999;9;999999;9;0.01;0;0.01;0;0.01;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.39;2
12;1995-05-17;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;16.825;2;37.724;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.89;2
12;1995-05-24;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;14.326;2;38.018;2;999999;9;999999;9;999999;9;0.05;0;0.05;2;0.01;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.22;2
12;1995-05-24;07:00:00;0.00;inc;S;1.00;"Point B";43.6833;7.31667;18.058;2;37.641;2;999999;9;999999;9;999999;9;0.00;0;0.00;0;0.00;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.64;2
12;1995-05-31;07:00:00;0.00;inc;F;50.00;"Point B";43.6833;7.31667;13.605;2;38.137;2;999999;9;999999;9;999999;9;0.72;2;0.04;2;0.02;0;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;0.19;2
